Code/Ref,License holder,Company_Name_cl,Type of License,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_km2_cl,Location (Region),Coordinates of the license area
0083/2014,"Ngwe Moe Hein Co., Ltd.","Ngwe Moe Hein Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-04-12T00:00:00Z,2014-04-12,2017-04-11T00:00:00Z,2017-04-11,Copper Ore,Copper Ore,49.5,49.5,"No. H(202), Block(19,20,21), 57 Street & U Ponnya Street, Industry Zone, Pyigyitachon Township, Mandalay",93 C/6 F
0083/2014,,"Ngwe Moe Hein Co., Ltd.",,Production Sharing (Small Scale),2014-04-12T00:00:00Z,2014-04-12,2017-04-11T00:00:00Z,2017-04-11,,Copper Ore,49.5,49.5,,93 C/6 F
0015/2014,"Hein Naychi  International Mining Co., Ltd.","Hein Naychi International Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-12-30T00:00:00Z,2013-12-30,2016-12-29T00:00:00Z,2016-12-29,Lead Ore,Lead Ore,49.5,49.5,"No. (38/32), Kyantie Aung Street, Waeaye Kwin Block, Taunggyi Township, Shan",93 C/16 M
0121/2014,"La Pyae Wun Gold Mining Co., Ltd. ","La Pyae Wun Gold Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-04-09T00:00:00Z,2014-04-09,2017-04-08T00:00:00Z,2017-04-08,Lead Zinc Ore,Lead and Zinc Ore,49.5,49.5,"No. (139/1), Thanthumar  Street, Thuwunnam Thingangyun Township, Yangon",92 J/9
0192/2012,"Shwe Pin Thar Co., Ltd.","Shwe Pin Thar Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2012-10-22T00:00:00Z,2012-10-22,2015-10-21T00:00:00Z,2015-10-21,Copper Ore,Copper Ore,49.5,49.5,"No. (Ma/87), North Block Muse Township, Shan",93 C/9
0193/2012,,"Shwe Pin Thar Co., Ltd.",,Production Sharing (Small Scale),2012-10-22T00:00:00Z,2012-10-22,2015-10-21T00:00:00Z,2015-10-21,,Copper Ore,49.5,49.5,,93 C/9
0194/2012,,"Shwe Pin Thar Co., Ltd.",,Production Sharing (Small Scale),2012-10-22T00:00:00Z,2012-10-22,2015-10-21T00:00:00Z,2015-10-21,,Copper Ore,49.5,49.5,,93 C/9
0183/2013,"Trio Core Mining Co., Ltd.","Trio Core Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-10-30T00:00:00Z,2013-10-30,2016-10-29T00:00:00Z,2016-10-29,Copper Ore,Copper Ore,49.5,49.5,"No. (195/1)11 Street, 14 Block, South Ookalarpa Township, Yangon.",84 M/10 
0184/2013,,"Trio Core Mining Co., Ltd.",,Production Sharing (Small Scale),,,,,,Copper Ore,49.5,49.5,,84 M/10 
0053/2013,"Great Standard Group Co., Ltd.","Great Standard Group Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-03-13T00:00:00Z,2013-03-13,2016-03-12T00:00:00Z,2016-03-12,Copper Ore,Copper Ore,40.0,40.0,"No. 10/38, On the coner of Cherry Street & Khayae Street Chanyatharsi Twon:Mandalay",84 M/9 
0054/2013,,"Great Standard Group Co., Ltd.",,Production Sharing (Small Scale),2013-03-13T00:00:00Z,2013-03-13,2016-03-12T00:00:00Z,2016-03-12,,Copper Ore,45.0,45.0,,84 M/9 
0055/2013,,"Great Standard Group Co., Ltd.",,Production Sharing (Small Scale),2013-03-13T00:00:00Z,2013-03-13,2016-03-12T00:00:00Z,2016-03-12,,Copper Ore,49.5,49.5,,84 M/9 
0123/2013,"Shwe Syun Co., Ltd.","Shwe Syun Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-07-12T00:00:00Z,2013-07-12,2016-07-11T00:00:00Z,2016-07-11,Copper,Copper,49.5,49.5,"No. (96-E), Yandanar Bone Street, Aung Myaytharzan Town:Mandalay",92 D/ 3
0124/2013,,"Shwe Syun Co., Ltd.",,Production Sharing (Small Scale),,,,,,Copper,,,,92 D/ 3
0125/2013,,"Shwe Syun Co., Ltd.",,Production Sharing (Small Scale),,,,,,Copper,,,,92 D/ 3
0211/2013,"Aung Nay Lin Co.,Ltd.","Aung Nay Lin Co.,Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),12/12/20113,2013-12-12,2016-12-11T00:00:00Z,2016-12-11,Lead Ore,Lead Ore,49.5,49.5,"No.(86), Room (A/4), Kyuntaw Street, San Chanung Township, Yangon",93 - D/13LM
0069/2014,"Sein Chi Lin Mining Co., Ltd.","Sein Chi Lin Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),29/2/2014,2014-03-01,2017-02-28T00:00:00Z,2017-02-28,Copper Ore,Copper Ore,49.5,49.5,"No. (1), Tamartan Street,4 Block, MinBaue Township, Magwe",84 L/1
0157/2013,"Phaung Saing General Trading Co., Ltd.","Phaung Saing General Trading Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-09-18T00:00:00Z,2013-09-18,2016-09-17T00:00:00Z,2016-09-17,Lead Ore,Lead Ore,49.5,49.5,"No. (12/13), Paryami Road, (1) Tract, Laesho, Northern Shan State,",93 C/12
0159/2013,,"Phaung Saing General Trading Co., Ltd.",,Production Sharing (Small Scale),,,,,,Lead Ore,49.5,49.5,,93 C/12
0049/2013,"(Taunggyi)Thein Mining Co., Ltd.","(Taunggyi)Thein Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-03-07T00:00:00Z,2013-03-07,2016-03-06T00:00:00Z,2016-03-06,Lead Ore,Lead Ore,49.5,49.5,"No. 7/226, Jade Street & Mahuyar Street, Yadanarthiri Block, Taungyi Township, Shan",93 D/9 LM
0191/2013,"Sat Wine Inn Arr Mining Co., Ltd.","Sat Wine Inn Arr Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-01-30T00:00:00Z,2013-01-30,2016-10-29T00:00:00Z,2016-10-29,Lead Ore,Lead Ore,49.5,49.5,"No. 143, Pyauk Tite Block (4), KyaingTon Township, Shan",102 C/8 LM
0192/2013,,"Sat Wine Inn Arr Mining Co., Ltd.",,Production Sharing (Small Scale),2013-01-30T00:00:00Z,2013-01-30,2016-10-29T00:00:00Z,2016-10-29,,Lead Ore,49.5,49.5,,102 C/8 LM
0193/2013,,"Sat Wine Inn Arr Mining Co., Ltd.",,Production Sharing (Small Scale),2013-01-30T00:00:00Z,2013-01-30,2016-10-29T00:00:00Z,2016-10-29,,Lead Ore,49.5,49.5,,102 C/8 LM
0194/2013,,"Sat Wine Inn Arr Mining Co., Ltd.",,Production Sharing (Small Scale),2013-01-30T00:00:00Z,2013-01-30,2016-10-29T00:00:00Z,2016-10-29,,Lead Ore,49.5,49.5,,102 C/8 LM
0195/2013,,"Sat Wine Inn Arr Mining Co., Ltd.",,Production Sharing (Small Scale),2013-01-30T00:00:00Z,2013-01-30,2016-10-29T00:00:00Z,2016-10-29,,Lead Ore,49.5,49.5,,102 C/8 LM
0054/2014,"Phwint Phyo Thit Co., Ltd.","Phwint Phyo Thit Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-02-05T00:00:00Z,2014-02-05,2017-02-04T00:00:00Z,2017-02-04,Lead Ore,Lead Ore,49.5,49.5,"B 801, Dagon Center, Bargayar Street, Sanchaung Yangon.",92 L/16
0055/2014,,"Phwint Phyo Thit Co., Ltd.",,Production Sharing (Small Scale),2014-02-05T00:00:00Z,2014-02-05,2017-02-04T00:00:00Z,2017-02-04,,Lead Ore,49.5,49.5,,92 L/16
0056/2014,,"Phwint Phyo Thit Co., Ltd.",,Production Sharing (Small Scale),2014-02-05T00:00:00Z,2014-02-05,2017-02-04T00:00:00Z,2017-02-04,,Lead Ore,49.5,49.5,,92 L/16
0057/2014,,"Phwint Phyo Thit Co., Ltd.",,Production Sharing (Small Scale),2014-02-05T00:00:00Z,2014-02-05,2017-02-04T00:00:00Z,2017-02-04,,Lead Ore,49.5,49.5,,92 L/16
0016/2014,"Inn Lay Than Lwin Mining Co., Ltd.","Inn Lay Than Lwin Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-12-30T00:00:00Z,2013-12-30,2016-10-29T00:00:00Z,2016-10-29,Lead Ore,Lead Ore,49.5,49.5,"No. (11-A), Khaung Street Sanchaung Township, Yangon",93 D/ 13 LM 
0223/2014,"Myanmar Gonden Tiger Co., Ltd.","Myanmar Gonden Tiger Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,Lead Ore,Lead Ore,49.5,49.5,"No. (3/98)m Nyungpingyisu Puttpathiri Township, Naypitaw",92 J/O 9-10
0224/2014,,"Myanmar Gonden Tiger Co., Ltd.",,Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,,Lead Ore,39.5,39.5,,92 J/O 9-10
0225/2014,,"Myanmar Gonden Tiger Co., Ltd.",,Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,,Lead Ore,39.5,39.5,,92 J/O 9-10
0226/2014,,"Myanmar Gonden Tiger Co., Ltd.",,Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,,Lead Ore,39.5,39.5,,92 J/O 9-10
0227/2014,,"Myanmar Gonden Tiger Co., Ltd.",,Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,,Lead Ore,39.5,39.5,,92 J/O 9-10
0228/2014,,"Myanmar Gonden Tiger Co., Ltd.",,Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,,Lead Ore,49.5,49.5,,92 J/O 9-10
0229/2014,,"Myanmar Gonden Tiger Co., Ltd.",,Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,,Lead Ore,39.5,39.5,,92 J/O 9-10
0230/2014,,"Myanmar Gonden Tiger Co., Ltd.",,Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,,Lead Ore,39.5,39.5,,92 J/O 9-10
0231/2014,,"Myanmar Gonden Tiger Co., Ltd.",,Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,,Lead Ore,39.5,39.5,,92 J/O 9-10
0232/2014,"Good Plust Star Mining Co., Ltd,","Good Plust Star Mining Co., Ltd,",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-08-19T00:00:00Z,2014-08-19,2017-08-18T00:00:00Z,2017-08-18,Lead Ore,Lead Ore,49.5,49.5,"No. (141), Yandanarthiri Block, West Myo Pyat street, Taungyi Township, Shan",93 D/13 LM
0284/2014,"Yadanar Zayya Mining Co., Ltd,","Yadanar Zayya Mining Co., Ltd,",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-12-03T00:00:00Z,2014-12-03,2017-12-02T00:00:00Z,2017-12-02,Lead Ore,Lead Ore,49.5,49.5,"Room (H) 35 Street, Chanayetharzan  Township, Mandalay",93 C/7 
0302/2014,"January Ko Ko Group Co., Ltd,","January Ko Ko Group Co., Ltd,",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-12-24T00:00:00Z,2014-12-24,2017-12-23T00:00:00Z,2017-12-23,Copper Ore,Copper Ore,49.24,49.24,"No. 99, 29 Street, (80x 81)Street between Chanayetharzan Township, Mandalay",93 C/6F
0303/2014,,"January Ko Ko Group Co., Ltd,",,Production Sharing (Small Scale),2014-12-24T00:00:00Z,2014-12-24,2017-12-23T00:00:00Z,2017-12-23,,Copper Ore,49.59,49.59,,93 C/6F
0304/2014,,"January Ko Ko Group Co., Ltd,",,Production Sharing (Small Scale),2014-12-24T00:00:00Z,2014-12-24,2017-12-23T00:00:00Z,2017-12-23,,Copper Ore,49.59,49.59,,93 C/6F
0305/2014,,"January Ko Ko Group Co., Ltd,",,Production Sharing (Small Scale),2014-12-24T00:00:00Z,2014-12-24,2017-12-23T00:00:00Z,2017-12-23,,Copper Ore,49.59,49.59,,93 C/6F
0017/2015,"Winn Pyae Mining Co., Ltd.","Winn Pyae Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2015-01-21T00:00:00Z,2015-01-21,2020-01-20T00:00:00Z,2020-01-20,Lead Ore,Lead Ore,41.5,41.5,"No. (24/3), Kyantie Aung Street, Waeaye Kwin Block, Taunggyi Township, Shan",93 C/12 M
0018/2015,,"Winn Pyae Mining Co., Ltd.",,Production Sharing (Small Scale),2015-01-21T00:00:00Z,2015-01-21,2020-01-20T00:00:00Z,2020-01-20,,Lead Ore,49.59,49.59,,93 C/12 M
0063/2014,"Moemyinttachon Mining Co., Ltd,","Moemyinttachon Mining Co., Ltd,",Production Sharing (Small Scale),Production Sharing (Small Scale),2015-03-12T00:00:00Z,2015-03-12,2020-03-11T00:00:00Z,2020-03-11,Copper Ore,Copper Ore,49.59,49.59,"No. (233), 37 x38 street. Maharngwezin Block, Maharaungmyay Manday","93 C/6
"
0021/2010,"Haung Tharaw Aung Myay Mining Co., Ltd.","Haung Tharaw Aung Myay Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-01-27T00:00:00Z,2014-01-27,2015-01-26T00:00:00Z,2015-01-26,Antimony Mineral,Antimony,49.59,49.59,"No. (9), Nyineaye Street, Phatking Block, Myawlamying Township Min State",95 I/7
0007/2012,"Myanmar Universal Joint Mining Co., Ltd.","Myanmar Universal Joint Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2012-01-31T00:00:00Z,2012-01-31,2015-01-30T00:00:00Z,2015-01-30,Antimony Mineral,Antimony,16.61,16.61,"No. (31/11), Hawnan Street, Yaeayekywn Block Taunggyi Township, Shan State",94 H/11 S
0212/2012,"Si Wann Mining Co., Ltd","Si Wann Mining Co., Ltd",Production Sharing (Small Scale),Production Sharing (Small Scale),2012-11-23T00:00:00Z,2012-11-23,2015-11-22T00:00:00Z,2015-11-22,Antimony Mineral,Antimony,49.5,49.5,"H/205, Kabain Street Pankan Quarter, Loikaw Tos, Kayar",94 E/8
0110/2012,"Aung Myo Htet Family Mining Co.,Ltd.","Aung Myo Htet Family Mining Co.,Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2012-06-21T00:00:00Z,2012-06-21,2015-06-20T00:00:00Z,2015-06-20,Antimony Mineral,Antimony,49.5,49.5,"Noi. 16/64, Shan Kho Laung Sheet, Ward No. 12, Lashio Noruthern Shan State",93 D/6
01116/2013,"King Mountain Co., Ltd.","King Mountain Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-06-17T00:00:00Z,2013-06-17,2016-06-16T00:00:00Z,2016-06-16,Antimony Mineral,Antimony,49.5,49.5,"No. 74 , 66th Street Be: 40th & 41st Street Mahar Aung Myay Township, Mandalay",93 I/5
0098/2010,"Nay Nay Mining Co., Ltd.","Nay Nay Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-02-19T00:00:00Z,2014-02-19,2015-02-18T00:00:00Z,2015-02-18,Antimony Mineral,Antimony,49.5,49.5,"Yadanar Housing, Dagon Seik Kan Township, Yangon",95 I/6
0332/2011,"Htoo Aung Myat Mining Co., Ltd.","Htoo Aung Myat Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),,,,,Antimony Mineral,Antimony,49.5,49.5,"No. (4/35), Kyar Innn Seaik Gyim Phayar Thone Su Township, Kayin State",95 I/6
0002/2011,"Golden Shooting Star Co., Ltd.","Golden Shooting Star Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2011-01-12T00:00:00Z,2011-01-12,2014-01-11T00:00:00Z,2014-01-11,Antimony Mineral,Antimony,49.5,49.5,"No. 160/162, 6(B) 48 st, Botataung  Township, Yangon",95 I/6
0003/2011,,"Golden Shooting Star Co., Ltd.",,Production Sharing (Small Scale),,,,,,Antimony,49.5,49.5,,95 I/6
0004/2011,,"Golden Shooting Star Co., Ltd.",,Production Sharing (Small Scale),,,,,,Antimony,49.5,49.5,,95 I/6
0204/2007,"Golden Royal Land   Co.,Ltd.","Golden Royal Land Co.,Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-11-21T00:00:00Z,2013-11-21,2016-11-20T00:00:00Z,2016-11-20,Lead  Ore,Lead Ore,49.5,49.5,"Pa-1/60, 41 Street,61 x 62 street,Mandalay",93 E/11O
0064/2012,Myanmar San Zaw Mining Co; Ltd.,Myanmar San Zaw Mining Co; Ltd.,Production Sharing (Small Scale),Production Sharing (Small Scale),2012-03-21T00:00:00Z,2012-03-21,2015-03-20T00:00:00Z,2015-03-20,Antimony Mineral,Antimony,49.5,49.5,"No. (1307)/ 13 Floorm SintrialTower, 39 street between 40 Street, Anawyathar Street, Yangon",95 I/5
0065/2012,,Myanmar San Zaw Mining Co; Ltd.,,Production Sharing (Small Scale),2012-03-21T00:00:00Z,2012-03-21,2015-03-20T00:00:00Z,2015-03-20,,Antimony,49.5,49.5,,95 I/5
0202/2013,Myanmar San Zaw Mining Co; Ltd.,Myanmar San Zaw Mining Co; Ltd.,Production Sharing (Small Scale),Production Sharing (Small Scale),2013-11-21T00:00:00Z,2013-11-21,2016-11-20T00:00:00Z,2016-11-20,Antimony Mineral,Antimony,47.75,47.75,"No. (1307)/ 13 Floorm SintrialTower, 39 street between 40 Street, Anawyathar Street, Yangon",94 L/8 & 95 I/5
0100/2013,"Ever Blue Mining Co., Ltd.","Ever Blue Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2013-06-11T00:00:00Z,2013-06-11,2016-06-10T00:00:00Z,2016-06-10,Antimony Mineral,Antimony,49.5,49.5,"Room(1), Building(E-2) Myintaryitemon housing thungangyun Township Yangon",95 I/7
0372/2011,"Ruby Dragon Mining Co., Ltd.","Ruby Dragon Mining Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2014-10-21T00:00:00Z,2014-10-21,2015-10-20T00:00:00Z,2015-10-20,Antimony Mineral,Antimony,49.5,49.5,"No. (188), ThiriYadanar Hipermarket, Naypitaw",93 H/2 M
0373/2011,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-10-21T00:00:00Z,2014-10-21,2015-10-20T00:00:00Z,2015-10-20,,Antimony,49.5,49.5,,93 H/2 M
0145/2014,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-05-28T00:00:00Z,2014-05-28,2017-05-27T00:00:00Z,2017-05-27,,Antimony,49.5,49.5,,93 H/6 L
0146/2014,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-05-28T00:00:00Z,2014-05-28,2017-05-27T00:00:00Z,2017-05-27,,Antimony,49.5,49.5,,93 H/6 L
0147/2014,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-05-28T00:00:00Z,2014-05-28,2017-05-27T00:00:00Z,2017-05-27,,Antimony,49.5,49.5,,93 H/6 L
0148/2014,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-05-28T00:00:00Z,2014-05-28,2017-05-27T00:00:00Z,2017-05-27,,Antimony,49.5,49.5,,93 H/6 L
0149/2014,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-05-28T00:00:00Z,2014-05-28,2017-05-27T00:00:00Z,2017-05-27,,Antimony,49.5,49.5,,93 H/6 L
0150/2014,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-05-28T00:00:00Z,2014-05-28,2017-05-27T00:00:00Z,2017-05-27,,Antimony,49.5,49.5,,93 H/6 L
0151/2014,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-05-28T00:00:00Z,2014-05-28,2017-05-27T00:00:00Z,2017-05-27,,Antimony,49.5,49.5,,93 H/6 L
0152/2014,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-05-28T00:00:00Z,2014-05-28,2017-05-27T00:00:00Z,2017-05-27,,Antimony,49.5,49.5,,93 H/6 L
0153/2014,,"Ruby Dragon Mining Co., Ltd.",,Production Sharing (Small Scale),2014-05-28T00:00:00Z,2014-05-28,2017-05-27T00:00:00Z,2017-05-27,,Antimony,49.5,49.5,,93 H/6 L
0149/2013,Su Wai Aung Industry and Manu-facturing Co; Ltd.,Su Wai Aung Industry and Manu-facturing Co; Ltd.,Production Sharing (Small Scale),Production Sharing (Small Scale),2013-08-29T00:00:00Z,2013-08-29,2016-08-28T00:00:00Z,2016-08-28,Antimony Mineral,Antimony,49.5,49.5,"No. (2),Dawngantkhar Block (1), Mor Paew Dimontso Street, Dimontso Township,  Kayar State.",94 A/14
0066/2012,"Shein Yadana Mineral Co., Ltd.","Shein Yadana Mineral Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2012-03-30T00:00:00Z,2012-03-30,2015-03-29T00:00:00Z,2015-03-29,Antimony Mineral,Antimony,8.5,8.5,"Street 30, 72 Street  between73 Street, Top TeanLaboratory Mandalay",94 H/11 
0120/2012,"Shein Yadana Mineral Co., Ltd.","Shein Yadana Mineral Co., Ltd.",Production Sharing (Small Scale),Production Sharing (Small Scale),2012-07-10T00:00:00Z,2012-07-10,2015-07-09T00:00:00Z,2015-07-09,Antimony Mineral,Antimony,37.52,37.52,"Street 30, 72 Street  between73 Street, Top TeanLaboratory Mandalay",94 H/11 
