Code/Ref,License holder,Company_name_cl,Type of License,License_type_cl,PSC ratio,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_km2_cl,Location (Region),Location_state_cl
0030/2016,"Sein Mya Lwin Mining Co., Ltd","Sein Mya Lwin Mining Co., Ltd",production,Production,50:50,9.3.2016,2016-03-09,8.3.2017,2017-03-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0073/2016,"Yadanar Kyi Mar Aung Mining Co.,Ltd","Yadanar Kyi Mar Aung Mining Co.,Ltd",production,Production,50:50,24.3.2016,2016-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0053/2016,"Treasure of Truth Co., Ltd","Treasure of Truth Co., Ltd",production,Production,50:50,24.3.2016,2016-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0052/2016,"Marga Shwe Taung Co., Ltd","Marga Shwe Taung Co., Ltd",production,Production,50:50,24.3.2016,2016-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0055/2016,"Shwe Yaung Hlwan Shan Nee Co., Ltd","Shwe Yaung Hlwan Shan Nee Co., Ltd",production,Production,50:50,24.3.2016,2016-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0290/2009,"Aye Aye Khaing Mining Co., Ltd.","Aye Aye Khaing Mining Co., Ltd.",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0235/2014,"Cho Group Manufacturing Co., Ltd","Cho Group Manufacturing Co., Ltd",production,Production,50:50,27.8.2014,2014-08-27,26.8.2016,2016-08-26,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0300/2014,"Kan Tar ya Seinn Mining Co., Ltd","Kan Tar ya Seinn Mining Co., Ltd",production,Production,50:50,24.12.2014,2014-12-24,23.12.2016,2016-12-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0008/2015,"Awzar Shwe Pyae Mining Co., Ltd","Awzar Shwe Pyae Mining Co., Ltd",production,Production,50:50,7.1.2015,2015-01-07,6.1.2017,2017-01-06,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0051/2014,"Shwe La Wyaing Manufacturing Co., Ltd","Shwe La Wyaing Manufacturing Co., Ltd",production,Production,50:50,30.2.2014,2014-03-02,29.12.2016,2016-12-29,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0131/2014,"Phyo Than Co., Ltd","Phyo Than Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04,3.3.2017,2017-03-03,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0213/2015,"Man Shwe Thitsar Gems & Jewellery Co., Ltd","Man Shwe Thitsar Gems & Jewellery Co., Ltd",production,Production,50:50,4.11.2015,2015-11-04,3.11.2016,2016-11-03,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0235/2015,"Shwe Pwint Phoo Aung Co., Ltd","Shwe Pwint Phoo Aung Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0236/2015,"Kaung Myat Yadanar Lin Co., Ltd","Kaung Myat Yadanar Lin Co., Ltd",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0148/2015,"Zaw Toe Toe Aung Mining Co., Ltd ","Zaw Toe Toe Aung Mining Co., Ltd",production,Production,50:50,15.7.2015,2015-07-15,14.7.2016,2016-07-14,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0124/2014,"Shwe Pyae Thein Co.,Ltd","Shwe Pyae Thein Co.,Ltd",production,Production,50:50,9.4.2014,2014-04-09,8.4.2016,2016-04-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0161/2014,"Shwe Martar Mining Co.,Ltd","Shwe Martar Mining Co.,Ltd",production,Production,50:50,28.5.2014,2014-05-28,27.5.2016,2016-05-27,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0243/2014,"Shwe Pyi Kyaw Co., Ltd","Shwe Pyi Kyaw Co., Ltd",production,Production,50:50,17.9.2014,2014-09-17,16.9.2016,2016-09-16,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0050/2016,"Swan Zayar Co., Ltd","Swan Zayar Co., Ltd",production,Production,50:50,24.3.2016,2016-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0051/2016,"Swan Zayar Co., Ltd","Swan Zayar Co., Ltd",production,Production,50:50,24.3.2016,2016-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0095/2015,"Lwin & Naing Friends Co., Ltd","Lwin & Naing Friends Co., Ltd",production,Production,50:50,22.4.2015,2015-04-22,21.4.2016,2016-04-21,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0175/2015,"Sann Shwe Pyi Gold & Mining Co., Ltd","Sann Shwe Pyi Gold & Mining Co., Ltd",production,Production,50:50,9.9.2015,2015-09-09,8.9.2016,2016-09-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0176/2015,"Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd","Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd",production,Production,50:50,9.9.2015,2015-09-09,8.9.2016,2016-09-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0177/2015,"Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd","Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd",production,Production,50:50,9.9.2015,2015-09-09,8.9.2016,2016-09-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0178/2015,"Shwe Pyi Thar Godl Production & Refining Co., Ltd","Shwe Pyi Thar Godl Production & Refining Co., Ltd",production,Production,50:50,9.9.2015,2015-09-09,8.9.2016,2016-09-08,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0133/20151,"Anetga Yadanar Aung Mining Co., Ltd.","Anetga Yadanar Aung Mining Co., Ltd.",production,Production,50:50,24.6.2015,2015-06-24,23.6.2016,2016-06-23,Gold,Gold,0.0809,0.0809,Tanintharyi,Tanintharyi
0217/2015,"Hein Myat Htike Co., Ltd.","Hein Myat Htike Co., Ltd.",production,Production,50:50,18.11.2015,2015-11-18,17.11.2016,2016-11-17,Gold,Gold,0.0809,0.0809,Tanintharyi,Tanintharyi
0395/2011,"Golden Target Mining Co.,Ltd","Golden Target Mining Co.,Ltd",production,Production,50:50,7.12.2011,2011-12-07,6.12.2016,2016-12-06,Gold,Gold,0.0809,0.0809,Bago,Bago
0011/2016,"Ka Nyaw Htoo Do Soe Co.,Ltd","Ka Nyaw Htoo Do Soe Co.,Ltd",production,Production,50:50,27.1.2016,2016-01-27,26.1.2017,2017-01-26,Gold,Gold,0.0809,0.0809,Bago,Bago
0239/2011,"Future Engineering & Gold Mining Co., Ltd.","Future Engineering & Gold Mining Co., Ltd.",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0240/2011,"Future Engineering & Gold Mining Co., Ltd.","Future Engineering & Gold Mining Co., Ltd.",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0179/2013,"Future Engineering & Gold Mining Co., Ltd.","Future Engineering & Gold Mining Co., Ltd.",production,Production,50:50,25.2.2013,2013-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0180/2013,"Future Engineering & Gold Mining Co., Ltd.","Future Engineering & Gold Mining Co., Ltd.",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0035/2011,"Shwe Pyi Thar Gold Production & Refining Co., Ltd.","Shwe Pyi Thar Gold Production & Refining Co., Ltd.",production,Production,50:50,18.1.2011,2011-01-18,17.1.2017,2017-01-17,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0036/2011,"Shwe Pyi Thar Gold Production & Refining Co., Ltd.","Shwe Pyi Thar Gold Production & Refining Co., Ltd.",production,Production,50:50,18.1.2011,2011-01-18,17.1.2017,2017-01-17,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0161/2012,"Shwe Pyi Thar Gold Production & Refining Co., Ltd.","Shwe Pyi Thar Gold Production & Refining Co., Ltd.",production,Production,50:50,30.8.2012,2012-08-30,29.8.2016,2016-08-29,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0078/2011,"Shwe Wah Taung Mining Co., Ltd.","Shwe Wah Taung Mining Co., Ltd.",production,Production,50:50,18.1.2011,2011-01-18,17.1.2017,2017-01-17,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0232/2011,"Shwe Wah Taung Mining Co., Ltd.","Shwe Wah Taung Mining Co., Ltd.",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0287/2011,"Shwe Wah Taung Mining Co., Ltd.","Shwe Wah Taung Mining Co., Ltd.",production,Production,50:50,24.3.2011,2011-03-24,23.3.2017,2017-03-23,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0154/2011,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,7.2.2011,2011-02-07,6.2.2017,2017-02-06,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0155/2011,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,7.2.2011,2011-02-07,6.2.2017,2017-02-06,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0156/2011,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,7.2.2011,2011-02-07,6.2.2017,2017-02-06,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0157/2011,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,7.2.2011,2011-02-07,6.2.2017,2017-02-06,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0158/2011,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,7.2.2011,2011-02-07,6.2.2017,2017-02-06,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0159/2011,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,7.2.2011,2011-02-07,6.2.2017,2017-02-06,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0198/2013,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,21.11.2013,2013-11-21,20.11.2016,2016-11-20,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0199/2013,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,21.11.2013,2013-11-21,20.11.2016,2016-11-20,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0200/2013,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,21.11.2013,2013-11-21,20.11.2016,2016-11-20,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0201/2013,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,50:50,21.11.2013,2013-11-21,20.11.2016,2016-11-20,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0221/2011,"Eternal Mining Co.,Ltd","Eternal Mining Co.,Ltd",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0223/2011,"Eternal Mining Co.,Ltd","Eternal Mining Co.,Ltd",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0224/2011,"Eternal Mining Co.,Ltd","Eternal Mining Co.,Ltd",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0228/2011,"Eternal Mining Co.,Ltd","Eternal Mining Co.,Ltd",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0229/2011,"Eternal Mining Co.,Ltd","Eternal Mining Co.,Ltd",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0124/2012,"Shwe Su Su Than Mining Co., Ltd.","Shwe Su Su Than Mining Co., Ltd.",production,Production,50:50,8.8.2012,2012-08-08,7.8.2016,2016-08-07,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0034/2012,"Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd.","Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd.",production,Production,50:50,11.1.2012,2012-01-11,10.1.2017,2017-01-10,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0035/2012,"Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd.","Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd.",production,Production,50:50,11.1.2012,2012-01-11,10.1.2017,2017-01-10,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0163/2012,"Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd.","Shwe Thein Than Kabar Mineral Manufacturing Co., Ltd.",production,Production,50:50,30.8.2012,2012-08-30,29.8.2016,2016-08-29,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0033/2012,"Kyaw Soe Ya Mining & Production Co., Ltd.","Kyaw Soe Ya Mining & Production Co., Ltd.",production,Production,50:50,10.1.2012,2012-01-10,9.1.2017,2017-01-09,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0127/2012,"Shwe Than Danan Co.,Ltd","Shwe Than Danan Co.,Ltd",production,Production,50:50,8.8.2012,2012-08-08,7.8.2016,2016-08-07,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0143/2012,"Shwe Chaung Gyi Mining Co.,Ltd","Shwe Chaung Gyi Mining Co.,Ltd",production,Production,50:50,20.8.2012,2012-08-20,19.8.2016,2016-08-19,Gold,Gold,0.0809,0.0809,MAndalay,Mandalay
0122/2012,"G.D.Roc Co., Ltd.","G.D.Roc Co., Ltd.",production,Production,50:50,8.8.2012,2012-08-08,7.8.2016,2016-08-07,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0123/2012,"G.D.Roc Co., Ltd.","G.D.Roc Co., Ltd.",production,Production,50:50,8.8.2012,2012-08-08,7.8.2016,2016-08-07,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0222/2012,"Sixteen Star Co.,Ltd","Sixteen Star Co.,Ltd",production,Production,50:50,8.11.2012,2012-11-08,7.11.2016,2016-11-07,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0010/2013,"Aung Myittar Shin Mining Co.,Ltd","Aung Myittar Shin Mining Co.,Ltd",production,Production,50:50,2.1.2013,2013-01-02,1.1.2017,2017-01-01,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0003/2013,"Southern Value Mining Co.,Ltd","Southern Value Mining Co.,Ltd",production,Production,50:50,12.12.2013,2013-12-12,11.12.2016,2016-12-11,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0029/2013,"Myanmar Kyin Sein Co.,Ltd","Myanmar Kyin Sein Co.,Ltd",production,Production,50:50,30.1.2013,2013-01-30,29.1.2017,2017-01-29,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0030/2013,"Myanmar Kyin Sein Co.,Ltd","Myanmar Kyin Sein Co.,Ltd",production,Production,50:50,30.1.2013,2013-01-30,29.1.2017,2017-01-29,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0031/2013,"Myanmar Kyin Sein Co.,Ltd","Myanmar Kyin Sein Co.,Ltd",production,Production,50:50,30.1.2013,2013-01-30,29.1.2017,2017-01-29,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0032/2013,"Myanmar Kyin Sein Co.,Ltd","Myanmar Kyin Sein Co.,Ltd",production,Production,50:50,30.1.2013,2013-01-30,29.1.2017,2017-01-29,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0033/2013,"Myanmar Kyin Sein Co.,Ltd","Myanmar Kyin Sein Co.,Ltd",production,Production,50:50,30.1.2013,2013-01-30,29.1.2017,2017-01-29,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0034/2013,"Phwint Phyo Thit Co.,Ltd","Phwint Phyo Thit Co.,Ltd",production,Production,50:50,6.2.2013,2013-02-06,5.2.2017,2017-02-05,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0035/2013,"Phwint Phyo Thit Co.,Ltd","Phwint Phyo Thit Co.,Ltd",production,Production,50:50,6.2.2013,2013-02-06,5.2.2017,2017-02-05,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0072/2013,"Myanmar Shwe ToePwar Mann Mining Co.,Ltd","Myanmar Shwe ToePwar Mann Mining Co.,Ltd",production,Production,50:50,3.4.2013,2013-04-03,2.4.2017,2017-04-02,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0093/2013,"Shwe Mi Khin Taung Mining Co.,Ltd","Shwe Mi Khin Taung Mining Co.,Ltd",production,Production,50:50,3.4.2013,2013-04-03,2.4.2017,2017-04-02,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0074/2014,"Yadanar Tha Khin Mining Co.,Ltd","Yadanar Tha Khin Mining Co.,Ltd",production,Production,50:50,28.2.2014,2014-02-28,27.2.2017,2017-02-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0171/2014,"Yadanar Aung Taw Mu Mining Co., Ltd.","Yadanar Aung Taw Mu Mining Co., Ltd.",production,Production,50:50,20.3.2014,2014-03-20,19.3.2017,2017-03-19,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0172/2014,"Yadanar Aung Taw Mu Mining Co., Ltd.","Yadanar Aung Taw Mu Mining Co., Ltd.",production,Production,50:50,20.3.2014,2014-03-20,19.3.2017,2017-03-19,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0173/2014,"Yadanar Aung Taw Mu Mining Co., Ltd.","Yadanar Aung Taw Mu Mining Co., Ltd.",production,Production,50:50,20.3.2014,2014-03-20,19.3.2017,2017-03-19,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0174/2014,"Yadanar Aung Taw Mu Mining Co., Ltd.","Yadanar Aung Taw Mu Mining Co., Ltd.",production,Production,50:50,20.3.2014,2014-03-20,19.3.2017,2017-03-19,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0028/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0029/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0030/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0031/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0033/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0034/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0035/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0036/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0037/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0038/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0039/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0040/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0041/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0042/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0043/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0044/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0045/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,28.1.2015,2015-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0166/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,12.8.2015,2015-08-12,11.8.2016,2016-08-11,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0167/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,12.8.2015,2015-08-12,11.8.2016,2016-08-11,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0168/2015,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,12.8.2015,2015-08-12,11.8.2016,2016-08-11,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0031/2016,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,9.3.2016,2016-03-09,8.3.2017,2017-03-08,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0032/2016,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,9.3.2016,2016-03-09,8.3.2017,2017-03-08,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0033/2016,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,9.3.2016,2016-03-09,8.3.2017,2017-03-08,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0034/2016,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,9.3.2016,2016-03-09,8.3.2017,2017-03-08,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0035/2016,Myanmar Economic Holding Ltd.,Myanmar Economic Holding Ltd.,production,Production,50:50,9.3.2016,2016-03-09,8.3.2017,2017-03-08,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0096/2015,"Gold Winner Association Co.,Ltd","Gold Winner Association Co.,Ltd",production,Production,50:50,29.4.2015,2015-04-29,28.4.2017,2017-04-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0097/2015,"Gold Winner Association Co.,Ltd","Gold Winner Association Co.,Ltd",production,Production,50:50,29.4.2015,2015-04-29,28.4.2017,2017-04-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0106/2015,"Myanmar Geo Land Co., Ltd.","Myanmar Geo Land Co., Ltd.",production,Production,50:50,13.5.2015,2015-05-13,12.5.2016,2016-05-12,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0134/2015,"Shwe Moe San Eain Co.,Ltd","Shwe Moe San Eain Co.,Ltd",production,Production,50:50,24.6.2015,2015-06-24,23.6.2016,2016-06-23,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0158/2015,"Win Win Htein Mining Co.,Ltd","Win Win Htein Mining Co.,Ltd",production,Production,50:50,29.7.2015,2015-07-29,28.7.2016,2016-07-28,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0216/2015,"Wai Lin Hteik Co.,Ltd","Wai Lin Hteik Co.,Ltd",production,Production,50:50,11.11.2015,2015-11-11,10.11.2016,2016-11-10,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0008/2016,"United Power Resources Co., Ltd","United Power Resources Co., Ltd",production,Production,50:50,20.1.2016,2016-01-20,19.1.2017,2017-01-19,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0190/2014,"Yadanar Moe Myay Mining Co., Ltd","Yadanar Moe Myay Mining Co., Ltd",production,Production,50:50,6.6.2014,2014-06-06,5.6.2016,2016-06-05,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0191/2014,"Yadanar Moe Myay Mining Co., Ltd","Yadanar Moe Myay Mining Co., Ltd",production,Production,50:50,6.6.2014,2014-06-06,5.6.2016,2016-06-05,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0192/2014,"Yadanar Moe Myay Mining Co., Ltd","Yadanar Moe Myay Mining Co., Ltd",production,Production,50:50,6.6.2014,2014-06-06,5.6.2016,2016-06-05,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0036/2009,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0302/2009,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0305/2009,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
0306/2009,"Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd","Myauk Kyunn Thu Ma Ma Mining & Refinery Co., Ltd",production,Production,50:50,1.12.2009,2009-12-01,30.11.2016,2016-11-30,Gold,Gold,0.0809,0.0809,Mandalay,Mandalay
