Code/Ref,License holder,Company_name_cl,Type of License,License_type_cl,PSC ratio,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_km2_cl,Location (Region),Location_state_cl
0230/2010,"Myanmar Ruby Interprise Gems & Jewellery Co.,","Myanmar Ruby Interprise Gems & Jewellery Co.,",production,Production,50:50,9.4.2010,2010-04-09,8.4.2016,2016-04-08,Gold,Gold,0.0809,0.0809,Shan,Shan
0231/2010,"Myanmar Ruby Interprise Gems & Jewellery Co.,","Myanmar Ruby Interprise Gems & Jewellery Co.,",production,Production,50:50,9.4.2010,2010-04-09,8.4.2016,2016-04-08,Gold,Gold,0.0809,0.0809,Shan,Shan
0021/2016,"Htean Shwe Mining Co., Ltd.","Htean Shwe Mining Co., Ltd.",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,Shan,Shan
0022/2016,"Htean Shwe Mining Co., Ltd.","Htean Shwe Mining Co., Ltd.",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,Shan,Shan
0329/2009,"Red Moundain Production Co.,Ltd","Red Moundain Production Co.,Ltd",production,Production,50:50,29.12.2009,2009-12-29,28.12.2016,2016-12-28,Gold,Gold,0.0809,0.0809,Shan,Shan
0330/2009,"Red Moundain Production Co.,Ltd","Red Moundain Production Co.,Ltd",production,Production,50:50,29.12.2009,2009-12-29,28.12.2016,2016-12-28,Gold,Gold,0.0809,0.0809,Shan,Shan
0173/2013,"Ngwe Taung Min  Co., Ltd","Ngwe Taung Min Co., Ltd",production,Production,50:50,30.8.2013,2013-08-30,29.8.2016,2016-08-29,Gold,Gold,0.0809,0.0809,Shan,Shan
0048/2014,"Ngwe Taung Min  Co., Ltd","Ngwe Taung Min Co., Ltd",production,Production,50:50,28.1.2014,2014-01-28,27.1.2017,2017-01-27,Gold,Gold,0.0809,0.0809,Shan,Shan
0085/2013,"Phyaungt Phyu Pyaw Shwin Co., Ltd","Phyaungt Phyu Pyaw Shwin Co., Ltd",production,Production,50:50,7.3.2013,2013-03-07,6.3.2017,2017-03-06,Gold,Gold,0.0809,0.0809,Shan,Shan
0100/2015,"Phyaungt Phyu Pyaw Shwin Co., Ltd","Phyaungt Phyu Pyaw Shwin Co., Ltd",production,Production,50:50,29.4.2015,2015-04-29,28.4.2016,2016-04-28,Gold,Gold,0.0809,0.0809,Shan,Shan
0156/2015,"Shwe Nadi Myat Mining Co.,Ltd","Shwe Nadi Myat Mining Co.,Ltd",production,Production,50:50,29.7.2015,2015-07-29,28.7.2016,2016-07-28,Gold,Gold,0.0809,0.0809,Shan,Shan
0108/2012,"Lin Hlyan Htet Mining Co., Ltd","Lin Hlyan Htet Mining Co., Ltd",production,Production,50:50,22.5.2012,2012-05-22,21.5.2016,2016-05-21,Gold,Gold,0.0809,0.0809,Shan,Shan
0117/2013,"Aung Woon Nay Co.,Ltd","Aung Woon Nay Co.,Ltd",production,Production,50:50,19.6.2013,2013-06-19,18.6.2016,2016-06-18,Gold,Gold,0.0809,0.0809,Shan,Shan
0118/2013,"Aung Woon Nay Co.,Ltd","Aung Woon Nay Co.,Ltd",production,Production,50:50,19.6.2013,2013-06-19,18.6.2016,2016-06-18,Gold,Gold,0.0809,0.0809,Shan,Shan
0157/2015,"Lahu Brothers Mining Co., Ltd","Lahu Brothers Mining Co., Ltd",production,Production,50:50,29.7.2015,2015-07-29,28.7.2016,2016-07-28,Gold,Gold,0.0809,0.0809,Shan,Shan
0001/2016,"Lahu Brothers Mining Co., Ltd","Lahu Brothers Mining Co., Ltd",production,Production,50:50,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Gold,Gold,0.0809,0.0809,Shan,Shan
0145/2015,"Sai Agreculture Investment Co., Ltd","Sai Agreculture Investment Co., Ltd",production,Production,50:50,8.7.2015,2015-07-08,7.7.2016,2016-07-07,Gold,Gold,0.0809,0.0809,Shan,Shan
0146/2015,"Sai Agreculture Investment Co., Ltd","Sai Agreculture Investment Co., Ltd",production,Production,50:50,8.7.2015,2015-07-08,7.7.2016,2016-07-07,Gold,Gold,0.0809,0.0809,Shan,Shan
0282/2014,"Taing Chit Min Co., Ltd.","Taing Chit Min Co., Ltd.",production,Production,50:50,26.11.2014,2014-11-26,25.11.2016,2016-11-25,Gold,Gold,0.0809,0.0809,Shan,Shan
0306/2014,"Wai Tel Mining Co., Ltd.","Wai Tel Mining Co., Ltd.",production,Production,50:50,31.12.2014,2014-12-31,30.12.2016,2016-12-30,Gold,Gold,0.0809,0.0809,Shan,Shan
0053/2015,"Myint Oo Aung Co., Ltd.","Myint Oo Aung Co., Ltd.",production,Production,50:50,4.2.2015,2015-02-04,3.2.2017,2017-02-03,Gold,Gold,0.0809,0.0809,Shan,Shan
0073/2015,"Hein Mytta Co., Ltd.","Hein Mytta Co., Ltd.",production,Production,50:50,12.3.2015,2015-03-12,11.3.2017,2017-03-11,Gold,Gold,0.0809,0.0809,Shan,Shan
0074/2015,"Hein Mytta Co., Ltd.","Hein Mytta Co., Ltd.",production,Production,50:50,12.3.2015,2015-03-12,11.3.2017,2017-03-11,Gold,Gold,0.0809,0.0809,Shan,Shan
0072/2015,"Mega Banner Co., Ltd.","Mega Banner Co., Ltd.",production,Production,50:50,12.3.2015,2015-03-12,11.3.2017,2017-03-11,Gold,Gold,0.0809,0.0809,Shan,Shan
0109/2015,"Eastern Shan Bright Co., Ltd.","Eastern Shan Bright Co., Ltd.",production,Production,50:50,13.5.2015,2015-05-13,12.5.2016,2016-05-12,Gold,Gold,0.0809,0.0809,Shan,Shan
0103/2015,"San Parame Co., Ltd","San Parame Co., Ltd",production,Production,50:50,13.5.2015,2015-05-13,12.5.2016,2016-05-12,Gold,Gold,0.0809,0.0809,Shan,Shan
0104/2015,"San Parame Co., Ltd","San Parame Co., Ltd",production,Production,50:50,13.5.2015,2015-05-13,12.5.2016,2016-05-12,Gold,Gold,0.0809,0.0809,Shan,Shan
0111/2015,May Flower Mining Enterprise Limited.,May Flower Mining Enterprise Limited.,production,Production,50:50,27.5.2015,2015-05-27,26.5.2017,2017-05-26,Gold,Gold,0.0809,0.0809,Mon,Mon
0112/2015,May Flower Mining Enterprise Limited.,May Flower Mining Enterprise Limited.,production,Production,50:50,27.5.2015,2015-05-27,26.5.2017,2017-05-26,Gold,Gold,0.0809,0.0809,Mon,Mon
0113/2015,May Flower Mining Enterprise Limited.,May Flower Mining Enterprise Limited.,production,Production,50:50,27.5.2015,2015-05-27,26.5.2017,2017-05-26,Gold,Gold,0.0809,0.0809,Mon,Mon
0114/2015,May Flower Mining Enterprise Limited.,May Flower Mining Enterprise Limited.,production,Production,50:50,27.5.2015,2015-05-27,26.5.2017,2017-05-26,Gold,Gold,0.0809,0.0809,shan,Shan
0241/2015,May Flower Mining Enterprise Limited.,May Flower Mining Enterprise Limited.,production,Production,50:50,17.12.2015,2015-12-17,16.12.2016,2016-12-16,Gold,Gold,0.0809,0.0809,shan,Shan
0110/2015,"Shwe Kyaing Tone Co.,","Shwe Kyaing Tone Co.,",production,Production,50:50,20.5.2015,2015-05-20,19.6.2016,2016-06-19,Gold,Gold,0.0809,0.0809,shan,Shan
0141/2015,"Jin Shu Co.,","Jin Shu Co.,",production,Production,50:50,1.7.2015,2015-07-01,30.6.2016,2016-06-30,Gold,Gold,0.0809,0.0809,shan,Shan
0143/2015,"Hong Yuan Sheng Co., Ltd.","Hong Yuan Sheng Co., Ltd.",production,Production,50:50,8.7.2015,2015-07-08,7.7.2016,2016-07-07,Gold,Gold,0.0809,0.0809,shan,Shan
0212/2015,"Hong Yuan Sheng Co., Ltd.","Hong Yuan Sheng Co., Ltd.",production,Production,50:50,4.11.2015,2015-11-04,3.11.2016,2016-11-03,Gold,Gold,0.0809,0.0809,shan,Shan
0071/2016,"Hong Yuan Sheng Co., Ltd.","Hong Yuan Sheng Co., Ltd.",production,Production,50:50,24.3.2016,2016-03-24,23.4.2017,2017-04-23,Gold,Gold,0.0809,0.0809,shan,Shan
0070/2016,"Hong Yuan Sheng Co., Ltd.","Hong Yuan Sheng Co., Ltd.",production,Production,50:50,24.3.2016,2016-03-24,23.4.2017,2017-04-23,Gold,Gold,0.0809,0.0809,shan,Shan
0165/2015,"Tun Pyi Thein San Co., Ltd.","Tun Pyi Thein San Co., Ltd.",production,Production,50:50,5.8.2015,2015-08-05,4.8.2016,2016-08-04,Gold,Gold,0.0809,0.0809,shan,Shan
0131/2015,"Htoo Nay chi Co., Ltd.","Htoo Nay chi Co., Ltd.",production,Production,50:50,17.6.2015,2015-06-17,16.6.2016,2016-06-16,Gold,Gold,0.0809,0.0809,shan,Shan
0183/2015,"Aung Shwin Le Co., Ltd.","Aung Shwin Le Co., Ltd.",production,Production,50:50,16.9.2015,2015-09-16,15.9.2016,2016-09-15,Gold,Gold,0.0809,0.0809,shan,Shan
0182/2015,"Ta Xin Co., Ltd.","Ta Xin Co., Ltd.",production,Production,50:50,16.9.2015,2015-09-16,15.9.2016,2016-09-15,Gold,Gold,0.0809,0.0809,shan,Shan
0192/2015,"Lwe Kham Lone Mining Co., Ltd","Lwe Kham Lone Mining Co., Ltd",production,Production,50:50,7.10.2015,2015-10-07,6.10.2016,2016-10-06,Gold,Gold,0.0809,0.0809,shan,Shan
0181/2015,"Nay La Lar Hu kyar Law.Mining Co., Ltd.","Nay La Lar Hu kyar Law.Mining Co., Ltd.",production,Production,50:50,16.9.2015,2015-09-16,15.9.2016,2016-09-15,Gold,Gold,0.0809,0.0809,shan,Shan
0186/2015,"High Myanmar Mining Co., Ltd.","High Myanmar Mining Co., Ltd.",production,Production,50:50,23.9.2015,2015-09-23,22.9.2016,2016-09-22,Gold,Gold,0.0809,0.0809,shan,Shan
0187/2015,"High Myanmar Mining Co., Ltd.","High Myanmar Mining Co., Ltd.",production,Production,50:50,23.9.2015,2015-09-23,22.9.2016,2016-09-22,Gold,Gold,0.0809,0.0809,shan,Shan
0215/2015,"Tarlay Khin Maung Latt Mining Co., Ltd.","Tarlay Khin Maung Latt Mining Co., Ltd.",production,Production,50:50,11.11.2015,2015-11-11,10.11.2016,2016-11-10,Gold,Gold,0.0809,0.0809,shan,Shan
0226/2015,"Tar Chi Late Shwe Taung Co., Ltd.","Tar Chi Late Shwe Taung Co., Ltd.",production,Production,50:50,10.12.2015,2015-12-10,9.12.2016,2016-12-09,Gold,Gold,0.0809,0.0809,shan,Shan
0072/2016,"Tar Chi Late Shwe Taung Co., Ltd.","Tar Chi Late Shwe Taung Co., Ltd.",production,Production,50:50,24.3.2016,2016-03-24,23.4.2017,2017-04-23,Gold,Gold,0.0809,0.0809,shan,Shan
0002/2016,"Tar Chi Late Shwe Sin Co., Ltd.","Tar Chi Late Shwe Sin Co., Ltd.",production,Production,50:50,6.1.2016,2016-01-06,5.1.2017,2017-01-05,Gold,Gold,0.0809,0.0809,shan,Shan
0024/2016,"Naung Tong Dragon Co., Ltd.","Naung Tong Dragon Co., Ltd.",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,shan,Shan
0025/2016,"Golden Mascot International Trading Co., Ltd.","Golden Mascot International Trading Co., Ltd.",production,Production,50:50,1.3.2016,2016-03-01,28.2.2017,2017-02-28,Gold,Gold,0.0809,0.0809,shan,Shan
0068/2016,"Sein Naw Mining Co., Ltd.","Sein Naw Mining Co., Ltd.",production,Production,50:50,24.3.2016,2016-03-24,23.2.2017,2017-02-23,Gold,Gold,0.0809,0.0809,shan,Shan
0069/2016,"Sein Naw Mining Co., Ltd.","Sein Naw Mining Co., Ltd.",production,Production,50:50,24.3.2016,2016-03-24,23.2.2017,2017-02-23,Gold,Gold,0.0809,0.0809,shan,Shan
0211/2011,"Hein Kaung Sat Mining Co., Ltd.","Hein Kaung Sat Mining Co., Ltd.",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,shan,Shan
0212/2011,"Double Dragon Co., Ltd.","Double Dragon Co., Ltd.",production,Production,50:50,25.2.2011,2011-02-25,24.2.2017,2017-02-24,Gold,Gold,0.0809,0.0809,shan,Shan
0237/2014,"Double Dragon Co., Ltd.","Double Dragon Co., Ltd.",production,Production,50:50,3.9.2014,2014-09-03,2.9.2016,2016-09-02,Gold,Gold,0.0809,0.0809,shan,Shan
0132/2015,"Tuo Buo Co., Ltd.","Tuo Buo Co., Ltd.",production,Production,50:50,17.6.2015,2015-06-17,16.6.2016,2016-06-16,Gold,Gold,0.0809,0.0809,shan,Shan
0242/2015,"Certain Mineral Exploration Co., Ltd.","Certain Mineral Exploration Co., Ltd.",production,Production,50:50,17.12.2015,2015-12-17,16.12.2016,2016-12-16,Gold,Gold,0.0809,0.0809,shan,Shan
0039/2014,"Thit Sar Pan Gems & Jewellery Co.,Ltd","Thit Sar Pan Gems & Jewellery Co.,Ltd",production,Production,50:50,10.10.2014,2014-10-10,9.10.2016,2016-10-09,Gold,Gold,0.0809,0.0809,shan,Shan
0040/2014,"Dana Theidi Star Gems& Jewellery Co.,Ltd","Dana Theidi Star Gems& Jewellery Co.,Ltd",production,Production,50:50,10.10.2014,2014-10-10,9.10.2016,2016-10-09,Gold,Gold,0.0809,0.0809,shan,Shan
0191/2015,"Shan shwe Li Mining Co., Ltd","Shan shwe Li Mining Co., Ltd",production,Production,50:50,7.10.2015,2015-10-07,9.10.2016,2016-10-09,Gold,Gold,0.0809,0.0809,shan,Shan
0086/2007,"Eternal Mining Co., Ltd","Eternal Mining Co., Ltd",production,Production,40:60,1.8.2007,2007-08-01,31.7.2032,2032-07-31,Gold,Gold,6.04,6.04,Sagaing,Sagaing
19/1998,"Myanmar Golden Point Family Co., Ltd.","Myanmar Golden Point Family Co., Ltd.",production,Production,37:63,15.10.1998,1998-10-15,14.10.2018,2018-10-14,Gold,Gold,21.85,21.85,Mandalay,Mandalay
0051/2011,National Prosperity Gold Production Group Ltd.,National Prosperity Gold Production Group Ltd.,production,Production,"Piece-rate
system",16.9.2011,2011-09-16,15.9.2036,2036-09-15,Gold,Gold,24.71,24.71,Mandalay,Mandalay
0052/2011,"Shwe Moe Yan  Co., Ltd.","Shwe Moe Yan Co., Ltd.",production,Production,"Piece-rate
system",16.9.2011,2011-09-16,15.9.2036,2036-09-15,Gold,Gold,34.34,34.34,Mandalay,Mandalay
0002/2012,"Geo Asia Industrial and Mining Co., Ltd.","Geo Asia Industrial and Mining Co., Ltd.",production,Production,"Piece-rate
system",3.12.2011,2011-12-03,2.12.2036,2036-12-02,Gold,Gold,27.22,27.22,Mandalay+shan,Mandalay and Shan
