,Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl,License_type_cl,Location (Region),Location_state_cl,Year
1768,,0.2006,,2014-05-21,0099/2014,Tin and Tungsten,Pyae Phyo Kywe,DOM,2015-05-20, Mongton, Mongkan Kwinpyin,,Exploration,,Shan,2014-15
1769,,0.2006,,2014-05-21,0100/2014,Tin and Tungsten,Pyae Phyo Kywe,DOM,2015-05-20, Mongton, Mongkan Kwinpyin,,Exploration,,Shan,2014-15
1770,,0.2006,,2014-05-21,0101/2014,Tin and Tungsten,Pyae Phyo Kywe,DOM,2015-05-20, Mongton, Mongkan Kwinpyin,,Exploration,,Shan,2014-15
1771,,2.0235,,2014-06-19,0117/2014,Iron,"Royal  Light  Ron Ann Co.,Ltd",DOM,2016-06-18, Mongyong, Hwepha,,Exploration,,Shan,2014-15
1772,,0.2003,,2014-08-19,0124/2014,Tin and Tungsten,"Aung Lan Dagon Co.,Ltd",DOM,2015-08-18, Mongton, Mongkan,,Exploration,,Shan,2014-15
1773,,0.2003,,2014-08-19,0125/2014,Tin and Tungsten,"Aung Lan Dagon Co.,Ltd",DOM,2015-08-18, Mongton, Mongkan,,Exploration,,Shan,2014-15
1774,,0.1902,,2014-10-22,0158/2014,Lead and Zinc,"Sai Wanna Mining Co.,Ltd",DOM,2015-10-21, Tachilik, Mongkoe,,Exploration,,Shan,2014-15
1775,,0.2003,,2014-10-22,0150/2014,Tin and Tungsten,"Golden Tiger White Co.,Ltd",DOM,2015-10-21, Mongton, Mongkan,,Exploration,,Shan,2014-15
1776,,0.2003,,2014-10-22,0151/2014,Tin and Tungsten,"Golden Tiger White Co.,Ltd",DOM,2015-10-21, Mongton, Mongkan,,Exploration,,Shan,2014-15
1777,,0.2003,,2014-10-22,0152/2014,Tin and Tungsten,"Golden Tiger White Co.,Ltd",DOM,2015-10-21, Mongton, Mongkan,,Exploration,,Shan,2014-15
1778,,0.2003,,2014-10-22,0153/2014,Tin and Tungsten,"Tat Tun Co.,Ltd",DOM,2015-10-21, Mongton, MongkanKwinpyin,,Exploration,,Shan,2014-15
1779,,0.2003,,2014-10-22,0154/2014,Tin and Tungsten,"Tat Tun Co.,Ltd",DOM,2015-10-21, Mongton, MongkanKwinpyin,,Exploration,,Shan,2014-15
1780,,0.2003,,2014-10-22,0155/2014,Tin and Tungsten,"Tat Tun Co.,Ltd",DOM,2015-10-21, Mongton, MongkanKwinpyin,,Exploration,,Shan,2014-15
1781,,0.2003,,2014-10-22,0156/2014,Tin and Tungsten,"Tat Tun Co.,Ltd",DOM,2015-10-21, Mongton, MongkanKwinpyin,,Exploration,,Shan,2014-15
1782,,0.2003,,2014-10-22,0157/2014,Tin and Tungsten,"Tat Tun Co.,Ltd",DOM,2015-10-21, Mongton, MongkanKwinpyin,,Exploration,,Shan,2014-15
1783,,0.2003,,2014-12-24,0168/2014,Tin and Tungsten,"Loiphara Co.,Ltd",DOM,2015-12-23, Mongton, MongkanKwinpyin,,Exploration,,Shan,2014-15
1784,,0.2003,,2014-12-24,0169/2014,Tin and Tungsten,"Loiphara Co.,Ltd",DOM,2015-12-23, Mongton, MongkanKwinpyin,,Exploration,,Shan,2014-15
1785,,0.2003,,2014-12-24,0170/2014,Tin and Tungsten,"Loiphara Co.,Ltd",DOM,2015-12-23, Mongton, MongkanKwinpyin,,Exploration,,Shan,2014-15
1786,,0.2003,,2014-12-24,0171/2014,Tin and Tungsten,"Loiphara Co.,Ltd",DOM,2015-12-23, Mongton, MongkanKwinpyin,,Exploration,,Shan,2014-15
1787,,0.2003,,2015-02-11,031/2015,Manganese Dioxide,"Nam Yun Mining Co.,Ltd",DOM,2016-10-02, Mong Phyt , Nam Nan,,Exploration,,Shan,2014-15
1788,,0.2003,,2015-02-11,032/3015,Manganese Dioxide,"Nam Yun Mining Co.,Ltd",DOM,2016-10-02, Mong Phyt , Nam Nan,,Exploration,,Shan,2014-15
1789,,0.2003,,2015-02-11,033/3015,Manganese Dioxide,"Nam Yun Mining Co.,Ltd",DOM,2016-10-02, Mong Phyt , Nam Nan,,Exploration,,Shan,2014-15
1790,,0.2003,,2015-02-11,034/2015,Manganese Dioxide,"Nam Yun Mining Co.,Ltd",DOM,2016-10-02, Mong Phyt , Nam Nan,,Exploration,,Shan,2014-15
1791,,0.2003,,2015-03-12,032/2015,Tin and Tungsten,"Kaung Min Co.,Ltd",DOM,2016-03-10, Mongton, Mongkan,,Exploration,,Shan,2014-15
1792,,0.2003,,2013-09-01,0182/2012,Lead,"Yadanar Zayar Mining Co.,Ltd",DOM,2014-08-21, Ywangan, Htoathtoye,,Exploration,,Shan,2014-15
1793,,0.2003,,2014-03-14,0184/2012,Antimony,"Marching to the Golden Land 
Mining Co.,Ltd",DOM,2015-03-13, Hopone, Kyauk tan,,Exploration,,Shan,2014-15
1794,,0.2003,,2014-03-14,0185/2012,Antimony,"Marching to the Golden Land 
Mining Co.,Ltd",DOM,2015-03-13, Hopone, Kyauk tan,,Exploration,,Shan,2014-15
1795,,0.2003,,2013-10-02,0195/2012,Lead,"Kaung Tan Mining Co.,Ltd",DOM,2014-10-01, Yatsouk, Yantwinngakyaung,,Exploration,,Shan,2014-15
1796,,0.2003,,2013-10-02,0196/2012,Lead,"Kaung Tan Mining Co.,Ltd",DOM,2014-10-01, Yatsouk, Yantwinngakyaung,,Exploration,,Shan,2014-15
1797,,0.2003,,2013-09-30,0197/2012,Antimony,"6 Flowr Mining Co.,Ltd",DOM,2014-10-01, Hopone, Sangaw,,Exploration,,Shan,2014-15
1798,,0.2003,,2013-11-08,0222/2012,Tin and Tungsten,"Shwe Sin Aung Myay Mining Co.,Ltd",DOM,2014-11-07, Kalaw, Bawsin,,Exploration,,Shan,2014-15
1799,,0.2003,,2014-05-23,0227/2012,Tin and Tungsten,"Shwe Sin Aung Myay Mining Co.,Ltd",DOM,2015-05-22, Kalaw, Bawsin,,Exploration,,Shan,2014-15
1800,,0.2003,,2014-05-23,0228/2012,Tin and Tungsten,"Shwe Sin Aung Myay Mining Co.,Ltd",DOM,2015-05-22, Kalaw, Bawsin,,Exploration,,Shan,2014-15
1801,,3.9984,,2014-11-22,0235/2012,Antimony,"Ruby Dragon Mining Co.,Ltd",DOM,2015-11-21, Yatsouk, Yantwinngakyaung,,Exploration,,Shan,2014-15
1802,,0.1862,,2014-09-18,0040/2013,Coal,"Tain Shwim Mining Co.,Ltd",DOM,2015-09-17, Kalaw, Naung Ye,,Exploration,,Shan,2014-15
1803,,0.1862,,2014-09-18,0041/2013,Coal,"Tain Shwim Mining Co.,Ltd",DOM,2015-09-17, Kalaw, Naung Ye,,Exploration,,Shan,2014-15
1804,,0.2003,,2014-10-09,0046/2013,Coal,"Loi Lein Mining Co.,Ltd",DOM,2014-10-08, Mongsu, Hypa,,Exploration,,Shan,2014-15
1805,,0.2003,,2014-10-09,0047/2013,Coal,"Loi Lein Mining Co.,Ltd",DOM,2014-10-08, Mongsu, Hypa,,Exploration,,Shan,2014-15
1806,,0.2003,,2014-08-06,0056/2013,Lead,"Pyae Lyan Paing Mining Co.,Ltd",DOM,2015-08-05, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1807,,0.2003,,2014-08-06,0057/2013,Lead,"Shwe Htee Yeik Mining Co.,Ltd",DOM,2015-08-05, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1808,,0.2003,,2013-12-11,0060/2013,Coal,"Thar Su Mining Co.,Ltd",DOM,2014-12-10, Kalaw, Wat Phyu,,Exploration,,Shan,2014-15
1809,,0.2003,,2013-12-11,0061/2013,Coal,"Thar Su Mining Co.,Ltd",DOM,2014-12-10, Kalaw, Wat Phyu,,Exploration,,Shan,2014-15
1810,,0.2003,,2014-09-13,0080/2013,Antimony,"Shwe Li Mahar Co.,Ltd",DOM,2015-09-12, Pindaya, Menal Taung,,Exploration,,Shan,2014-15
1811,,0.2003,,2014-10-10,0188/2013,Antimony,"Loi Lein Mining Co.,Ltd",DOM,2015-10-09, Mongsu, Hypa,,Exploration,,Shan,2014-15
1812,,0.2003,,2014-10-10,0189/2013,Antimony,"Loi Lein Mining Co.,Ltd",DOM,2015-10-09, Mongsu, Hypa,,Exploration,,Shan,2014-15
1813,,0.2003,,2014-12-11,0196/2013,Lead,Shwe Lar Taung,DOM,2015-12-10, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1814,,0.2003,,2013-12-11,0197/2013,Antimony,"Nagar Khan Hti Mining Co.,Ltd",DOM,2014-12-10, Hopone, Moukmoom,,Exploration,,Shan,2014-15
1815,,0.2003,,2013-12-11,0198/2013,Lead,"Linn & Latt Mining Co.,Ltd",DOM,2014-12-10, Kalaw, Kyaukhtet,,Exploration,,Shan,2014-15
1816,,0.2003,,2014-06-11,0199/2013,Lead,"Linn & Latt Mining Co.,Ltd",DOM,2015-12-10, Kalaw, Kyaukhtet,,Exploration,,Shan,2014-15
1817,,0.2003,,2014-12-19,0214/2013,Antimony,"Ruby Dragon Mining Co.,Ltd",DOM,2015-12-18, Hopone, Moukmoom,,Exploration,,Shan,2014-15
1818,,0.2003,,2014-12-19,0215/2013,Antimony,"Ruby Dragon Mining Co.,Ltd",DOM,2015-12-18, Hopone, Moukmoom,,Exploration,,Shan,2014-15
1819,,0.2003,,2014-12-19,0216/2013,Antimony,"Ruby Dragon Mining Co.,Ltd",DOM,2015-12-18, Hopone, Moukmoom,,Exploration,,Shan,2014-15
1820,,0.1376,,2015-01-12,0228/2013,Lead,"Good Plus Star Mining Co.,Ltd",DOM,2016-01-11, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1821,,0.1538,,2015-01-12,0229/2013,Lead,"Good Plus Star Mining Co.,Ltd",DOM,2016-01-11, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1822,,0.2003,,2014-01-18,0232/2013,Lead,"Southern Shan Mining Co.,Ltd",DOM,2015-01-17, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1823,,0.2003,,2015-07-30,0233/2013,Lead,"Th Kha Myitta Myat Yadanar 
Mining Co.,Ltd",DOM,2016-01-29, Sesai, Lwal Put,,Exploration,,Shan,2014-15
1824,,0.2003,,2014-12-19,0213/2013,Antimony,"Shwe Htee Yeik Mining Co.,Ltd",DOM,2014-12-18, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1825,,0.2003,,2014-08-07,0242/2013,Lead,"Shwe Htee Yeik Mining Co.,Ltd",DOM,2014-08-06, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1826,,0.2003,,2014-08-07,0243/2013,Lead,"Shwe Lar Taung Co.,Ltd",DOM,2015-08-06, Ywangan , KyaukPone,,Exploration,,Shan,2014-15
1827,,0.2003,,2014-08-07,0244/2013,Lead,"Shwe Lar Taung Co.,Ltd",DOM,2015-08-06, Ywangan , KyaukPone,,Exploration,,Shan,2014-15
1828,,0.2003,,2014-08-07,0245/2013,Lead,"Shwe Lar Taung Co.,Ltd",DOM,2015-08-06, Ywangan , KyaukPone,,Exploration,,Shan,2014-15
1829,,0.2003,,2014-08-07,0246/2013,Lead,"Shwe Lar Taung Co.,Ltd",DOM,2015-08-06, Ywangan , KyaukPone,,Exploration,,Shan,2014-15
1830,,0.2003,,2014-08-07,0247/2013,Lead,"Shwe Lar Taung Co.,Ltd",DOM,2015-08-06, Ywangan , KyaukPone,,Exploration,,Shan,2014-15
1831,,0.2003,,2014-10-18,0294/2013,Lead,"Asia Pacific Agriculture Co.,Ltd",DOM,2015-10-17, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1832,,0.2003,,2014-10-30,0296/2013,Tin and Tungsten,"Ruby Dragon Mining Co.,Ltd",DOM,2015-10-29, Pinlaung, Thapyaekon,,Exploration,,Shan,2014-15
1833,,0.2003,,2014-10-30,0297/2013,Tin and Tungsten,"Ruby Dragon Mining Co.,Ltd",DOM,2015-10-29, Pinlaung, Thapyaekon,,Exploration,,Shan,2014-15
1834,,0.2003,,2014-11-13,0310/2013,Copper,"Sannadi Mining Co.,Ltd",DOM,2015-11-12, Yatsouk, Nan Lwel,,Exploration,,Shan,2014-15
1835,,0.2003,,2014-11-13,0311/2013,Copper,"Sannadi Mining Co.,Ltd",DOM,2015-11-12, Yatsouk, Nan Lwel,,Exploration,,Shan,2014-15
1836,,0.2003,,2014-11-26,0313/2013,Tin and Tungsten,"Kaung Tan Mining Co.,Ltd",DOM,2015-11-25, Pinlaung,Thapyaekon,,Exploration,,Shan,2014-15
1837,,0.2003,,2014-11-26,0314/2013,Tin and Tungsten,"Kaung Tan Mining Co.,Ltd",DOM,2015-11-25, Pinlaung,Thapyaekon,,Exploration,,Shan,2014-15
1838,,0.2003,,2014-11-26,0315/2013,Tin and Tungsten,"Kaung Tan Mining Co.,Ltd",DOM,2015-11-25, Pinlaung,Thapyaekon,,Exploration,,Shan,2014-15
1839,,0.2003,,2014-11-26,0316/2013,Tin and Tungsten,"Zabu Nagar Mining Co.,Ltd",DOM,2015-11-25, Pinlaung,Taungkya,,Exploration,,Shan,2014-15
1840,,0.2003,,2014-11-26,0317/2013,Tin and Tungsten,"Zabu Nagar Mining Co.,Ltd",DOM,2015-11-25, Pinlaung,Taungkya,,Exploration,,Shan,2014-15
1841,,0.2003,,2014-12-18,0320/2013,Antimony,"Kaung Tan Mining Co.,Ltd",DOM,2015-12-17, Pinlaung, Hteinpin,,Exploration,,Shan,2014-15
1842,,0.2003,,2014-12-18,0321/2013,Antimony,"Kaung Tan Mining Co.,Ltd",DOM,2015-12-17, Pinlaung, Hteinpin,,Exploration,,Shan,2014-15
1843,,0.2003,,2014-12-18,0322/2013,Antimony,"Kaung Tan Mining Co.,Ltd",DOM,2015-12-17, Pinlaung, Hteinpin,,Exploration,,Shan,2014-15
1844,,0.2003,,2014-12-18,0323/2013,Antimony,"Ruby Dragon Mining Co.,Ltd",DOM,2015-12-17, Pinlaung, Hteinpin,,Exploration,,Shan,2014-15
1845,,0.2003,,2014-12-18,0324/2013,Antimony,"Ruby Dragon Mining Co.,Ltd",DOM,2015-12-17, Pinlaung, Hteinpin,,Exploration,,Shan,2014-15
1846,,0.2003,,2014-02-05,0016/2014,Antimony,"Marching to the Golden Land 
Mining Co.,Ltd",DOM,2015-02-04, Hopone, Sangaw,,Exploration,,Shan,2014-15
1847,,0.2003,,2014-02-05,0017/2014,Antimony,"Marching to the Golden Land 
Mining Co.,Ltd",DOM,2015-02-04, Hopone, Sangaw,,Exploration,,Shan,2014-15
1848,,0.2003,,2014-02-05,0018/2014,Antimony,"Marching to the Golden Land 
Mining Co.,Ltd",DOM,2015-02-04, Hopone, Sangaw,,Exploration,,Shan,2014-15
1849,,0.2003,,2014-02-05,0019/2014,Antimony,"Marching to the Golden Land 
Mining Co.,Ltd",DOM,2015-02-04, Hopone, Moukmoom,,Exploration,,Shan,2014-15
1850,,0.2003,,2014-02-05,0020/2014,Antimony,"Marching to the Golden Land 
Mining Co.,Ltd",DOM,2015-02-04, Hopone, Moukmoom,,Exploration,,Shan,2014-15
1851,,0.2003,,2014-02-05,0021/2014,Antimony,"Marching to the Golden Land 
Mining Co.,Ltd",DOM,2015-02-04, Hopone, Moukmoom,,Exploration,,Shan,2014-15
1852,,0.2003,,2014-02-05,0022/2014,Antimony,"Marching to the Golden Land 
Mining Co.,Ltd",DOM,2015-02-04, Hopone, Moukmoom,,Exploration,,Shan,2014-15
1853,,0.2003,,2014-04-23,0016/2014,Coal,"Lwe Chei Nagar Mining Co.,Lt",DOM,2015-04-22, Lechar, Wunkyaung,,Exploration,,Shan,2014-15
1854,,0.2003,,2014-04-23,0017/2014,Coal,"Lwe Chei Nagar Mining Co.,Lt",DOM,2015-04-22, Lechar, Wunkyaung,,Exploration,,Shan,2014-15
1855,,0.2003,,2014-04-23,0018/2014,Coal,"Lwe Chei Nagar Mining Co.,Lt",DOM,2015-04-22, Lechar, Wunkyaung,,Exploration,,Shan,2014-15
1856,,0.2003,,2014-04-23,0019/2014,Coal,"Lwe Chei Nagar Mining Co.,Lt",DOM,2015-04-22, Lechar, Wunkyaung,,Exploration,,Shan,2014-15
1857,,0.2003,,2014-04-23,0020/2014,Coal,"Lwe Chei Nagar Mining Co.,Lt",DOM,2015-04-22, Lechar, Wunkyaung,,Exploration,,Shan,2014-15
1858,,0.5989,,2014-05-07,0021/2014,Coal,"Ngwe Pin Lon Mining Co.,Ltd",DOM,2015-05-06, Loi-Lin, Naung Hlaing,,Exploration,,Shan,2014-15
1859,,0.2007,,2014-05-21,025/2014,Gypsum,White Tiger Head,DOM,2015-05-20, Mukme, Namlut,,Exploration,,Shan,2014-15
1860,,0.2003,,2014-04-09,0066/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-04-08, Ywangan, Kyaukngat,,Exploration,,Shan,2014-15
1861,,0.2003,,2014-04-09,0067/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-04-08, Ywangan, Htoathtoye,,Exploration,,Shan,2014-15
1862,,0.2003,,2014-04-09,0068/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-04-08, Ywangan, Linwe,,Exploration,,Shan,2014-15
1863,,0.2003,,2014-04-09,0069/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-04-08, Ywangan, Htoathtoye,,Exploration,,Shan,2014-15
1864,,0.2003,,2014-04-09,0070/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-04-08, Ywangan, Htoathtoye,,Exploration,,Shan,2014-15
1865,,0.2003,,2014-04-09,0071/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-04-08, Ywangan, Htoathtoye,,Exploration,,Shan,2014-15
1866,,0.2003,,2014-04-23,0077/2014,Lead,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",DOM,2015-04-22, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1867,,0.2003,,2014-04-23,0078/2014,Lead,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",DOM,2015-04-22, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1868,,0.2003,,2014-04-23,0079/2014,Lead,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",DOM,2015-04-22, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1869,,0.2003,,2014-04-23,0080/2014,Lead,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",DOM,2015-04-22, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1870,,0.2003,,2014-04-23,0081/2014,Lead,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",DOM,2015-04-22, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1871,,0.2003,,2014-04-23,0082/2014,Lead,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",DOM,2015-04-22, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1872,,0.2003,,2014-04-23,0083/2014,Lead,"Myanmar Shwe Hike Lone 
Mining Co.,Ltd",DOM,2015-04-22, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1873,,0.1679,,2014-04-30,0084/2014,Lead,"Wunpyae Mining Co.,Ltd",DOM,2015-04-29, Ywangan, Theingon,,Exploration,,Shan,2014-15
1874,,0.2003,,2014-05-07,0085/2014,Lead,"Wunpyae Mining Co.,Ltd",DOM,2015-05-06, Ywangan, Theingon,,Exploration,,Shan,2014-15
1875,,0.2003,,2014-05-14,0088/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-05-13, Ywangan, Htoathtoye,,Exploration,,Shan,2014-15
1876,,0.1821,,2014-05-21,0102/2014,Lead,"Sai Khan Naw Mining Co.,Ltd",DOM,2015-05-20, Loi-Lin, Taungout,,Exploration,,Shan,2014-15
1877,,0.1821,,2014-05-21,0103/2014,Lead,"Sai Khan Naw Mining Co.,Ltd",DOM,2015-05-20, Loi-Lin, Taungout,,Exploration,,Shan,2014-15
1878,,0.1821,,2014-05-21,0104/2014,Lead,"Sai Khan Naw Mining Co.,Ltd",DOM,2015-05-20, Loi-Lin, Taungout,,Exploration,,Shan,2014-15
1879,,0.1821,,2014-05-21,0105/2014,Lead,"Sai Khan Naw Mining Co.,Ltd",DOM,2015-05-20, Loi-Lin, Taungout,,Exploration,,Shan,2014-15
1880,,0.1821,,2014-05-21,0106/2014,Lead,"Sai Khan Naw Mining Co.,Ltd",DOM,2015-05-20, Loi-Lin, Taungout,,Exploration,,Shan,2014-15
1881,,0.1821,,2014-05-21,0107/2014,Lead,"Sai Khan Naw Mining Co.,Ltd",DOM,2015-05-20, Loi-Lin, Taungout,,Exploration,,Shan,2014-15
1882,,0.2003,,2014-05-28,0108/2014,Lead,"Sunny Globel Manufacturing 
Co.,Ltd",DOM,2015-05-27, Ywangan, Htoathtoye,,Exploration,,Shan,2014-15
1883,,0.2003,,2014-05-28,0109/2014,Lead,"Sunny Globel Manufacturing 
Co.,Ltd",DOM,2015-05-27, Ywangan, Htoathtoye,,Exploration,,Shan,2014-15
1884,,0.2003,,2014-05-28,0110/2014,Lead,"Sunny Globel Manufacturing 
Co.,Ltd",DOM,2015-05-27, Ywangan, Htoathtoye,,Exploration,,Shan,2014-15
1885,,0.2003,,2014-06-11,0027/2014,Coal,"Hlan Wan Mining Co.,Ltd",DOM,2015-06-10, kyethi, konemit,,Exploration,,Shan,2014-15
1886,,0.2003,,2014-06-11,0028/2014,Coal,"Hlan Wan Mining Co.,Ltd",DOM,2015-06-10, kyethi, konemit,,Exploration,,Shan,2014-15
1887,,0.255,,2014-06-18,0031/2014,Limestone,"Triple A Cement Co.,Ltd",DOM,2015-06-17, Ywangan , Kanyoetang,,Exploration,,Shan,2014-15
1888,,0.2003,,2014-07-24,032/2014,Coal,"Hein Myitta Mining Co.,Ltd",DOM,2015-07-23, Mong-Kine, Wun Lway,,Exploration,,Shan,2014-15
1889,,0.2003,,2014-07-24,033/2014,Coal,"Hein Myitta Mining Co.,Ltd",DOM,2015-07-23, Mong-Kine, Wun Lway,,Exploration,,Shan,2014-15
1890,,0.2003,,2014-07-24,034/2014,Coal,"Pyae Aung Hein Co.,Ltd",DOM,2015-07-23, Mong-Kine, Wun Lway,,Exploration,,Shan,2014-15
1891,,0.2003,,2014-07-24,035/2014,Coal,"Pyae Aung Hein Co.,Ltd",DOM,2015-07-23, Mong-Kine, Wun Lway,,Exploration,,Shan,2014-15
1892,,0.2003,,2014-07-30,0122/2014,Lead,"Sunny Globel Manufacturing 
Co.,Ltd",DOM,2015-07-29, Ywangan , Sankangyi,,Exploration,,Shan,2014-15
1893,,0.2003,,2014-08-06,0123/2014,Lead,"Pyae Lyan Paing Mining Co.,Ltd",DOM,2015-08-05, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1894,,0.2003,,2014-09-03,042/2014,Coal,Shan Tiger King Mining,DOM,2015-09-02, Pin-Lon, Naunghlaing,,Exploration,,Shan,2014-15
1895,,0.2003,,2014-09-24,0139/2014,Lead,"Good Plus Star Mining Co.,Ltd",DOM,2015-09-23, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1896,,0.2003,,2014-09-10,0131/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-09-09, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1897,,0.2003,,2014-09-10,0132/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-09-09, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1898,,0.2003,,2014-09-24,0135/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-09-23, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1899,,0.2003,,2014-09-24,0136/2014,Lead,"Shwe Tike Aung Minig Co.,Ltd",DOM,2015-09-23, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1900,,0.2003,,2014-10-09,0149/2014,Lead,"Htee Nay Kywel Co.,Ltd",DOM,2015-10-08, Mukme, Kadu,,Exploration,,Shan,2014-15
1901,,0.2003,,2014-09-24,0137/2014,Lead,"Good Plus Star Mining Co.,Ltd",DOM,2015-09-23, Kalaw, Bawsaing ,,Exploration,,Shan,2014-15
1902,,0.2003,,2014-09-24,0138/2014,Lead,"Good Plus Star Mining Co.,Ltd",DOM,2015-09-23, Kalaw, Bawsaing ,,Exploration,,Shan,2014-15
1903,,1.9425,,2014-12-17,0166/2014,Coal,"Sai Khan Naw Mining Co.,Ltd",DOM,2016-12-16, Nansan, Naungphomee,,Exploration,,Shan,2014-15
1904,,0.2003,,2014-12-17,0165/2014,Lead,"Aung & Saw Family Mining 
Co.,Ltd",DOM,2015-12-16, Kalaw, Bawsaing ,,Exploration,,Shan,2014-15
1905,,1.4245,,2015-01-15,008/23015,Coal,"Hein Myitta Mining Co.,Ltd",DOM,2017-01-14, Mongkai,,,Exploration,,Shan,2014-15
1906,,0.0324,,2014-12-24,082/2014,Coal,"Nay Win Yaung Chi Mining Co,Ltd",DOM,2015-12-23,Pinlaung,,,Exploration,,Shan,2014-15
1907,,0.17,,2015-01-21,009/2015,Baryte,"Model Industrial Co.,Ltd",DOM,2016-01-20, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1908,,0.1036,,2015-01-21,010/2015,Baryte,"Model Industrial Co.,Ltd",DOM,2016-01-20, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1909,,0.0732,,2015-01-21,011/2015,Baryte,"Model Industrial Co.,Ltd",DOM,2016-01-20, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1910,,0.2023,,2015-01-21,010/2015,Lead,"Malikha Yadanar Co.,Ltd",DOM,2016-01-20, Kalaw, Bawsaing,,Exploration,,Shan,2014-15
1911,,2.0607,,2015-02-11,0020/2015,Coal,"Taw Win Kya Phu Mining Co.,Ltd",DOM,2017-02-10, Nansan, Kholan,,Exploration,,Shan,2014-15
1912,,0.4047,,2015-02-26,044/2015,Coal,"Ngwe ye Pale Mining Co.,Ltd",DOM,2016-02-25, Loi-Lin, Mongkai,,Exploration,,Shan,2014-15
1913,,0.5017,,2015-02-26,0042/2015,Gypsum,"Htoo International Co.,Ltd",DOM,2016-02-25, Mukme, Nam Lat,,Exploration,,Shan,2014-15
1914,,0.3762,,2015-02-26,0043/2015,Gypsum,"Htoo International Co.,Ltd",DOM,2016-02-25, Mukme, Nam Lat,,Exploration,,Shan,2014-15
1915,,0.2003,,2015-03-05,0046/2015,Coal,Shan Tiger King Mining,DOM,2016-03-04, Pin Lon, Naung Hlaing,,Exploration,,Shan,2014-15
1916,,0.2003,,2015-03-05,0027/2015,Coal,Shan Tiger King Mining,DOM,2016-03-04,Pin Lon, Naung Hlaing,,Exploration,,Shan,2014-15
1917,,0.2003,,2015-02-26,0024/2015,Tin and Tungsten,"Mega Banner Mining Co.,Ltd",DOM,2016-02-25, Pekhon, Thikyeik,,Exploration,,Shan,2014-15
1918,,0.2003,,2015-02-26,0025/2015,Tin and Tungsten,"Mega Banner Mining Co.,Ltd",DOM,2016-02-25, Pekhon, Thikyeik,,Exploration,,Shan,2014-15
1919,,0.2003,,2015-06-02,0026/2015,Copper,"Site Fave Mining Co.,Ltd",DOM,2015-02-25, Lin khay, Wan Salaung,,Exploration,,Shan,2014-15
1920,,0.2003,,2015-06-02,0027/2015,Copper,"Site Fave Mining Co.,Ltd",DOM,2015-02-25, Lin khay, Wan Salaung,,Exploration,,Shan,2014-15
1921,,0.2003,,2015-06-02,0028/2015,Copper,"Site Fave Mining Co.,Ltd",DOM,2015-02-25, Lin khay, Wan Salaung,,Exploration,,Shan,2014-15
