,Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl,License_type_cl,Location (Region),Location_state_cl,Year
1922,,0.2003,,2015-06-02,0029/2015,Copper,"Site Fave Mining Co.,Ltd",DOM,2015-02-25, Lin khay, Wan Salaung,,Exploration,,Shan,2014-15
1923,,0.1659,,2015-02-11,0021/2015,Lead,Shwe Lar Taung,DOM,2016-02-10, Ywangan , alel chaung,,Exploration,,Shan,2014-15
1924,,0.1821,,2015-02-11,0022/2015,Lead,Shwe Lar Taung,DOM,2016-02-10, Ywangan , alel chaung,,Exploration,,Shan,2014-15
1925,,0.0753,,2015-02-26,0023/2015,Antimony,"Sure Mining Co.,Ltd",DOM,2016-02-25, Pindaya, Taungpawgyi,,Exploration,,Shan,2014-15
1926,,0.2003,,2013-08-20,0170/2012,Copper,"Shwe Sin Aung Myay Co.,Ltd",DOM,2014-08-19,Pindaya, Pansit,,Exploration,,Shan,2014-15
1927,,0.2003,,2015-03-05,031/2015,Antimony,"Wanna & Sons Co.,Ltd",DOM,2016-03-04, Hopone, Paunglin,,Exploration,,Shan,2014-15
1928,,0.2003,,2015-04-01,037/2015,Tin and Tungsten,"Asia Jade & Metal Co.,Ltd",DOM,2016-03-31, Kalaw, Bawnin,,Exploration,,Shan,2014-15
1929,,0.0506,,2015-04-01,049/2015,Baryte,"Eden Energy and Natural 
Resources Development Co.,Ltd",DOM,2016-03-31, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1930,,0.0506,,2015-04-01,050/2015,Baryte,"Eden Energy and Natural 
Resources Development Co.,Ltd",DOM,2016-03-31, Ywangan , Htoathtoye,,Exploration,,Shan,2014-15
1931,,0.9263,,2015-02-26,041/2015,Coal,"Htoo San Co.,Ltd",DOM,2016-02-25, Nansan, Nanpalit,,Exploration,,Shan,2014-15
1932,,0.2003,,2013-09-01,"0055/2012
(Extension)",Copper,"Zabutalu Co.,Ltd",DOM,2014-08-21, Patheingyi, Boat ,,Exploration,,Mandalay,2014-15
1933,,1.0016,,2013-12-27,0017/2013,Copper,"January Ko Ko Co.,Ltd",DOM,2014-12-26, Kyaukse, Nyaut Twin Taung,,Exploration,,Mandalay,2014-15
1934,,0.2003,,2014-07-23,0040/2013,Lead,SeinTheinThanSoe Company,DOM,2015-07-22, Kyaukse,BawTaung,,Exploration,,Mandalay,2014-15
1935,,0.1834,,2014-01-12,0227/2013,Copper,ShweFuEain Company,DOM,2015-01-11, Kyaukse, Dahatyal,,Exploration,,Mandalay,2014-15
1936,,0.1501,,2014-01-12,0228/2013,Copper,ShweFuEain Company,DOM,2015-01-11, Kyaukse, Dahatyal,,Exploration,,Mandalay,2014-15
1937,,0.1751,,2014-01-12,0229/2013,Copper,ShweFuEain Company,DOM,2015-01-11, Kyaukse, Dahatyal,,Exploration,,Mandalay,2014-15
1938,,0.4047,,2014-08-30,0034/2013,Marble,TunThwin Mining ,DOM,2015-08-29, Madaya, Patheinn,,Exploration,,Mandalay,2014-15
1939,,7.287,,2014-09-11,0038/2013,Coal,"Best Mandalay Co.,Ltd",DOM,2015-09-10, Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1940,,0.8215,,2014-09-11,0039/2013,Coal,"Best Mandalay Co.,Ltd",DOM,2015-09-10, Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1941,,0.2003,,2014-10-22,0048/2013,Quartz,"Myanmar Pioneer Star Family 
Co.,Ltd",DOM,2015-10-22, Kyaukse, Yeyhar,,Exploration,,Mandalay,2014-15
1942,,2.0781,,2014-06-13,0250/2013,Copper,"Zabutalu Co.,Ltd",DOM,2016-06-12, Kyaukse, Phyukseikpin,,Exploration,,Mandalay,2014-15
1943,,0.2003,,2014-10-09,0273/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1944,,0.2003,,2014-10-09,0274/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1945,,0.2003,,2014-10-09,0275/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1946,,0.2003,,2014-10-09,0276/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1947,,0.2003,,2014-10-09,0277/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1948,,0.2003,,2014-10-09,0278/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1949,,0.2003,,2014-10-09,0279/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1950,,0.2003,,2014-10-09,0280/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1951,,0.2003,,2014-10-09,0281/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1952,,0.2003,,2014-10-09,0282/2013,Iron,"Steel King Mining Co.,Ltd",DOM,2015-10-08, Thazi, Yimarpin,,Exploration,,Mandalay,2014-15
1953,,0.1376,,2014-12-19,0208/2013,Copper,Kyaw Lin Tun Company,DOM,2015-12-18, Pyawbaw, Phaung Taw,,Exploration,,Mandalay,2014-15
1954,,0.2003,,2014-12-19,0209/2013,Copper,Kyaw Lin Tun Company,DOM,2015-12-18, Pyawbaw, Phaung Taw,,Exploration,,Mandalay,2014-15
1955,,0.1234,,2013-12-19,0210/2013,Copper,SuPanThiri Mining,DOM,2014-12-18, Thabeikyin, Shwesagar,,Exploration,,Mandalay,2014-15
1956,,0.1194,,2013-12-19,0211/2013,Copper,SuPanThiri Mining,DOM,2014-12-18, Thabeikyin, Shwesagar,,Exploration,,Mandalay,2014-15
1957,,0.2003,,2013-11-07,0289/2013,Lead,Aung Zayar Min,DOM,2014-06-11, Kyaukse, Phyukseikpin,,Exploration,,Mandalay,2014-15
1958,,0.1862,,2014-11-07,0021/2013,Coal,"Shwe Pauk Pauk Mining Co.,Ltd",DOM,2015-11-06, Thazi,Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1959,,0.9025,,2014-11-07,0022/2013,Coal,"Shwe Pauk Pauk Mining Co.,Ltd",DOM,2015-11-06, Thazi,Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1960,,0.1752,,2014-03-04,008/2014,Baryte,"Myanmar Pioneer Star Family 
Co.,Ltd",DOM,2015-03-01,Kyaukse, Yeywa,,Exploration,,Mandalay,2014-15
1961,,9.3606,,2014-08-29,41640,Antimony,Geo Pro Mining Sea Ltd,DOM,2018-08-28, Thazi, Lebyin,,Exploration,,Mandalay,2014-15
1962,,0.2003,,2014-09-24,044/214,Coal,Aung Ngwe Moe,DOM,2015-09-23, Thazi, Taungnima,,Exploration,,Mandalay,2014-15
1963,,0.2003,,2014-09-24,045/2014,Coal,Aung Ngwe Moe,DOM,2015-09-23, Thazi, Taungnima,,Exploration,,Mandalay,2014-15
1964,,0.2003,,2014-09-24,046/2014,Coal,Aung Ngwe Moe,DOM,2015-09-23, Thazi, Taungnima,,Exploration,,Mandalay,2014-15
1965,,0.2003,,2014-09-24,047/2014,Coal,Aung Ngwe Moe,DOM,2015-09-23, Thazi, Taungnima,,Exploration,,Mandalay,2014-15
1966,,0.2003,,2014-09-24,048/2014,Coal,Aung Ngwe Moe,DOM,2015-09-23, Thazi, Taungnima,,Exploration,,Mandalay,2014-15
1967,,0.4047,,2014-10-01,050/2014,Marble,HtooHanThit,DOM,2015-09-30, Sintgu, Ngwe Taung,,Exploration,,Mandalay,2014-15
1968,,0.2003,,2014-10-09,051/2014,Coal,"Shwe Pauk Pin Co.,Ltd",DOM,2015-10-08, Thazi, Ywar yut,,Exploration,,Mandalay,2014-15
1969,,0.2003,,2014-10-09,052/2014,Coal,"Shwe Pauk Pin Co.,Ltd",DOM,2015-10-08, Thazi, Ywar yut,,Exploration,,Mandalay,2014-15
1970,,0.2003,,2014-10-09,053/2014,Coal,"Shwe Pauk Pin Co.,Ltd",DOM,2015-10-08, Thazi, Ywar yut,,Exploration,,Mandalay,2014-15
1971,,0.2003,,2014-10-09,054/2014,Coal,"Shwe Pauk Pin Co.,Ltd",DOM,2015-10-08, Thazi, Ywar yut,,Exploration,,Mandalay,2014-15
1972,,0.2003,,2014-10-09,055/2014,Coal,"Shwe Pauk Pin Co.,Ltd",DOM,2015-10-08, Thazi, Ywar yut,,Exploration,,Mandalay,2014-15
1973,,0.2003,,2014-10-09,056/2014,Coal,"Shwe Pauk Pin Co.,Ltd",DOM,2015-10-08, Thazi, Ywar yut,,Exploration,,Mandalay,2014-15
1974,,0.2003,,2014-10-09,057/2014,Coal,"Shwe Pauk Pin Co.,Ltd",DOM,2015-10-08, Thazi, Ywar yut,,Exploration,,Mandalay,2014-15
1975,,0.2003,,2014-10-09,058/2014,Coal,"Shwe Pauk Pin Co.,Ltd",DOM,2015-10-08, Thazi, Ywar yut,,Exploration,,Mandalay,2014-15
1976,,2.1975,,2014-11-05,059/2014,Limestone,Myint Investment Group,DOM,2016-11-04, Madaya, Taung kalay,,Exploration,,Mandalay,2014-15
1977,,22.4,,2014-12-31,0172/2014,Antimony,Aung Myo Htet Family Co,DOM,2015-12-30, Thazi, Repu,,Exploration,,Mandalay,2014-15
1978,,,,2014-12-31,0173/2014,Antimony,Aung Myo Htet Family Co,DOM,2015-12-30, Thazi, Repu,,Exploration,,Mandalay,2014-15
1979,,,,2014-12-31,0174/2014,Antimony,Aung Myo Htet Family Co,DOM,2015-12-30, Thazi, Repu,,Exploration,,Mandalay,2014-15
1980,,,,2014-12-31,0175/2014,Antimony,Aung Myo Htet Family Co,DOM,2015-12-30, Thazi, Repu,,Exploration,,Mandalay,2014-15
1981,,,,2014-12-31,0176/2014,Antimony,Aung Myo Htet Family Co,DOM,2015-12-30, Thazi, Repu,,Exploration,,Mandalay,2014-15
1982,,0.1012,,2015-01-21,0016/2015,,SWH Company,DOM,2016-01-20, Myittha, Pwe Lone Kyaw,,Exploration,,Mandalay,2014-15
1983,,0.0334,,2014-12-10,075/2014,Baryte,"Eden Energy and Natural 
Resources Development Co.,Ltd",DOM,2014-09-12, Kyaukse,Mon pin Eik,,Exploration,,Mandalay,2014-15
1984,,0.0334,,2014-12-10,076/2014,Baryte,"Eden Energy and Natural 
Resources Development Co.,Ltd",DOM,2014-09-12, Kyaukse,Mon pin Eik,,Exploration,,Mandalay,2014-15
1985,,0.0502,,2014-12-10,077/2014,Baryte,"Eden Energy and Natural 
Resources Development Co.,Ltd",DOM,2014-09-12, Kyaukse,Mon pin Eik,,Exploration,,Mandalay,2014-15
1986,,0.0502,,2014-12-10,078/2014,Baryte,"Eden Energy and Natural 
Resources Development Co.,Ltd",DOM,2014-09-12, Kyaukse,Mon pin Eik,,Exploration,,Mandalay,2014-15
1987,,0.0251,,2014-12-10,079/2014,Baryte,"Eden Energy and Natural 
Resources Development Co.,Ltd",DOM,2014-09-12, Kyaukse,Mon pin Eik,,Exploration,,Mandalay,2014-15
1988,,0.0607,,2015-01-19,015/2015,Marble,"Taung Paw Thu Co.,Ltd",DOM,2016-01-20, Madaya, Kout Yoe Pone,,Exploration,,Mandalay,2014-15
1989,,63.168,,2014-08-29,0299/2013,Gold,"Northen Island Ma Ma Co.,Ltd",DOM,2016-08-28, Yamethin, Takhonkhintan,,Exploration,,Mandalay,2014-15
1990,,1.0217,,2015-02-04,023/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-03,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1991,,,,2015-02-04,024/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-03,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1992,,,,2015-02-04,025/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-03,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1993,,,,2015-02-04,026/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-03,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1994,,,,2015-02-04,027/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-03,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1995,,,,2015-02-04,028/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-03,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1996,,0.0809,,2015-02-04,022/2015,Limestone,"Sayar Gyi Ayin Amyit Co.,Ltd",DOM,2016-02-03,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1997,,0.5644,,2015-02-19,037/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-18,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1998,,0.5017,,2015-02-19,038/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-18,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
1999,,0.3434,,2015-02-19,039/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-18,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
2000,,0.3261,,2015-02-19,040/2015,Coal,"Shwe Myay Di Pa Co.,Ltd",DOM,2016-02-18,Thazi, Kyat Sa Khan,,Exploration,,Mandalay,2014-15
2001,,0.2995,,2015-02-26,045/2015,Marble,"Khine Mar Toe Co.,Ltd",DOM,2016-02-25, Madaya, Thabyaw Taung,,Exploration,,Mandalay,2014-15
2002,,4.6338,,2015-03-06,0030/2015,Antimony,"Shwe Pauk Pauk Mining Co.,Ltd",DOM,2016-03-05, Thazi, Repu,,Exploration,,Mandalay,2014-15
2003,,,,2015-02-11,019/2015,Lead,"NICO Co.,Ltd",DOM,2016-02-10, Madaya, Yaekyiq,,Exploration,,Mandalay,2014-15
2004,,,,,,Marble,"Yar Zar Min Min Co.,Ltd",DOM,, Madaya, Yatkansintaung,,Exploration,,Mandalay,2014-15
2005,,0.4047,,,,Marble,"Khine Mar Toe Co.,Ltd",DOM,, Madaya, Yatkansintaung,,Exploration,,Mandalay,2014-15
2006,,3.6423,,2013-08-13,039/2012,Iron,SoeNaingPhyo Company,DOM,2014-08-12, Shwe Kyin, Sapedo,,Exploration,,Bago,2014-15
2007,,2.0235,,2013-08-13,040/2013,Iron,SoeNaingPhyo Company,DOM,2014-08-12, Shwe Kyin, Bawkahtar,,Exploration,,Bago,2014-15
2008,,0.5011,,2013-11-07,0051/2013,Coal,"Bo Nyunt Yadana Mining Co.,Ltd",DOM,2014-11-06, Min Hla, NgaBatEie,,Exploration,,Magway,2014-15
2009,,0.5011,,2014-11-07,0023/2013,Coal,"Bo Nyunt Yadana Mining Co.,Ltd",DOM,2015-11-06, Min Hla, NgaBatEie,,Exploration,,Magway,2014-15
2010,,0.3344,,2013-11-26,0057/2013,Coal,"Inngyin Taung Co.,Ltd",DOM,2014-11-25, Min Hla, Myothit,,Exploration,,Magway,2014-15
2011,,0.8361,,2013-12-11,062/2013,Coal,Linn Company,DOM,2014-11-12, Min Hla, yengan,,Exploration,,Magway,2014-15
2012,,0.8361,,2014-12-18,0066/2013,Coal,"Than Kaday Aung Co.,Ltd",DOM,2015-06-17, Min Hla, Paytaw,,Exploration,,Magway,2014-15
2013,,0.7972,,2015-01-28,003/2014,Coal,"People Plus Co.,Ltd",DOM,2015-07-27, Mindon, Lel Pu Char,,Exploration,,Magway,2014-15
2014,,1.1539,,2014-01-28,004/2014,Coal,"People Plus Co.,Ltd",DOM,2015-01-27, Mindon, Lel Pu Char,,Exploration,,Magway,2014-15
2015,,0.8361,,2014-04-02,015/2014,Coal,Yarzar Mining Company,DOM,2015-04-01, Min Hla, Kanhtot,,Exploration,,Magway,2014-15
2016,,0.6689,,2014-05-28,026/2014,Coal,"Shwe Thein Eik Mining Co.,Ltd",DOM,2015-05-27, Ngape, Supadaung,,Exploration,,Magway,2014-15
2017,,0.0939,,2014-04-01,023/2014,Coal,"Phone Hla Min Co.,Ltd",DOM,2015-03-31, Min Hla, Satpyar,,Exploration,,Magway,2014-15
2018,,0.0939,,2014-04-01,024/2014,Coal,"Phone Hla Min Co.,Ltd",DOM,2015-03-31, Min Hla, Satpyar,,Exploration,,Magway,2014-15
2019,,0.8361,,2014-06-11,029/2014,Coal,"Win Ahrman Mining Co.,Ltd",DOM,2015-06-10, Min Hla, Kanhtot,,Exploration,,Magway,2014-15
2020,,0.7527,,2014-08-13,038/2014,Coal,"Sai Si One Co.,Ltd",DOM,2014-08-12, Pauk , Palaung,,Exploration,,Magway,2014-15
2021,,0.5261,,2014-08-13,039/2014,Coal,"Sai Si One Co.,Ltd",DOM,2014-08-12, Pauk , Palaung,,Exploration,,Magway,2014-15
2022,,1.7451,,2014-04-11,0159/2014,Coal,"Zest Co.,Ltd",DOM,2016-03-11, Min Hla, yengan,,Exploration,,Magway,2014-15
2023,,0.607,,2014-11-21,068/2014,Coal,"Changere Myanmar Group Co.,Ltd",DOM,2015-11-20, Min Hla,Paytawkone,,Exploration,,Magway,2014-15
2024,,0.8094,,2014-11-21,069/2014,Coal,"Pyay Thit Naing Mining Co.,Ltd",DOM,2015-11-20, Min Hla,Paytawkone,,Exploration,,Magway,2014-15
2025,,0.4047,,2014-11-21,070/2014,Coal,"Pyay Thit Naing Mining Co.,Ltd",DOM,2015-11-20, Min Hla,Paytawkone,,Exploration,,Magway,2014-15
2026,,0.8232,,2014-12-10,074/2014,Coal,U Maw Company,DOM,2015-12-09, Min Hla,Paytawkone,,Exploration,,Magway,2014-15
2027,,0.8361,,2014-12-31,001/2015,Coal,"Carbon Energy Co.,Ltd",DOM,2015-12-30, Min Hla, Kanhtot,,Exploration,,Magway,2014-15
2028,,0.5017,,2014-12-31,002/2015,Coal,"Carbon Energy Co.,Ltd",DOM,2015-12-30, Min Hla, Kanhtot,,Exploration,,Magway,2014-15
2029,,0.8278,,2014-12-31,003/2015,Coal,"Aung Myin Htauk Khaung Co.,Ltd",DOM,2015-12-30, Min Hla, Kanhtot,,Exploration,,Magway,2014-15
2030,,0.3342,,2015-01-21,014/2015,Coal,"Han Htet Industrial Co.,Ltd",DOM,2016-01-20, Mindon, Ngapyawkyaw,,Exploration,,Magway,2014-15
2031,,0.8296,,2015-01-28,018/2015,Coal,Kyaw Swar Company ,DOM,2016-01-27, Min Hla,Kyauksi,,Exploration,,Magway,2014-15
2032,,0.4168,,2015-01-28,019/2015,Coal,Kyaw Swar Company ,DOM,2016-01-27, Min Hla,Kyauksi,,Exploration,,Magway,2014-15
2033,,0.7892,,2015-01-28,020/2015,Coal,Kyaw Swar Company ,DOM,2016-01-27, Min Hla,Kyauksi,,Exploration,,Magway,2014-15
2034,,0.6605,,2015-01-28,,Coal,"Htoo Khant Co.,Ltd",DOM,2016-01-27, Min Hla,Shan Tab,,Exploration,,Magway,2014-15
2035,,,,2015-01-28,,,"People Plus Co.,Ltd",DOM,2016-01-27, Min Hla,Shan Tab,,Exploration,,Magway,2014-15
2036,,5.002,,2013-09-04,0035/2013,Coal,"HtaukKhaungKyaw Mining Co.,Ltd",DOM,2014-09-03, MawLeik, Gawtauk,,Exploration,,Sagaing,2014-15
2037,,8.9033,,2014-09-25,0043/2013,Coal,SoeNaingPhyo Company,DOM,2014-09-24, Tamue, Patthar,,Exploration,,Sagaing,2014-15
2038,,8.4283,,2013-09-25,0042/2013,Coal,"Tun Tauk Sa Industrial Co.,Ltd",DOM,2014-09-24, Tamue, Patthar,,Exploration,,Sagaing,2014-15
2039,,0.4047,,2013-11-21,0054/2013,Coal,Ngwe Nagar Mining,DOM,2014-11-20, Kalewa, Fanfar,,Exploration,,Sagaing,2014-15
2040,,0.8094,,2013-12-04,0059/2013,Coal,"Kan Pwint Oo Mining Co.,Ltd",DOM,2014-12-03, Kalewa, Yhar Thar,,Exploration,,Sagaing,2014-15
2041,,0.7285,,2013-12-30,001/2014,Coal,"Mawshan Myanmar Co.,Ltd",DOM,2014-12-29, MawLeik, Mawku,,Exploration,,Sagaing,2014-15
2042,,0.6677,,2013-12-30,002/2014,Coal,"Mawshan Myanmar Co.,Ltd",DOM,2014-12-29, MawLeik, Mawku,,Exploration,,Sagaing,2014-15
2043,,2.3485,,2015-02-05,006/2014,Coal,"Jewellery Luck Co.,Ltd",DOM,2016-02-04, MawLeik, Mawku,,Exploration,,Sagaing,2014-15
2044,,2.5981,,2015-02-05,007/2014,Coal,"Jewellery Luck Co.,Ltd",DOM,2016-02-04, MawLeik, Mawku,,Exploration,,Sagaing,2014-15
2045,,0.8672,,2014-05-14,022/2014,Coal,"Kan Pwint Oo Mining Co.,Ltd",DOM,2015-05-12, Kalawa, Phaluzawa,,Exploration,,Sagaing,2014-15
2046,,0.1065,,2014-05-28,0089/2014,Copper,"Sichuam Chuandi Myanmar 
Co.,Ltd",DOM,2018-05-26, Kawlin," Kyauk Phyar Kaw 
Taung",,Exploration,,Sagaing,2014-15
2047,,,,2013-09-05,012/2013,Gold and Copper,"Daweo Precius Resources Co.,Ltd",DOM,2016-09-04, Kawlin, ShanKalone,,Exploration,,Sagaing,2014-15
2048,,0.777,,2014-06-18,0012/2014,Coal,"Mandalay Golden Friend Mining Co.,Ltd",DOM,2015-06-17, Kalewa, Phaluzawa,,Exploration,,Sagaing,2014-15
2049,,54.6499,,2014-10-18,0300/2013,Gold,"Eternal Mining Co.,Ltd",DOM,2015-10-17, Bamouk, Kabalu,,Exploration,,Sagaing,2014-15
2050,,84.5042,,2012-10-28,0226/2012,Gold,"Eternal Mining Co.,Ltd",DOM,2013-10-27, Bamouk, Kabalu,,Exploration,,Sagaing,2014-15
2051,,1.3517,,2013-08-28,001/2011,Gold,"Nobel Gold  Co.,Ltd",DOM,2014-02-27, Bamouk, Kabalu,,Exploration,,Sagaing,2014-15
2052,,0.1821,,2014-09-10,043/2014,Coal,Koe Kant Shwe Nagar ,DOM,2015-09-09, Kalewa, Yhar Thar,,Exploration,,Sagaing,2014-15
2053,,0.4047,,2014-09-24,049/2014,Coal,"Htoo Han Thit Mining Co.,Ltd",DOM,2015-09-23, Kalewa, Moemakha,,Exploration,,Sagaing,2014-15
2054,,,,2014-11-12,060/2014,Coal,Htoo Myat Thu Company,DOM,2015-11-11,Kalay, KhoneTha,,Exploration,,Sagaing,2014-15
2055,,,,2014-11-12,061/2014,Coal,Htoo Myat Thu Company,DOM,2015-11-11,Kalay, KhoneTha,,Exploration,,Sagaing,2014-15
2056,,,,2014-11-12,062/2014,Coal,Htoo Myat Thu Company,DOM,2015-11-11,Kalay, KhoneTha,,Exploration,,Sagaing,2014-15
2057,,,,2014-11-12,063/2014,Coal,Htoo Myat Thu Company,DOM,2015-11-11,Kalay, KhoneTha,,Exploration,,Sagaing,2014-15
2058,,,,2014-11-12,064/2014,Coal,Htoo Myat Thu Company,DOM,2015-11-11,Kalay, KhoneTha,,Exploration,,Sagaing,2014-15
2059,,,,2014-11-12,065/2014,Coal,Htoo Myat Thu Company,DOM,2015-11-11,Kalay, KhoneTha,,Exploration,,Sagaing,2014-15
2060,,0.6597,,2014-11-21,071/2014,Coal,"Shwe yadanar Pone Seik Kein 
Co.,Ltd",DOM,2015-11-20, Pinlebu, Sinloung,,Exploration,,Sagaing,2014-15
2061,,0.2509,,2014-11-21,072/2014,Coal,"Shwe yadanar Pone Seik Kein 
Co.,Ltd",DOM,2015-11-20, Pinlebu, Sinloung,,Exploration,,Sagaing,2014-15
2062,,0.8094,,2015-01-15,006/2015,Coal,"Ngwe Kabar Hein Co.,Ltd",DOM,2016-01-14, Kalay, U Yin Chaung,,Exploration,,Sagaing,2014-15
2063,,0.8094,,2015-01-15,007/2015,Coal,"Ngwe Kabar Hein Co.,Ltd",DOM,2016-01-14, Kalay, U Yin Chaung,,Exploration,,Sagaing,2014-15
2064,,0.8094,,2015-01-15,008/2015,Coal,"Ngwe Kabar Hein Co.,Ltd",DOM,2016-01-14, Kalay, U Yin Chaung,,Exploration,,Sagaing,2014-15
2065,,0.0203,,2015-01-21,012/2015,Limestone,"Khine Min Khant Soe Production Co.,Ltd",DOM,2016-01-20, Htee Chaint, Chung Taung,,Exploration,,Sagaing,2014-15
2066,,0.0511,,2015-01-28,020/2015,Industrial Clay,Mt.Thayet Myae Phyu Cooparative,DOM,2016-01-27, Yin Mar Pin, Mt.Thayat,,Exploration,,Sagaing,2014-15
2067,,0.1275,,2015-02-04,026/2015,Coal,"Kan Pwint Oo Mining Co.,Ltd",DOM,2016-02-03, Kalawa , Yhar Thar,,Exploration,,Sagaing,2014-15
2068,,,,,,Coal,"Ngwe Kabar Hein Co.,Ltd",DOM,, Khin Oo , Thin Paund,,Exploration,,Sagaing,2014-15
2069,,0.1538,,2013-10-22,0206/2012,Tin and Tungsten,"Easten Production Mining Co.,Ltd",DOM,2014-10-21, Dawei, Pyarswetaung,,Exploration,,Tanintharyi,2014-15
2070,,40.0,,2012-12-18,003/2012,Tin and Tungsten,De Rui Feng Investmint Co.Ltd,DOM,2015-12-17, Dawei, Pyarswetaung,,Exploration,,Tanintharyi,2014-15
2071,,0.2008,,2014-07-23,0041/2013,Tin and Tungsten,Land Earth Mining Co,DOM,2015-07-22, Kaw Thaung, Bokepyin,,Exploration,,Tanintharyi,2014-15
2072,,0.2008,,2014-07-23,0042/2013,Tin and Tungsten,Land Earth Mining Co,DOM,2015-07-22, Kaw Thaung, Bokepyin,,Exploration,,Tanintharyi,2014-15
2073,,0.2008,,2014-07-23,0043/2013,Tin and Tungsten,Land Earth Mining Co,DOM,2015-07-22, Kaw Thaung, Bokepyin,,Exploration,,Tanintharyi,2014-15
2074,,0.2008,,2014-07-23,0044/2013,Tin and Tungsten,Land Earth Mining Co,DOM,2015-07-22, Kaw Thaung, Bokepyin,,Exploration,,Tanintharyi,2014-15
2075,,0.2008,,2014-07-23,0045/2013,Tin and Tungsten,Land Earth Mining Co,DOM,2015-07-22, Kaw Thaung, Bokepyin,,Exploration,,Tanintharyi,2014-15
2076,,0.2008,,2014-07-23,0046/2013,Tin and Tungsten,Land Earth Mining Co,DOM,2015-07-22, Kaw Thaung, Bokepyin,,Exploration,,Tanintharyi,2014-15
2077,,1.2809,,2014-09-18,0258/2013,Tin and Tungsten,AungDanaThukha,DOM,2015-09-17, Bokepyin, Manoyone,,Exploration,,Tanintharyi,2014-15
2078,,1.2809,,2014-09-18,0259/2013,Tin and Tungsten,AungDanaThukha,DOM,2015-09-17, Bokepyin, Manoyone,,Exploration,,Tanintharyi,2014-15
2079,,1.2809,,2014-09-18,0260/2013,Tin and Tungsten,AungDanaThukha,DOM,2015-09-17, Bokepyin, Manoyone,,Exploration,,Tanintharyi,2014-15
2080,,1.2809,,2014-09-18,0261/2013,Tin and Tungsten,AungDanaThukha,DOM,2015-09-17, Bokepyin, Manoyone,,Exploration,,Tanintharyi,2014-15
2081,,1.2809,,2014-09-18,0262/2013,Tin and Tungsten,AungDanaThukha,DOM,2015-09-17, Bokepyin, Manoyone,,Exploration,,Tanintharyi,2014-15
2082,,1.2809,,2014-09-18,0263/2013,Tin and Tungsten,AungDanaThukha,DOM,2015-09-17, Bokepyin, Manoyone,,Exploration,,Tanintharyi,2014-15
