Code/Ref,Company_Name_cl,License_type_cl,Date of application,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,location_working 4,Coordinates of the license area,Column 11
0271/2013,"Quartz Seven Co.,Ltd",Exploration,,2014-10-02T00:00:00Z,2014-10-02,2015-10-01T00:00:00Z,2015-10-01,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10 - (580864, 586864, 586860, 580860)",
0272/2013,"Quartz Seven Co.,Ltd",Exploration,,2014-10-02T00:00:00Z,2014-10-02,2015-10-01T00:00:00Z,2015-10-01,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10 - (575859, 581859, 581855, 575855)",
0318/2013,"Yine Yoat Mining Co.,Ltd",Exploration,,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Antimony,Antimony,0.0999,0.0999,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93L/15 - (763747, 757747, 757751, 763751)",
0319/2013,"Yine Yoat Mining Co.,Ltd",Exploration,,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Antimony,Antimony,0.1999,0.1999,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93L/15 - (763753, 757753, 757757, 763757)",
004/2014,"Shwe Larhu Co.,Ltd",Exploration,,2015-01-08T00:00:00Z,2015-01-08,2016-01-07T00:00:00Z,2016-01-07,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93L/15 - (810716, 815716, 815711, 810711)",
005/2014,"Shwe Larhu Co.,Ltd",Exploration,,2015-01-08T00:00:00Z,2015-01-08,2016-01-07T00:00:00Z,2016-01-07,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93L/15 - (816715, 821715, 822710, 817710)",
006/2014,"Shwe Larhu Co.,Ltd",Exploration,,2014-01-08T00:00:00Z,2014-01-08,2015-01-07T00:00:00Z,2015-01-07,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,93L/15 ,
007/2014,"Shwe Larhu Co.,Ltd",Exploration,,2014-01-08T00:00:00Z,2014-01-08,2015-01-07T00:00:00Z,2015-01-07,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,93L/15 ,
008/2014,"Shwe Larhu Co.,Ltd",Exploration,,2015-01-08T00:00:00Z,2015-01-08,2016-01-07T00:00:00Z,2016-01-07,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93 L/15 - (746763, 751763, 751758, 746758)",
009/2014,"Shwe Larhu Co.,Ltd",Exploration,,2015-01-08T00:00:00Z,2015-01-08,2016-01-07T00:00:00Z,2016-01-07,Antimony,Antimony,0.2003,0.2003,"Shan East, Mongton, Lwal Kham Lon",Shan, Mongton, Lwal Kham Lon,,"93 L/15 - (752763, 757763, 757758, 752758)",
0037/2014,Hnin Hnin Lwin,Exploration,,2014-03-04T00:00:00Z,2014-03-04,2015-03-03T00:00:00Z,2015-03-03,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkannwe",Shan, Mongton, Mongkannwe,,"93 L/10+14 - (576016, 580016, 580010, 576010)",
0038/2014,Hnin Hnin Lwin,Exploration,,2014-03-04T00:00:00Z,2014-03-04,2015-03-03T00:00:00Z,2015-03-03,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkannwe",Shan, Mongton, Mongkannwe,,"93 L/10+14 - (575008, 579008, 579002, 575002)",
0039/2014,Hnin Hnin Lwin,Exploration,,2014-03-04T00:00:00Z,2014-03-04,2015-03-03T00:00:00Z,2015-03-03,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkannwe",Shan, Mongton, Mongkannwe,,"93 L/10+14 - (573000, 577000, 577995, 573994)",
0060/2014,Myanmar Horbone Mining,Exploration,,2014-03-06T00:00:00Z,2014-03-06,2016-03-05T00:00:00Z,2016-03-05,Iron,Iron,2.0235,2.0235,"Shan East, Mongyong, Hwaypha",Shan, Mongyong, Hwaypha,,"102 C/8 - (427694, 438694, 438717, 427717)",
0042/2014,"Kya Kyate Lon Co.,Ltd",Exploration,,2014-03-26T00:00:00Z,2014-03-26,2015-03-25T00:00:00Z,2015-03-25,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10 - (554875, 558875, 558869, 554869)",
0043/2014,"Kya Kyate Lon Co.,Ltd",Exploration,,2014-03-26T00:00:00Z,2014-03-26,2015-03-25T00:00:00Z,2015-03-25,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10 - (560875, 564875, 564869, 560869)",
0044/2014,"Kya Kyate Lon Co.,Ltd",Exploration,,2014-03-26T00:00:00Z,2014-03-26,2015-03-25T00:00:00Z,2015-03-25,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10 - (566875, 570875, 572869, 566869)",
0072/2014,"Loiphara Co.,Ltd",Exploration,,2014-04-09T00:00:00Z,2014-04-09,2015-04-08T00:00:00Z,2015-04-08,Tin-Tungstem,Tin and Tungsten,0.2007,0.2007,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10+14 - (571876, 574876, 574868, 571868)",
0073/2014,"Loiphara Co.,Ltd",Exploration,,2014-04-09T00:00:00Z,2014-04-09,2015-04-08T00:00:00Z,2015-04-08,Tin-Tungstem,Tin and Tungsten,0.2007,0.2007,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10+14 - (573867, 585867, 585865, 573865)",
0074/2014,"Loiphara Co.,Ltd",Exploration,,2014-04-09T00:00:00Z,2014-04-09,2015-04-08T00:00:00Z,2015-04-08,Tin-Tungstem,Tin and Tungsten,0.2007,0.2007,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10+14 - (566867, 572867, 572863, 566863)",
0075/2014,"Loiphara Co.,Ltd",Exploration,,2014-04-09T00:00:00Z,2014-04-09,2015-04-08T00:00:00Z,2015-04-08,Tin-Tungstem,Tin and Tungsten,0.2007,0.2007,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10+14 - (571881, 579881, 579878, 571878)",
0096/2014,Pyae Phyo Kywe,Exploration,,2014-05-21T00:00:00Z,2014-05-21,2015-05-20T00:00:00Z,2015-05-20,Tin-Tungstem,Tin and Tungsten,0.2006,0.2006,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin,,"93 L/10+14 - (577022, 581022, 581017, 577017)",
0097/2014,Pyae Phyo Kywe,Exploration,,2014-05-21T00:00:00Z,2014-05-21,2015-05-20T00:00:00Z,2015-05-20,Tin-Tungstem,Tin and Tungsten,0.2006,0.2006,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin,,"93 L/10+14 - (583016, 587016, 587010, 583010)",
0098/2014,Pyae Phyo Kywe,Exploration,,2014-05-21T00:00:00Z,2014-05-21,2015-05-20T00:00:00Z,2015-05-20,Tin-Tungstem,Tin and Tungsten,0.2006,0.2006,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin,,"93 L/10+14 - (589015, 593015, 593009, 589009)",
0099/2014,Pyae Phyo Kywe,Exploration,,2014-05-21T00:00:00Z,2014-05-21,2015-05-20T00:00:00Z,2015-05-20,Tin-Tungstem,Tin and Tungsten,0.2006,0.2006,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin,,"93 L/10+14 - (576842, 580842, 580836, 576836)",
0100/2014,Pyae Phyo Kywe,Exploration,,2014-05-21T00:00:00Z,2014-05-21,2015-05-20T00:00:00Z,2015-05-20,Tin-Tungstem,Tin and Tungsten,0.2006,0.2006,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin,,"93 L/10+14 - (581847, 585847, 585841, 581841)",
0101/2014,Pyae Phyo Kywe,Exploration,,2014-05-21T00:00:00Z,2014-05-21,2015-05-20T00:00:00Z,2015-05-20,Tin-Tungstem,Tin and Tungsten,0.2006,0.2006,"Shan East, Mongton, Mongkan Kwinpyin",Shan, Mongton, Mongkan Kwinpyin,,"93 L/10+14 - (581840, 585840, 585834, 581834)",
0117/2014,"Royal  Light  Ron Ann Co.,Ltd",Exploration,,2014-06-19T00:00:00Z,2014-06-19,2016-06-18T00:00:00Z,2016-06-18,Iron,Iron,2.0235,2.0235,"Shan East, Mongyong, Hwepha",Shan, Mongyong, Hwepha,,"102 C/8 - (403689, 403672, 389665, 389681, 398689)",
0124/2014,"Aung Lan Dagon Co.,Ltd",Exploration,,2014-08-19T00:00:00Z,2014-08-19,2015-08-18T00:00:00Z,2015-08-18,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10+14 - (587996, 592998, 595996, 588992)",
0125/2014,"Aung Lan Dagon Co.,Ltd",Exploration,,2014-08-19T00:00:00Z,2014-08-19,2015-08-18T00:00:00Z,2015-08-18,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10+14 - (587996, 592998, 595996, 588992)",
0158/2014,"Sai Wanna Mining Co.,Ltd",Exploration,,2014-10-22T00:00:00Z,2014-10-22,2015-10-21T00:00:00Z,2015-10-21,Lead Zinc,Lead and Zinc,0.1902,0.1902,"Shan East, Tachilik, Mongkoe",Shan, Tachilik, Mongkoe,,93 L/14,
0150/2014,"Golden Tiger White Co.,Ltd",Exploration,,2014-10-22T00:00:00Z,2014-10-22,2015-10-21T00:00:00Z,2015-10-21,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10+14 - (568862, 572862, 572856, 568856)",
0151/2014,"Golden Tiger White Co.,Ltd",Exploration,,2014-10-22T00:00:00Z,2014-10-22,2015-10-21T00:00:00Z,2015-10-21,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10+14 - (568855, 574855, 574851, 568851)",
0152/2014,"Golden Tiger White Co.,Ltd",Exploration,,2014-10-22T00:00:00Z,2014-10-22,2015-10-21T00:00:00Z,2015-10-21,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,"93 L/10+14 - (576854, 582854, 582850, 576850)",
0153/2014,"Tat Tun Co.,Ltd",Exploration,,2014-10-22T00:00:00Z,2014-10-22,2015-10-21T00:00:00Z,2015-10-21,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin,,"93 L/10+14 - (565900, 569900, 569894, 565894)",
0154/2014,"Tat Tun Co.,Ltd",Exploration,,2014-10-22T00:00:00Z,2014-10-22,2015-10-21T00:00:00Z,2015-10-21,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin,,"93 L/10+14 - (572901, 576901, 576895, 572895)",
0155/2014,"Tat Tun Co.,Ltd",Exploration,,2014-10-22T00:00:00Z,2014-10-22,2015-10-21T00:00:00Z,2015-10-21,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin,,"93 L/10+14 - (570894, 578894, 578891, 570891)",
0156/2014,"Tat Tun Co.,Ltd",Exploration,,2014-10-22T00:00:00Z,2014-10-22,2015-10-21T00:00:00Z,2015-10-21,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin,,"93 L/10+14 - (565893, 569893, 569887, 565887)",
0157/2014,"Tat Tun Co.,Ltd",Exploration,,2014-10-22T00:00:00Z,2014-10-22,2015-10-21T00:00:00Z,2015-10-21,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin,,"93 L/10+14 - (571890, 575890, 575884, 571884)",
0168/2014,"Loiphara Co.,Ltd",Exploration,,2014-12-24T00:00:00Z,2014-12-24,23/23/2015,2015-12-23,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin,,"93 L/10+14 - (599969, 603969, 603963, 599963)",
0169/2014,"Loiphara Co.,Ltd",Exploration,,2014-12-24T00:00:00Z,2014-12-24,23/23/2015,2015-12-23,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin,,"93 L/10+14 - (600996, 606996, 606992, 600992)",
0170/2014,"Loiphara Co.,Ltd",Exploration,,2014-12-24T00:00:00Z,2014-12-24,23/23/2015,2015-12-23,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin,,"93 L/10+14 - (600990, 606990, 606986, 600986)",
0171/2014,"Loiphara Co.,Ltd",Exploration,,2014-12-24T00:00:00Z,2014-12-24,23/23/2015,2015-12-23,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, MongkanKwinpyin",Shan, Mongton, MongkanKwinpyin,,"93 L/10+14 - (607999, 610999, 610991, 607991)",
031/2015,"Nam Yun Mining Co.,Ltd",Exploration,,2015-02-11T00:00:00Z,2015-02-11,10/2/106,2016-10-02,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Mong Phyt , Nam Nan",Shan, Mong Phyt , Nam Nan,,93 P/13,
032/3015,"Nam Yun Mining Co.,Ltd",Exploration,,2015-02-11T00:00:00Z,2015-02-11,10/2/106,2016-10-02,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Mong Phyt , Nam Nan",Shan, Mong Phyt , Nam Nan,,93 P/13,
033/3015,"Nam Yun Mining Co.,Ltd",Exploration,,2015-02-11T00:00:00Z,2015-02-11,10/2/106,2016-10-02,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Mong Phyt , Nam Nan",Shan, Mong Phyt , Nam Nan,,93 P/13,
034/2015,"Nam Yun Mining Co.,Ltd",Exploration,,2015-02-11T00:00:00Z,2015-02-11,10/2/106,2016-10-02,Manganese Dioxide,Manganese Dioxide,0.2003,0.2003,"Shan East, Mong Phyt , Nam Nan",Shan, Mong Phyt , Nam Nan,,93 P/13,
032/2015,"Kaung Min Co.,Ltd",Exploration,,2015-03-12T00:00:00Z,2015-03-12,2016-03-10T00:00:00Z,2016-03-10,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan East, Mongton, Mongkan",Shan, Mongton, Mongkan,,93 L/14,
0182/2012,"Yadanar Zayar Mining Co.,Ltd",Exploration,,2013-09-01T00:00:00Z,2013-09-01,2014-08-21T00:00:00Z,2014-08-21,Lead,Lead,0.2003,0.2003,"Shan
(South), Ywangan, Htoathtoye",Shan, Ywangan, Htoathtoye,,"93 C/ 7 - (917798, 922790, 922785, 917785)",
0184/2012,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,,2014-03-14T00:00:00Z,2014-03-14,2015-03-13T00:00:00Z,2015-03-13,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Hopone, Kyauk tan",Shan, Hopone, Kyauk tan,,93 H/ 5,
0185/2012,"Marching to the Golden Land 
Mining Co.,Ltd",Exploration,,2014-03-14T00:00:00Z,2014-03-14,2015-03-13T00:00:00Z,2015-03-13,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Hopone, Kyauk tan",Shan, Hopone, Kyauk tan,,93 H/ 5,
0195/2012,"Kaung Tan Mining Co.,Ltd",Exploration,,2013-10-02T00:00:00Z,2013-10-02,2014-10-01T00:00:00Z,2014-10-01,Lead,Lead,0.2003,0.2003,"Shan
(South), Yatsouk, Yantwinngakyaung",Shan, Yatsouk, Yantwinngakyaung,,"93 C/ 16 - (430485, 435485, 435480, 430480)",
0196/2012,"Kaung Tan Mining Co.,Ltd",Exploration,,2013-10-02T00:00:00Z,2013-10-02,2014-10-01T00:00:00Z,2014-10-01,Lead,Lead,0.2003,0.2003,"Shan
(South), Yatsouk, Yantwinngakyaung",Shan, Yatsouk, Yantwinngakyaung,,"93 C/ 16 - (430479, 435479, 435475, 430475)",
0197/2012,"6 Flowr Mining Co.,Ltd",Exploration,,2013-09-30T00:00:00Z,2013-09-30,2014-10-01T00:00:00Z,2014-10-01,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Hopone, Sangaw",Shan, Hopone, Sangaw,,"93 H/ 5 - (948167, 948170, 957170, 957167)",
0222/2012,"Shwe Sin Aung Myay Mining Co.,Ltd",Exploration,,2013-11-08T00:00:00Z,2013-11-08,2014-11-07T00:00:00Z,2014-11-07,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan
(South), Kalaw, Bawsin",Shan, Kalaw, Bawsin,,"93 D/9 - (174447, 178447, 178442, 174442)",
0227/2012,"Shwe Sin Aung Myay Mining Co.,Ltd",Exploration,,2014-05-23T00:00:00Z,2014-05-23,2015-05-22T00:00:00Z,2015-05-22,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan
(South), Kalaw, Bawsin",Shan, Kalaw, Bawsin,,"93 D/ 14 - (403995, 408995, 408990, 403990)",
0228/2012,"Shwe Sin Aung Myay Mining Co.,Ltd",Exploration,,2014-05-23T00:00:00Z,2014-05-23,2015-05-22T00:00:00Z,2015-05-22,Tin-Tungstem,Tin and Tungsten,0.2003,0.2003,"Shan
(South), Kalaw, Bawsin",Shan, Kalaw, Bawsin,,"93 D/14 - (395995, 402995, 395992, 402992)",
0235/2012,"Ruby Dragon Mining Co.,Ltd",Exploration,,2014-11-22T00:00:00Z,2014-11-22,2015-11-21T00:00:00Z,2015-11-21,Antimony,Antimony,3.9984,3.9984,"Shan
(South), Yatsouk, Yantwinngakyaung",Shan, Yatsouk, Yantwinngakyaung,,"93 G/4 - Block (1)(625551, 630551, 630546, 625546) & Block (2)(625557, 628557, 628551, 625551) 93 H/ 5+6 - Block (3)(931153, 934151, 932147, 927149) Block(4) (935150, 939147, 936143, 933146)& Block (5)(917156, 922153, 919149, 915152)",
0040/2013,"Tain Shwim Mining Co.,Ltd",Exploration,,2014-09-18T00:00:00Z,2014-09-18,2015-09-17T00:00:00Z,2015-09-17,Coal,Coal,0.1862,0.1862,"Shan
(South), Kalaw, Naung Ye",Shan, Kalaw, Naung Ye,,"93 D/9 - (066162, 071162, 071157, 066157)",
0041/2013,"Tain Shwim Mining Co.,Ltd",Exploration,,2014-09-18T00:00:00Z,2014-09-18,2015-09-17T00:00:00Z,2015-09-17,Coal,Coal,0.1862,0.1862,"Shan
(South), Kalaw, Naung Ye",Shan, Kalaw, Naung Ye,,"93 D/9 - (068152, 073152, 073157, 068157)",
0046/2013,"Loi Lein Mining Co.,Ltd",Exploration,,2014-10-09T00:00:00Z,2014-10-09,2014-10-08T00:00:00Z,2014-10-08,Coal,Coal,0.2003,0.2003,"Shan
(South), Mongsu, Hypa",Shan, Mongsu, Hypa,,"93 K/5 - (100359, 105359, 105365, 100365)",
0047/2013,"Loi Lein Mining Co.,Ltd",Exploration,,2014-10-09T00:00:00Z,2014-10-09,2014-10-08T00:00:00Z,2014-10-08,Coal,Coal,0.2003,0.2003,"Shan
(South), Mongsu, Hypa",Shan, Mongsu, Hypa,,"93 K/5 - (095349, 099349, 099355, 095355)",
0056/2013,"Pyae Lyan Paing Mining Co.,Ltd",Exploration,,2014-08-06T00:00:00Z,2014-08-06,2015-08-05T00:00:00Z,2015-08-05,Lead,Lead,0.2003,0.2003,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing,,"93D/13 - (396417, 400417, 400413, 398",
0057/2013,"Shwe Htee Yeik Mining Co.,Ltd",Exploration,,2014-08-06T00:00:00Z,2014-08-06,2015-08-05T00:00:00Z,2015-08-05,Lead,Lead,0.2003,0.2003,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing,,"93 D/ 16 - (351482, 352486, 357486, 356481)",
0060/2013,"Thar Su Mining Co.,Ltd",Exploration,,2013-12-11T00:00:00Z,2013-12-11,2014-12-10T00:00:00Z,2014-12-10,Coal,Coal,0.2003,0.2003,"Shan
(South), Kalaw, Wat Phyu",Shan, Kalaw, Wat Phyu,,"93 D/9 - (021164, 026164, 026159, 021159)",
0061/2013,"Thar Su Mining Co.,Ltd",Exploration,,2013-12-11T00:00:00Z,2013-12-11,2014-12-10T00:00:00Z,2014-12-10,Coal,Coal,0.2003,0.2003,"Shan
(South), Kalaw, Wat Phyu",Shan, Kalaw, Wat Phyu,,"93 D/9 - (027170, 029170, 029160, 027160)",
0080/2013,"Shwe Li Mahar Co.,Ltd",Exploration,,2014-09-13T00:00:00Z,2014-09-13,2015-09-12T00:00:00Z,2015-09-12,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Pindaya, Menal Taung",Shan, Pindaya, Menal Taung,,"93 C/12 - (158473, 160476, 164473, 162470)",
0188/2013,"Loi Lein Mining Co.,Ltd",Exploration,,2014-10-10T00:00:00Z,2014-10-10,2015-10-09T00:00:00Z,2015-10-09,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Mongsu, Hypa",Shan, Mongsu, Hypa,,"93 K/5 - (090335, 095335, 095340, 090340)",
0189/2013,"Loi Lein Mining Co.,Ltd",Exploration,,2014-10-10T00:00:00Z,2014-10-10,2015-10-09T00:00:00Z,2015-10-09,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Mongsu, Hypa",Shan, Mongsu, Hypa,,"93 K/5 - (090341, 095341, 095345, 090345)",
0196/2013,Shwe Lar Taung,Exploration,,2014-12-11T00:00:00Z,2014-12-11,2015-12-10T00:00:00Z,2015-12-10,Lead,Lead,0.2003,0.2003,"Shan
(South), Ywangan , Htoathtoye",Shan, Ywangan , Htoathtoye,,"93 C/7 - (913792, 917790, 915787, 912788)",
0197/2013,"Nagar Khan Hti Mining Co.,Ltd",Exploration,,2013-12-11T00:00:00Z,2013-12-11,2014-12-10T00:00:00Z,2014-12-10,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom,,"93 G/8 - (88500, 890502, 890495, 885495)",
0198/2013,"Linn & Latt Mining Co.,Ltd",Exploration,,2013-12-11T00:00:00Z,2013-12-11,2014-12-10T00:00:00Z,2014-12-10,Lead,Lead,0.2003,0.2003,"Shan
(South), Kalaw, Kyaukhtet",Shan, Kalaw, Kyaukhtet,,"93 D/13 - (337250, 342250, 342245, 337245)",
0199/2013,"Linn & Latt Mining Co.,Ltd",Exploration,,2014-06-11T00:00:00Z,2014-06-11,2015-12-10T00:00:00Z,2015-12-10,Lead,Lead,0.2003,0.2003,"Shan
(South), Kalaw, Kyaukhtet",Shan, Kalaw, Kyaukhtet,,"93 D/13 - (355217, 357217, 361212, 358210)",
0214/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,,2014-12-19T00:00:00Z,2014-12-19,2015-12-18T00:00:00Z,2015-12-18,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom,,"93 G/4 - (875495, 880495, 880491, 875491)",
0215/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,,2014-12-19T00:00:00Z,2014-12-19,2015-12-18T00:00:00Z,2015-12-18,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom,,"93 G/4+8 - (875490, 880490, 880486, 875486)",
0216/2013,"Ruby Dragon Mining Co.,Ltd",Exploration,,2014-12-19T00:00:00Z,2014-12-19,2015-12-18T00:00:00Z,2015-12-18,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Hopone, Moukmoom",Shan, Hopone, Moukmoom,,"93 G/4+8 - ( 881485, 885485, 885480, 881480)",
0228/2013,"Good Plus Star Mining Co.,Ltd",Exploration,,2015-01-12T00:00:00Z,2015-01-12,2016-01-11T00:00:00Z,2016-01-11,Lead,Lead,0.1376,0.1376,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing,,"93 C/16 - (409471, 411471, 414468, 414468, 409467)",
0229/2013,"Good Plus Star Mining Co.,Ltd",Exploration,,2015-01-12T00:00:00Z,2015-01-12,2016-01-11T00:00:00Z,2016-01-11,Lead,Lead,0.1538,0.1538,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing,,"93 C/ - (408466, 414466, 414464, 409464)",
0232/2013,"Southern Shan Mining Co.,Ltd",Exploration,,2014-01-18T00:00:00Z,2014-01-18,2015-01-17T00:00:00Z,2015-01-17,Lead,Lead,0.2003,0.2003,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing,,"93 D/13 - (362487, 366486, 368490, 364492)",
0233/2013,"Th Kha Myitta Myat Yadanar 
Mining Co.,Ltd",Exploration,,2015-07-30T00:00:00Z,2015-07-30,2016-01-29T00:00:00Z,2016-01-29,Lead,Lead,0.2003,0.2003,"Shan
(South), Sesai, Lwal Put",Shan, Sesai, Lwal Put,,"93 H/6 - (885051, 890051, 890046, 885046)",
0213/2013,"Shwe Htee Yeik Mining Co.,Ltd",Exploration,,2014-12-19T00:00:00Z,2014-12-19,2014-12-18T00:00:00Z,2014-12-18,Antimony,Antimony,0.2003,0.2003,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing,,"93 G/ 4+8 - (875450875445, 880445, 880450)",
0242/2013,"Shwe Htee Yeik Mining Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2014-08-06T00:00:00Z,2014-08-06,Lead,Lead,0.2003,0.2003,"Shan
(South), Kalaw, Bawsaing",Shan, Kalaw, Bawsaing,,"93 C/16 - (352486, 353491, 358490, 357486)",
0243/2013,"Shwe Lar Taung Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Lead,Lead,0.2003,0.2003,"Shan
(South), Ywangan , KyaukPone",Shan, Ywangan , KyaukPone,,"93 C/12- (062657, 066657, 066652, 062652)",
0244/2013,"Shwe Lar Taung Co.,Ltd",Exploration,,2014-08-07T00:00:00Z,2014-08-07,2015-08-06T00:00:00Z,2015-08-06,Lead,Lead,0.2003,0.2003,"Shan
(South), Ywangan , KyaukPone",Shan, Ywangan , KyaukPone,,"93 C/12- (067659, 071659, 071654, 067654)",
