Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_type_cl,Year,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
,, 0.08 ,2016-01-28,0044/2015,Gold,"Myanmar Economic
Holding  Ltd",,2017-01-27,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2016-01-28,0045/2015,Gold,"Myanmar Economic
Holding  Ltd",,2017-01-27,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2016-03-12,0070/2015,Gold,Shwe Taung Nyunt,,2017-03-11,First-come-first-serve,2016-17,,Mandalay,Singu,Nat Taung,
,, 0.08 ,2016-03-18,0075/2015,Gold,Tun Shwe Sin,,2017-03-17,First-come-first-serve,2016-17,,Mandalay,Singu,,
,, 0.08 ,2016-03-18,0076/2015,Gold,Tun Shwe Sin,,2017-03-17,First-come-first-serve,2016-17,,Mandalay,Singu,,
,, 0.08 ,2016-03-25,0085/2015,Gold,NiLar Linn Lat,,2017-03-24,First-come-first-serve,2016-17,,Mandalay,Madayar,,
,, 0.08 ,2016-04-29,0096/2015,Gold,Goal Winner association,,2017-04-28,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2016-04-29,0097/2015,Gold,Goal Winner association,,2017-04-28,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2015-05-13,0106/2015,Gold,Myanmar Geo Land,,2016-05-12,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,7 miles,
,, 0.06 ,2015-05-27,0117/2015,Gold,Shwe Win Naing,,2016-05-26,First-come-first-serve,2016-17,,Mandalay,Singu,Shoutpinyoe,
,, 0.08 ,1900-01-24,0134/2015,Gold,ShweMoeSanEine,,2016-06-23,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,7 miles,
,, 0.08 ,2015-07-01,0135/2015,Gold,"YaungChaeNagar mining Co.,Ltd",,2016-06-30,First-come-first-serve,2016-17,,Mandalay,Singu,Shoutpinyoe,
,, 0.04 ,2015-07-29,0158/2015,Gold,Win Win Htein,,2016-07-28,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,7 miles,
,, 0.05 ,2015-08-12,0166/2015,Gold,"Myanmar Economic 
Holding Ltd",,2016-08-11,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.03 ,2015-08-12,0167/2015,Gold,"Myanmar Economic 
Holding Ltd",,2016-08-11,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.03 ,2015-08-12,0168/2015,Gold,"Myanmar Economic 
Holding Ltd",,2016-08-11,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2015-08-19,0171/2015,Gold,Apha Yate,,2016-08-18,First-come-first-serve,2016-17,,Mandalay,Singu,Nga Pyin Inn,
,, 0.05 ,2015-11-11,0216/2015,Gold,Wai Linn Htike,,2016-11-10,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2015-12-02,0221/2015,Gold,Shwe Taung Nyount,,2016-12-01,First-come-first-serve,2016-17,,Mandalay,Singu,Nat Taung,
,, 0.08 ,2015-12-02,0222/2015,Gold,Aung La Pyae,,2016-12-01,First-come-first-serve,2016-17,,Mandalay,Singu,Lat Pan Hla,
,, 0.08 ,2015-12-10,0227/2015,Gold,MyoutTKyoonThuMaMa,,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Singu,Kan Taung,
,, 0.08 ,2015-12-10,0228/2015,Gold,MyoutTKyoonThuMaMa,,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Singu,Kan Taung,
,, 0.08 ,2015-12-10,0229/2015,Gold,MyoutTKyoonThuMaMa,,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Singu,Kan Taung,
,, 0.08 ,2015-12-10,0230/2015,Gold,MyoutTKyoonThuMaMa,,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Singu,Kan Taung,
,, 0.08 ,2015-12-10,0231/2015,Gold,MyoutTKyoonThuMaMa,,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Singu,Kan Taung,
,, 0.08 ,2015-12-10,0232/2015,Gold,MyoutTKyoonThuMaMa,,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Singu,Kan Taung,
,, 0.08 ,2015-12-10,0233/2015,Gold,MyoutTKyoonThuMaMa,,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Singu,Kan Taung,
,, 0.08 ,2015-12-10,0234/2015,Gold,MyoutTKyoonThuMaMa,,2016-12-09,First-come-first-serve,2016-17,,Mandalay,Singu,Kan Taung,
,, 0.08 ,2015-12-02,0220/2015,Gold,Shwe Sat Paing,,2016-12-01,First-come-first-serve,2016-17,,Mandalay,Homalin,Laung paung,
,, 0.08 ,2015-12-29,0253/2015,Gold,ShweMoeYwarPyi,,2016-12-28,First-come-first-serve,2016-17,,Mandalay,Singu,Shoutpinyoe,
,, 0.06 ,2016-01-06,.0004/2016,Gold,"Shwe Singku Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Mandalay,Singu,Shoutpinyoe,
,, 0.08 ,2015-12-23,0247/2015,Gold,Pyae Sone Aung,,2016-12-22,First-come-first-serve,2016-17,,Mandalay,Singu,Nat Taung,
,, 0.08 ,2015-12-23,0248/2015,Gold,Pyae Sone Aung,,2016-12-22,First-come-first-serve,2016-17,,Mandalay,Singu,Nat Taung,
,, 0.08 ,2015-12-23,0249/2015,Gold,Pyae Sone Aung,,2016-12-22,First-come-first-serve,2016-17,,Mandalay,Singu,Nat Taung,
,, 0.08 ,2015-12-23,0252/2015,Gold,Pyae Sone Aung,,2016-12-22,First-come-first-serve,2016-17,,Mandalay,Singu,Nat Taung,
,, 0.08 ,2016-01-20,.0008/2016,Gold,"SiLoneThaw Swan Arr Ayim Amyit Co.,Ltd",,2017-01-19,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2016-03-01,0018/2016,Gold,MyanmarYaDaNarAung Zabu Mining,,2017-02-28,First-come-first-serve,2016-17,,Mandalay,Singu,Nga Pyin Inn,
,, 0.05 ,2016-03-16,0048/2016,Gold,Wanna & Sons,,2017-03-15,First-come-first-serve,2016-17,,Mandalay,Singu,Shoutpinyoe,
,, 0.08 ,2016-03-16,0047/2016,Gold,Sai Aung Sham Mining,,2017-03-15,First-come-first-serve,2016-17,,Mandalay,Singu,Shoutpinyoe,
,, 0.08 ,2016-03-09,031/2016,Gold,Myanmar Economic Holding Ltd,,2017-03-08,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2016-03-09,032/2016,Gold,Myanmar Economic Holding Ltd,,2017-03-08,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2016-03-09,033/2016,Gold,Myanmar Economic Holding Ltd,,2017-03-08,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2016-03-09,034/2016,Gold,Myanmar Economic Holding Ltd,,2017-03-08,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.08 ,2016-03-09,035/2016,Gold,Myanmar Economic Holding Ltd,,2017-03-08,First-come-first-serve,2016-17,,Mandalay,Thapatekyim,Ohmjaw,
,, 0.05 ,2015-09-23,0185/2015,Gold,"Pyae Mining Co.,Ltd",,2016-09-22,First-come-first-serve,2016-17,,Mandalay,Singu,Shoutpinyoe,
,, 0.16 ,2015-05-27,0001/2010,Limestone,"Aung A-1 Kyel Family Co.,Ltd",,2016-05-26,First-come-first-serve,2016-17,,Mon,Kyitmayaw,kawka lout,
,, 0.01 ,2016-03-01,0009/2011,Clay,"Aung A-1 Kyel Family Co.,Ltd",,2017-02-28,First-come-first-serve,2016-17,,Mon,Mudon,Takonetaing,
,, 0.07 ,2016-01-30,0007/2012,Antimony,"Myanmar Unversial Mineral Co.,Ltd",,2017-01-29,First-come-first-serve,2016-17,,Mon,Kyaimayaw,painnaekone,
,, 0.03 ,2016-03-30,0066/2012,Antimony,"Shain Yadanar Co.,Ltd",,2017-03-29,First-come-first-serve,2016-17,,Mon,Kyaimayaw,Nat San,
,, 0.15 ,2015-07-10,0120/2012,Antimony,"Shain Yadanar Co.,Ltd",,2016-07-09,First-come-first-serve,2016-17,,Mon,Kyaimayaw,Nat San,
,, 0.16 ,2013-06-11,0103/2013,Antimony,"Phu Wai Hein Mining Co., Ltd",,2016-06-10,First-come-first-serve,2016-17,,Mon,Belinn,Karmal,
,, 0.16 ,2013-06-11,0104/2013,Antimony,"Phu Wai Hein Mining Co., Ltd",,2016-06-10,First-come-first-serve,2016-17,,Mon,Belinn,Karmal,
,, 0.01 ,2013-10-02,0167/2013,Antimony,"Bagan Economic Mining Co.,Ltd",,2016-10-01,First-come-first-serve,2016-17,,Mon,Mudon,Takonetaing,
,, 0.15 ,2014-01-15,0017/2014,Limestone,"Aung A-1 Kyel Family Co.,Ltd",,2019-01-14,First-come-first-serve,2016-17,,Mon,Mudon,Takonetaing,
,, 0.15 ,2014-01-15,0044/2014,Antimony,Aung Phar Si,,2017-01-14,First-come-first-serve,2016-17,,Mon,Thahtone,ananpin Taung,
,, 0.06 ,2014-11-12,0044/2014,Limestone,"Yin Myo Sett Co.,Ltd",,2019-11-11,First-come-first-serve,2016-17,,Mon,Kyaimayaw,,
,, 0.05 ,2014-11-12,0045/2014,Limestone,Htun Linn Family,,2019-11-11,First-come-first-serve,2016-17,,Mon,Kyaimayaw,,
,, 0.08 ,2016-03-12,0103/2014,Gold,"Htun Hein Shain Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Mon,Kyaihto,Innkabo,
,, 0.08 ,2016-01-21,0023/2015,Gold,Myanmar Shwe Pyi Hein,,2017-01-20,First-come-first-serve,2016-17,,Mon,Kyaihto,Innkabo,
,, 0.08 ,2015-07-22,0151/2015,Gold,"Ruby Dragon Mining Co.,Ltd",,2016-07-21,First-come-first-serve,2016-17,,Mon,Kyaihto,Innkabo,
,, 0.08 ,2015-07-22,0152/2015,Gold,"Ruby Dragon Mining Co.,Ltd",,2016-07-21,First-come-first-serve,2016-17,,Mon,Kyaihto,Innkabo,
,, 0.04 ,2015-09-16,0180/2015,Gold,"Du Woun Nagar Mining Co.,Ltd",,2016-09-15,First-come-first-serve,2016-17,,Mon,Kyaihto,Abying,
,, 0.04 ,2015-10-20,0199/2015,Gold,"Future Strong Mind Co.,Ltd",,2016-10-19,First-come-first-serve,2016-17,,Mon,Kyaihto,Abying,
,, 0.08 ,2015-12-23,0246/2015,Gold,"Ka Nyaw Htoo Co.,Ltd",,2016-12-22,First-come-first-serve,2016-17,,Mon,Belinn,Malpali,
,, 0.13 ,2015-03-06,0036/2009,Antimony,"Pyae Shain Paing Mining 
Co.,Ltd",,2016-03-05,First-come-first-serve,2016-17,,Shan,Phalkone,Hanphyu (1),
,, 0.18 ,2015-03-06,0037/2009,Antimony,"Pyae Shain Paing Mining 
Co.,Ltd",,2016-03-05,First-come-first-serve,2016-17,,Shan,Phalkone,Hanphyu (3),
,, 0.20 ,2016-01-19,0001/2010,Lead Carbonate,"Myay Nagar Mining Co.,Ltd",,2017-01-18,First-come-first-serve,2016-17,,Shan,kalaw,Kyaukhtet,
,, 0.20 ,2016-01-29,0024/2010,Lead and Associated,"Shan South Mining Co.,Ltd",,2017-01-28,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2015-03-05,0181/2010,Lead and Associated,"Shwe Lar Taung Co.,Ltd",,2016-03-04,First-come-first-serve,2016-17,,Shan,Yaengan,Htamin Paung,
,, 0.20 ,2015-03-12,0183/2010,Lead and Zinc,"Khaing Si Hein Co.,Ltd",,2016-03-11,First-come-first-serve,2016-17,,Shan,Yaengan,Palking,
,, 0.19 ,2016-04-08,0203/2010,Lead and Associated,"Ngwe Htet San Production Co.,Ltd",,2017-04-07,First-come-first-serve,2016-17,,Shan,Kalaw,Thila,
,, 1.00 ,2016-02-25,0008/2011,Gypsum,"Ruby Dragon Mining Co.,Ltd",,2017-02-24,First-come-first-serve,2016-17,,Shan,Mouk mal,Nanlouk,
,, 0.08 ,2015-02-03,0114/2010,Copper and Associated,"Pyi Tan Yadarnar Mining Co.,Ltd",,2016-02-02,First-come-first-serve,2016-17,,Shan,Kalaw,Mawepwe Taung,
,, 0.11 ,2015-02-03,0115/2010,Lead and Associated,"Pyi Tan Yadarnar Mining Co.,Ltd",,2016-02-02,First-come-first-serve,2016-17,,Shan,Kalaw,Taung Pat,
,, 0.03 ,2016-02-16,0179/2011,Antimony,"Six Flower Mining Co.,Ltd",,2017-02-15,First-come-first-serve,2016-17,,Shan,Hopong,Chinkone,
,, 0.20 ,2016-03-16,0245/2011,Antimony,"Tay Char Thaw Mining Co.,Ltd",,2017-03-15,First-come-first-serve,2016-17,,Shan,Pintaya,Malnal Taung,
,, 0.20 ,2016-03-18,0251/2011,Lead and Zinc Associated,"Minn Thar Gyi Production Co.,Ltd",,2017-03-17,First-come-first-serve,2016-17,,Shan,,,
,, 0.20 ,2016-03-29,0359/2011,"Lead, Zinc, and Copper Associated","Har Baw Star Co.,Ltd",,2017-03-28,First-come-first-serve,2016-17,,Shan,Yaengan,Tapinpyaw,
,, 0.20 ,2015-09-30,0367/2011,Lead and Associated,"Pyae Shain Paing Mining 
Co.,Ltd",,2016-09-29,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2015-10-21,0372/2011,Antimony,"Ruby Dragon Mining Co.,Ltd",,2016-10-20,First-come-first-serve,2016-17,,Shan,Hopong,lineharmyar,
,, 0.20 ,2015-10-21,0373/2011,Antimony,"Ruby Dragon Mining Co.,Ltd",,2016-10-20,First-come-first-serve,2016-17,,Shan,Hopong,lineharmyar,
,, 0.20 ,2015-07-10,0113/2012,Antimony,"Shwe Lwal Maung Mining Co.,Ltd",,2016-07-09,First-come-first-serve,2016-17,,Shan,Naungtayar,Potinn,
,, 0.20 ,2015-08-30,0158/2012,Lead and Associated,"Shwe Moe Yan Co.,Ltd",,2016-08-29,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2015-08-30,0159/2012,Lead and Associated,"Shwe Moe Yan Co.,Ltd",,2016-08-29,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2015-10-02,0179/2012,Antimony,"Southern Powerful Dragon Co.,Ltd",,2016-10-01,First-come-first-serve,2016-17,,Shan,Kyauktalonegyi,Katkuu,
,, 0.20 ,2015-10-22,0195/2012,Antimony,"Southern Powerful Dragon Co.,Ltd",,2016-10-21,First-come-first-serve,2016-17,,Shan,Kyauktalonegyi,Katkuu,
,, 0.20 ,2015-10-22,0203/2012,Lead and Associated,"Top Ten Star Production Co.,Ltd",,2016-10-21,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.17 ,2015-10-22,0204/2012,Lead and Associated,"Top Ten Star Production Co.,Ltd",,2016-10-21,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.19 ,2015-10-22,0205/2012,Lead and Associated,"Top Ten Star Production Co.,Ltd",,2016-10-21,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2015-12-20,0001/2013,Antimony,"Loi Kone Gold & Mineral Co.,Ltd",,2016-12-19,First-come-first-serve,2016-17,,Shan,Minesue,Minesan,
,, 0.20 ,2015-12-12,0017/2013,Lead and Associated,"Top Ten Star Production Co.,Ltd",,2016-12-11,First-come-first-serve,2016-17,,Shan,Kalaw Bawtwin,,
,, 0.20 ,2015-12-28,0019/2013,Lead and Associated,"Top Ten Star Production Co.,Ltd",,2016-12-27,First-come-first-serve,2016-17,,Shan,Kalaw Bawtwin,,
,, 0.20 ,2016-01-02,0020/2013,Lead and Associated,"Kaung Thaw InnAr Kyel Mining Co.,Ltd",,2017-01-01,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2016-02-06,0021/2013,Lead and Associated,"Top Ten Star Production Co.,Ltd",,2017-02-05,First-come-first-serve,2016-17,,Shan,Kalaw Bawtwin,,
,, 0.20 ,2016-02-06,0022/2013,Lead and Associated,"Aye Thitsar Industry Co.,Ltd",,2017-02-05,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.02 ,2013-12-30,0021/2013,Dolomite,"Aung Kyae Phyar Industry Co.,Ltd",,2018-12-29,First-come-first-serve,2016-17,,Shan,Kalaw,Lawl Aunt,
,, 0.03 ,2013-12-30,0022/2013,Dolomite,"Aung Kyae Phyar Industry Co.,Ltd",,2018-12-29,First-come-first-serve,2016-17,,Shan,Kalaw,Lawl Aunt,
,, 0.20 ,2016-02-13,0043/2013,Lead and Associated,"New World Mining Co.,Ltd",,2017-02-12,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2016-02-13,0044/2013,Lead and Associated,"New World Mining Co.,Ltd",,2017-02-12,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2016-02-06,0045/2013,Lead and Associated,"Top Ten Star Production Co.,Ltd",,2017-02-05,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2016-02-06,0046/2013,Lead and Associated,"Top Ten Star Production Co.,Ltd",,2017-02-05,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2016-02-06,0047/2013,Lead and Associated,"Top Ten Star Production Co.,Ltd",,2017-02-05,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2016-03-07,0049/2013,Lead and Associated,"(Taunggyi)Thein Mining Co.,Ltd",,2017-03-06,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.19 ,2013-05-09,0092/2013,Lead and Copper,"Win Shwe Yee Industry Co.,Ltd",,2016-05-08,First-come-first-serve,2016-17,,Shan,Yaengan,Yitegyi,
,, 0.20 ,2013-06-10,0102/2013,Antimony,"Thet Oo Gyone Shein Co.,Ltd",,2016-06-09,First-come-first-serve,2016-17,,Shan,Phalkone,Naungline,
,, 0.20 ,2015-08-29,0149/2013,Antimony,"Su Wai Aung Industry Production Co.,Ltd",,2016-08-28,First-come-first-serve,2016-17,,Shan,Phalkone,Alaekayan,
,, 0.13 ,2013-09-18,0157/2013,Lead and Associated,"Phaung Saing Co.,Ltd",,2016-09-17,First-come-first-serve,2016-17,,Shan,Yawngan,Palking,
,, 0.14 ,2013-09-18,0158/2013,Lead and Associated,"Phaung Saing Co.,Ltd",,2016-09-17,First-come-first-serve,2016-17,,Shan,Yawngan,Palking,
,, 0.17 ,2013-09-18,0159/2013,Lead and Associated,"Phaung Saing Co.,Ltd",,2016-09-17,First-come-first-serve,2016-17,,Shan,Yawngan,Palking,
,, 0.20 ,2013-09-18,0160/2013,Lead and Associated,"Phaung Saing Co.,Ltd",,2016-09-17,First-come-first-serve,2016-17,,Shan,Yawngan,Palking,
,, 0.20 ,2013-12-11,0211/2013,Lead and Associated,"Aung Nay Linn Co.,Ltd",,2016-12-10,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.08 ,2015-12-29,0329/2009,Gold,"Myay Ni Taung Co.,Ltd",,2016-12-28,First-come-first-serve,2016-17,,Shan,Pinlaung,Mawepyin,
,, 0.08 ,2015-12-29,0330/2009,Gold,"Myay Ni Taung Co.,Ltd",,2016-12-28,First-come-first-serve,2016-17,,Shan,Pinlaung,Mawepyin,
,, 0.20 ,2013-12-30,0015/2014,Lead and Associated,"Hein Nay Chyi International Co.,Ltd",,2016-12-29,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2013-12-30,0016/2014,Lead and Associated,"InnLay Than Lwin Mining Co.,Ltd",,2016-12-29,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.01 ,2014-01-20,0029/2014,Gypsum,"No.(3) Industry, Ministry Of Industry",,2019-01-19,First-come-first-serve,2016-17,,Shan,Linnkye,Nanmalouk,
,, 0.01 ,2014-01-20,0030/2014,Gypsum,"No.(3) Industry, Ministry Of Industry",,2019-01-19,First-come-first-serve,2016-17,,Shan,Linnkye,Nanmalouk,
,, 0.01 ,2014-01-20,0031/2014,Gypsum,"No.(3) Industry, Ministry Of Industry",,2019-01-19,First-come-first-serve,2016-17,,Shan,Linnkye,Nanmalouk,
,, 0.01 ,2014-01-20,0032/2014,Gypsum,"No.(3) Industry, Ministry Of Industry",,2019-01-19,First-come-first-serve,2016-17,,Shan,Linnkye,Nanmalouk,
,, 0.20 ,2014-01-28,0062/2014,Lead and Associated,"Sai Wana Mining Co.,Ltd",,2017-01-27,First-come-first-serve,2016-17,,Shan,Yaengan,Kyaukpiset,
,, 0.14 ,2014-02-13,0063/2014,Lead and Associated,"Shwe Myay Gyi (Taunggyi) Mining Co.,Ltd",,2017-02-12,First-come-first-serve,2016-17,,Shan,Yetsaut,Yantwinngakyunt,
,, 0.20 ,2014-04-09,0122/2014,Antimony,"Shwe Li Mahar Co.,Ltd",,2017-04-08,First-come-first-serve,2016-17,,Shan,Yaengan,Kyantaw,
,, 0.20 ,2014-05-28,0145/2014,Antimony,"Ruby Dragon Co.,Ltd",,2014-05-27,First-come-first-serve,2016-17,,Shan,Loi Lin,Kaung Tan,
,, 0.20 ,2014-05-28,0146/2014,Antimony,"Ruby Dragon Co.,Ltd",,2014-05-27,First-come-first-serve,2016-17,,Shan,Loi Lin,Kaung Tan,
,, 0.20 ,2014-05-28,0147/2014,Antimony,"Ruby Dragon Co.,Ltd",,2014-05-27,First-come-first-serve,2016-17,,Shan,Loi Lin,Kaung Tan,
,, 0.20 ,2014-05-28,0148/2017,Antimony,"Ruby Dragon Co.,Ltd",,2014-05-27,First-come-first-serve,2016-17,,Shan,Loi Lin,Kaung Tan,
,, 0.20 ,2014-05-28,0149/2014,Antimony,"Ruby Dragon Co.,Ltd",,2014-05-27,First-come-first-serve,2016-17,,Shan,Loi Lin,Kaung Tan,
,, 0.20 ,2014-05-28,0150/2014,Antimony,"Ruby Dragon Co.,Ltd",,2014-05-27,First-come-first-serve,2016-17,,Shan,Loi Lin,Kaung Tan,
,, 0.20 ,2014-05-28,0151/2014,Antimony,"Ruby Dragon Co.,Ltd",,2014-05-27,First-come-first-serve,2016-17,,Shan,Loi Lin,Kaung Tan,
,, 0.20 ,2014-05-28,0152/2014,Antimony,"Ruby Dragon Co.,Ltd",,2014-05-27,First-come-first-serve,2016-17,,Shan,Loi Lin,Kaung Tan,
,, 0.20 ,2014-05-28,0153/2014,Antimony,"Ruby Dragon Co.,Ltd",,2014-05-27,First-come-first-serve,2016-17,,Shan,Loi Lin,Kaung Tan,
,, 0.20 ,2014-06-25,0194/2014,Antimony,"Shwe Lawl Maung Mining Co.,Ltd",,2017-06-24,First-come-first-serve,2016-17,,Shan,Hopong,konekyine,
,, 0.20 ,2014-08-19,232/2014,Lead and Associated,Kaung Thaw Innarr Kyel,,2017-08-18,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2014-08-27,0039/2014,Coal,"Woun Pyae Mining Co.,Ltd",,2019-08-26,First-come-first-serve,2016-17,,Shan,Kalaw,Thuyae,
,, 0.20 ,2014-12-03,0284/2014,Lead and Associated,"Yadanar Zayar Mineral & Prouction Co.,Ltd",,2019-12-02,First-come-first-serve,2016-17,,Shan,Yawngan,Dotehtoeyae,
,, 0.19 ,2014-12-31,0066/2014,Coal,"Tain Shwin Mining Co.,Ltd",,2019-12-30,First-come-first-serve,2016-17,,Shan,Kalaw,Naung yae,
,, 0.19 ,2014-12-31,0067/2014,Coal,"Tain Shwin Mining Co.,Ltd",,2019-12-30,First-come-first-serve,2016-17,,Shan,Kalaw,Naung yae,
,, 0.20 ,2015-04-29,004/20105,Coal,"Mandalay Distribution Mining Co.,Ltd",,2020-04-28,First-come-first-serve,2016-17,,Shan,Kalaw,Naung hee,
,, 0.20 ,2015-04-29,005/2015,Coal,"Mandalay Distribution Mining Co.,Ltd",,2020-04-28,First-come-first-serve,2016-17,,Shan,Nansan,Naunghee,
,, 0.20 ,2015-04-29,006/2015,Coal,"Mandalay Distribution Mining Co.,Ltd",,2020-04-28,First-come-first-serve,2016-17,,Shan,Nansan,Naunghee,
,, 0.20 ,2015-04-29,007/2015,Coal,"Mandalay Distribution Mining Co.,Ltd",,2020-04-28,First-come-first-serve,2016-17,,Shan,Nansan,Naunghee,
,, 0.20 ,2015-01-15,001/2015,Gypsum,"Htike Tan Kyar Phyu Co.,Ltd",,2020-01-14,First-come-first-serve,2016-17,,Shan,Moukmal,Nanmalouk,
,, 0.20 ,2015-03-12,016/2015,Coal,"Thar Su Co.,Ltd",,2020-03-11,First-come-first-serve,2016-17,,Shan,Kalaw,Watphyuyae,
,, 0.20 ,2015-03-12,017/2015,Coal,"Thar Su Co.,Ltd",,2020-03-11,First-come-first-serve,2016-17,,Shan,Kalaw,Watphyuyae,
,, 0.20 ,2015-01-21,0017/2015,Lead and Associated,"Woun Pyae Mining Co.,Ltd",,2020-01-20,First-come-first-serve,2016-17,,Shan,Yawngan,Wounpyae Taung,
,, 0.20 ,2015-01-21,0018/2015,Lead and Associated,"Woun Pyae Mining Co.,Ltd",,2020-01-20,First-come-first-serve,2016-17,,Shan,Yawngan,Wounpyae Taung,
,, 0.60 ,2015-06-17,024/2015,Coal,Ngwe Pin Lone Mining,,2020-06-16,First-come-first-serve,2016-17,,Shan,Pinlaung,Naungline,
,, 0.20 ,2015-06-03,0118/2015,Lead Carbonate,"Minn Thar Gyi Co.,Ltd",,2020-06-02,First-come-first-serve,2016-17,,Shan,Kalaw,Bawsaing,
,, 0.20 ,2015-06-03,0119/2015,Antimony,"Ruby Dragon Co.,Ltd",,2020-06-02,First-come-first-serve,2016-17,,Shan,Hopong,Kyauktan,
,, 0.20 ,2015-06-03,0120/2015,Antimony,"Ruby Dragon Co.,Ltd",,2020-06-02,First-come-first-serve,2016-17,,Shan,Hopong,Kyauktan,
,, 0.20 ,2015-06-17,0126/2015,Antimony,"Quartz Energy Group Co.,Ltd",,2020-06-16,First-come-first-serve,2016-17,,Shan,Hopong,Sangal,
,, 0.08 ,2015-10-07,0191/2015,Gold,"Shan Shwe Li Co.,Ltd",,2016-10-06,First-come-first-serve,2016-17,,Shan,Nansan,Kyaukphyu,
,, 0.31 ,2015-02-01,028/2015,Limestone,"Dragon Cement Co.,Ltd",,2020-01-31,First-come-first-serve,2016-17,,Shan,Kalaw,Nantaing,
,, 0.20 ,2015-10-11,035/2015,Coal,"Ta Byu Thar Mining Co.,Ltd",,2020-11-10,First-come-first-serve,2016-17,,Shan,Kalaw,Naungyae,
,, 0.20 ,2015-09-09,0026/2015,Coal,"Wai Hein Co.,Ltd",,2020-09-08,First-come-first-serve,2016-17,,Shan,Pinlone,Naungline,
,, 0.20 ,2015-12-02,0219/2015,Lead,Aung & Saw Family,,2020-12-01,First-come-first-serve,2016-17,,Shan,Kalaw Bawsaing,,
,, 0.20 ,2015-12-10,039/2015,Coal,"Pyae Aung Hein Co.,Ltd",,2020-12-09,First-come-first-serve,2016-17,,Shan,Mine Kying,Wanlawe,
,, 0.20 ,2015-12-10,040/2015,Coal,"Pyae Aung Hein Co.,Ltd",,2020-12-09,First-come-first-serve,2016-17,,Shan,Mine Kying,Wanlawe,
,, 0.20 ,2015-12-10,037/2015,Coal,"Hein Myittar Co.,Ltd",,2020-12-09,First-come-first-serve,2016-17,,Shan,Mine Kying,Wanlawe,
