Code/Ref,Company_Name_cl,License_type_cl,Commodity_cl,Area_acre_cl,Coordinates of the license area,Award_date,Expiry_date,Award_date_cl,Expiry_date_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl
0003/2012,"Dragon Cement Co.,Ltd",Small,Limestone,0.3066,"93D/11(1827809,185809,186808,188804, 185805)",2/1/12,31/3/15,2012-01-02,2015-03-31,"Shan(S),Kalaw,SaungBwe",Shan,Kalaw,SaungBwe
0048/2012,"TunYaZa(Mandalay)Mining Co.,Ltd",Small,Coal,0.2023,"93 H/13(A - 476 423,B - 481 425,C -483 420,D - 478 418)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,NaungHe",Shan,LoiLin,NaungHe
0049/2012,"TunYaZa(Mandalay)Mining Co.,Ltd",Small,Coal,0.2023,"93 H/13(A - 481 425, B - 485 427,C - 487 422,D - 483 420)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,NaungHe",Shan,LoiLin,NaungHe
0050/2012,"TunYaZa(Mandalay)Mining Co.,Ltd",Small,Coal,0.2023,"93 H/13(A - 478 418, B - 483 420,C - 485 415,D - 480 413)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,NaungHe",Shan,LoiLin,NaungHe
0051/2012,"TunYaZa(Mandalay)Mining Co.,Ltd",Small,Coal,0.2023,"93 H/13(A - 483 420,B - 487 422,C - 489 417,D - 485 415)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,NaungHe",Shan,LoiLin,NaungHe
0052/2012,"TunYaZa(Mandalay)Mining Co.,Ltd",Small,Coal,0.2023,"93 H/13(A - 480 413,B - 485 415,C - 486 411,D - 482 408)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,NaungHe",Shan,LoiLin,NaungHe
0053/2012,"TunYaZa(Mandalay)Mining Co.,Ltd",Small,Coal,0.2023,"93 H/13(A - 485 415 ,B - 489 417,C - 491 412,D - 486 411)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,NaungHe",Shan,LoiLin,NaungHe
0054/2012,"Mega Stength Co.,Ltd",Small,Coal,0.0526,"93 D/10(A - 191 919,B - 193 920,C - 194 919,D - 191 918)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),Pinlaung,Galon",Shan,Pinlaung,Galon
0055/2012,"Mega Stength Co.,Ltd",Small,Coal,0.0344,"93 D/10(A - 196 917,B - 198 917,C - 198 916, D - 196 916)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),Pinlaung,Galon",Shan,Pinlaung,Galon
0056/2012,"Mega Stength Co.,Ltd",Small,Coal,0.1032,"93 D/15(A - 331 605,B - 333 605,C - 333 601,D - 331 601)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),Pinlaung,Nampalin",Shan,Pinlaung,Nampalin
0057/2012,"Mega Stength Co.,Ltd",Small,Coal,0.063,"93 D/10(A - 328 597,B - 330 596,C - 331 597,D - 330 594)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),Pinlaung,Nampalin",Shan,Pinlaung,Nampalin
0113/2012,"Shwe Lwal Maung Mining Co.,Ltd",Small,Antimony,0.2003,"93D/11LR(193577, 197577,197573,193573)",7/10/12,7/9/15,2012-10-07,2015-09-07,"Shan(S),NaungTayar,popin",Shan,NaungTayar,popin
0158/2012,"Shwe Moe Yan Co.,Ltd",Small,Lead,0.2003,"93D/13LM(303360, 308360, 308355, 303355)",30/8/12,29/8/15,2012-08-30,2015-08-29,"Shan(S),Kalaw,BawSai",Shan,Kalaw,BawSai
0159/2012,"Shwe Moe Yan Co.,Ltd",Small,Lead,0.2003,"93D/13LM(285392, 291390, 292394,288395)",30/8/12,29/8/15,2012-08-30,2015-08-29,"Shan(S),Kalaw,BawSai",Shan,Kalaw,BawSai
0179/2012,"Southern Powerful Dragon Co.,Ltd",Small,Antimony,0.2003,"93H/3R(967625,700623,697617,693619)",10/2/12,10/1/15,2012-02-10,2015-01-10,"Shan(S),KyoukTalone Gyi,Katku",Shan,KyoukTalone Gyi,Katku
0195/2012,"Southern Powerful Dragon Co.,Ltd",Small,Antimony,0.2003,"93H/3R(706621,709619,706614,703616)",10/2/12,10/1/15,2012-02-10,2015-01-10,"Shan(S),KyoukTalone Gyi,Katku",Shan,KyoukTalone Gyi,Katku
0203/2012,"Top Ten Stars Production Co.,Ltd",Small,Lead,0.2003,"93D/13LM(368413, 372414,374409,372408)",22/10/12,21/10/15,2012-10-22,2015-10-21,"Shan(S),Kalaw,BawSai",Shan,Kalaw,BawSai
0204/2012,"Top Ten Stars Production Co.,Ltd",Small,Lead,0.172,"93D/13LM(372408,375410,376405,374404)",22/10/12,21/10/15,2012-10-22,2015-10-21,"Shan(S),Kalaw,BawSai",Shan,Kalaw,BawSai
0205/2012,"Top Ten Stars Production Co.,Ltd",Small,Lead,0.1918,"93D/13LM(375404,378405,382402,378399)",22/10/12,21/10/15,2012-10-22,2015-10-21,"Shan(S),Kalaw,BawSai",Shan,Kalaw,BawSai
0001/2013,"Roar Mining Co.,Ltd",Small,Coal,0.2003,"93 G/12(A - 204 595,B - 209 595,C - 209 590,D - 204 590)",20/12/12,19/12/15,2012-12-20,2015-12-19,"Shan(S)Pinlon,NaungLai",Shan,Pinlon,NaungLai
0001/2013,LoiKhone Gold&Mineral Trading Co.Ltd,Small,Antimony,0.2003,"93K/6(135210,130210,135206,130206)",20/12/12,19/12/15,2012-12-20,2015-12-19,"Shan(S),MineShu,MineSan",Shan,MineShu,MineSan
0017/2013,"Top Ten Stars Production Co.,Ltd",Small,Lead,0.2003,"93D/13LM(353387,358387,358382,353382)",12/12/12,12/11/15,2012-12-12,2015-11-12,"Shan(S),Kalaw,Thaung Twin",Shan,Kalaw,Thaung Twin
0018/2013,"Top Ten Stars Production Co.,Ltd",Small,Lead,0.2003,"93 D/13 LM((317352, 318354,320351, 320349)",20/12/12,19/12/15,2012-12-20,2015-12-19,"Shan(S),Kalaw,Thaung Twin",Shan,Kalaw,Thaung Twin
0019/2013,"Top Ten Stars Production Co.,Ltd",Small,Lead,0.2003,"93D/13LM(345402,350402,350397,345397)",28/12/12,27/12/15,2012-12-28,2015-12-27,"Shan(S),Kalaw,Thaung Twin",Shan,Kalaw,Thaung Twin
0020/2013,"Myanmar AungMyay Manufacturing Co.,Ltd",Small,Lead,0.2003,"93D/13( 390436, 395436, 395431, 390431)",1/2/13,1/1/16,2013-02-01,2016-01-01,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0021/2013,"Top Ten Stars Production Co.,Ltd",Small,Lead,0.2003,"93D/13( 340405,345405,345403,340403)",2/6/13,2/5/16,2013-06-02,2016-05-02,"Shan(S),Kalaw,Thaung Twin",Shan,Kalaw,Thaung Twin
0022/2013,"Aye Thitsar Industry Co.,Ltd",Small,Lead,0.2003,"93D/13( 388448,391448,391442,388442)",2/6/13,2/5/16,2013-06-02,2016-05-02,"Shan(S),Kalaw,BawSai",Shan,Kalaw,BawSai
0021/2013,"Aung Industry Co.,ltd",Small,Dolomite,0.0155,93D/10LM(1390220),30/12/13,29/12/18,2013-12-30,2018-12-29,"Shan(S),Kalaw,LwalAn",Shan,Kalaw,LwalAn
0022/2013,"Aung Industry Co.,ltd",Small,Dolomite,0.0282,93D/10LM(141018),30/12/13,29/12/18,2013-12-30,2018-12-29,"Shan(S),Kalaw,LwalAn",Shan,Kalaw,LwalAn
0043/2013,"New World Mining Co.,Ltd",Small,Lead,0.2003,"93D/13LM( 393410,395407,392403,388405)",13/2/13,2/12/16,2013-02-13,2016-12-02,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0044/2013,"New World Mining Co.,Ltd",Small,Lead,0.2003,"93D/13LM( 383412,388412,388417,383407)",13/2/13,2/12/16,2013-02-13,2016-12-02,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0045/2013,"Top Ten Stars Co.,Ltd",Small,Lead,0.2003,"93D/13LM(333429,338429,339427,342427,342426, 336423)",2/6/13,2/5/16,2013-06-02,2016-05-02,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0046/2013,"Top Ten Stars Co.,Ltd",Small,Lead,0.2003,"93D/13LM(334437,338437,340430,338430)",2/6/13,2/5/16,2013-06-02,2016-05-02,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0047/2013,"Top Ten Stars Co.,Ltd",Small,Lead,0.2003,"93D/13LM(324444,326445,332438,330436)",2/6/13,2/5/16,2013-06-02,2016-05-02,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0048/2013,"Mandalay Distribution Co.,Ltd",Small,Coal,0.2023,93H/6,11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,Nampsan",Shan,LoiLin,Nampsan
0049/2013,"Mandalay Distribution Co.,Ltd",Small,Coal,0.2023,93H/6,11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,Nampsan",Shan,LoiLin,Nampsan
0050/2013,"Mandalay Distribution Co.,Ltd",Small,Coal,0.2023,93H/6,11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,Nampsan",Shan,LoiLin,Nampsan
0051/2013,"Mandalay Distribution Co.,Ltd",Small,Coal,0.2023,93H/6,11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,Nampsan",Shan,LoiLin,Nampsan
0052/2013,"Mandalay Distribution Co.,Ltd",Small,Coal,0.2023,93H/6,11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,Nampsan",Shan,LoiLin,Nampsan
0053/2013,"Mandalay Distribution Co.,Ltd",Small,Coal,0.2023,93H/6,11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(S),LoiLin,Nampsan",Shan,LoiLin,Nampsan
0049/2013,"TaungGyi Thein Mining Co.,Ltd",Small,Lead,0.2003,"93D/13LM( 300390,306390,306387,300387)",3/7/13,3/6/16,2013-07-03,2016-06-03,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0092/2013,"Win Shwe Yi Industry Co.,Ltd",Small,Lead&Copper,0.1943,"93D/9LM( 139403, 144403, 144398, 139398)",5/9/13,5/8/16,2013-09-05,2016-08-05,"Shan(S),Ywangan,yasagi",Shan,Ywangan,yasagi
0102/2013,"Thet Oo Gone Shein Co.,ltd",Small,Antimony,0.2023,"94E/1LR( 727032, 733032, 733028, 727028)",6/11/13,6/10/16,2013-11-06,2016-10-06,"Shan(S),Phalkhone,NaungLai",Shan,Phalkhone,NaungLai
0149/2013,"Su Wai Aung Industry Co.,Ltd",Small,,0.2023,"94A/14( 374665, 374669, 380667, 378664)",,,,,"Shan(S),Phalkhone,Alikayan",Shan,Phalkhone,Alikayan
0157/2013,"Phaung Saing General Trading Co.,ltd",Small,Lead,0.1295,"93C/12M(075756, 078756,079752,075751)",18/9/13,17/9/16,2013-09-18,2016-09-17,"Shan(S),Ywargan,PelKin",Shan,Ywargan,PelKin
0158/2013,"Phaung Saing General Trading Co.,ltd",Small,Lead,0.1416,"93 C/12(068542, 076524, 076539, 068539)",18/9/13,17/9/16,2013-09-18,2016-09-17,"Shan(S),Ywargan,PelKin",Shan,Ywargan,PelKin
0159/2013,"Phaung Saing General Trading Co.,ltd",Small,Lead,0.17,"93C/12M(070552,078553,078550,070549)",18/9/13,17/9/16,2013-09-18,2016-09-17,"Shan(S),Ywargan,PelKin",Shan,Ywargan,PelKin
0160/2013,"Phaung Saing General Trading Co.,ltd",Small,Lead,0.2003,"93 C/12((075750, 079751, 080749, 0875747)",18/9/13,17/9/16,2013-09-18,2016-09-17,"Shan(S),Ywargan,PelKin",Shan,Ywargan,PelKin
0211/2013,"Aung Nay Lin Co.,Ltd",Small,Lead,0.2003,"93D/13LM( 373384,378384,378389,373389)",21/12/13,20/12/16,2013-12-21,2016-12-20,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0329/2009,"Red Mountain Production Co.,Ltd",Small,Gold,0.0809,93D/10( 035572),29/12/14,28/12/15,2014-12-29,2015-12-28,"Shan(S),Pinlaung,MhwePyin",Shan,Pinlaung,MhwePyin
0330/2009,"Red Mountain Production Co.,Ltd",Small,Gold,0.0809,93D/10( 039572),29/12/14,28/12/15,2014-12-29,2015-12-28,"Shan(S),Pinlaung,MhwePyin",Shan,Pinlaung,MhwePyin
0015/2014,"Hein Naychi International Co.,Ltd",Small,Lead,0.2003,"93C/16M( 344487, 350487, 350483, 344483)",30/12/13,29/12/16,2013-12-30,2016-12-29,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0016/2014,"Inlay Thanlwin Mining Co.,Ltd",Small,Lead,0.2003,"93D/9LM( 306375,303375,303370,308368,308373)",30/12/13,29/12/16,2013-12-30,2016-12-29,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0029/2014,"No(3)Heavy Industry,Ministry of Industry",Small,Gypsum,0.0057,93H/12( 373403),20/1/14,19/1/19,2014-01-20,2019-01-19,"Shan(S),Moukmel,Namplut",Shan,Moukmel,Namplut
0030/2014,"No(3)Heavy Industry,Ministry of Industry",Small,Gypsum,0.0061,93H/12(368404),20/1/14,19/1/19,2014-01-20,2019-01-19,"Shan(S),Moukmel,Namplut",Shan,Moukmel,Namplut
0031/2014,"No(3)Heavy Industry,Ministry of Industry",Small,Gypsum,0.0061,93H/12(390413),20/1/14,19/1/19,2014-01-20,2019-01-19,"Shan(S),Moukmel,Namplut",Shan,Moukmel,Namplut
0032/2014,"No(3)Heavy Industry,Ministry of Industry",Small,Gypsum,0.0101,93H/12( 422443),20/1/14,19/1/19,2014-01-20,2019-01-19,"Shan(S),Moukmel,Namplut",Shan,Moukmel,Namplut
0062/2014,"Sai Wana Mining Co.,ltd",Small,Lead,0.2003,"93C/7L(955784,960784,961179,956779)",28/1/14,27/1/17,2014-01-28,2017-01-27,"Shan(S),Ywargan,KyoukPaSat",Shan,Ywargan,KyoukPaSat
0063/2014,"Golden Earth(TaungGyi ) Mining Co.,Ltd",Small,Lead,0.1416,"94G/4M( 628558,631558,631551,628551)",13/2/14,2/12/17,2014-02-13,2017-12-02,"Shan(S),Yatsout,YanTwinNgar Kyaung",Shan,Yatsout,YanTwinNgar Kyaung
0122/2014,"Shwe Li Mahar Co.,Ltd",Small,Antimony,0.2003,"93C/12( 071547, 077547, 077543, 071543)",4/9/14,4/8/17,2014-09-04,2017-08-04,"Shan(S),YwarNgan,KyanTaw",Shan,YwarNgan,KyanTaw
0145/2014,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/6N( 139085,144085,144080,139080)",28/5/14,27/5/17,2014-05-28,2017-05-27,"Shan(S),LoiLin,KaungTan",Shan,LoiLin,KaungTan
0146/2014,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/6N( 135080,140080,140075,135075)",28/5/14,27/5/17,2014-05-28,2017-05-27,"Shan(S),LoiLin,KaungTan",Shan,LoiLin,KaungTan
0147/2014,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/6N( 140080,145808,145075,140075)",28/5/14,27/5/17,2014-05-28,2017-05-27,"Shan(S),LoiLin,KaungTan",Shan,LoiLin,KaungTan
0148/2014,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/6N(145080,150080,150075,145075)",28/5/14,27/5/17,2014-05-28,2017-05-27,"Shan(S),LoiLin,KaungTan",Shan,LoiLin,KaungTan
0149/2014,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/6N(150074,155074,155069,150069)",28/5/14,27/5/17,2014-05-28,2017-05-27,"Shan(S),LoiLin,KaungTan",Shan,LoiLin,KaungTan
0150/2014,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/6N( 146075,150075,150068,146068)",28/5/14,27/5/17,2014-05-28,2017-05-27,"Shan(S),LoiLin,KaungTan",Shan,LoiLin,KaungTan
0151/2014,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/6N(135068, 140068, 140063, 135063)",28/5/14,27/5/17,2014-05-28,2017-05-27,"Shan(S),LoiLin,KaungTan",Shan,LoiLin,KaungTan
0152/2014,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/6N(140068, 145068, 145063, 140063)",28/5/14,27/5/17,2014-05-28,2017-05-27,"Shan(S),LoiLin,KaungTan",Shan,LoiLin,KaungTan
0153/2014,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/6N(145068, 150068,150063,145063)",28/5/14,27/5/17,2014-05-28,2017-05-27,"Shan(S),LoiLin,KaungTan",Shan,LoiLin,KaungTan
0194/2014,"Shwe Lwal Maung Mining Co.,Ltd",Small,Antimony,0.2003,"92H/2( 851081, 846081, 846076, 851076)",25/6/14,24/6/17,2014-06-25,2017-06-24,"Shan(S),LoiLin,KoneKyine",Shan,LoiLin,KoneKyine
232/2014,"Kaung Taw InnAr Kyel Co.,Ltd",Small,Lead,0.2003,"93D/13( 353403, 358403, 358398, 353398)",29/8/14,18/8/17,2014-08-29,2017-08-18,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0039/2014,"WonPyae Mining Co.,ltd",Small,Coal,0.2003,"93/10( 111088, 113084, 117086, 117090)",27/8/14,26/8/19,2014-08-27,2019-08-26,"Shan(S),Kalaw,Thuyae",Shan,Kalaw,Thuyae
0284/2014,"Yadanar Zayar Mining Co.,Ltd",Small,Lead,0.2003,"93C/7(917790, 922790, 922785, 917785)",12/3/14,12/2/19,2014-03-12,2019-02-12,"Shan(S),Ywarngan,DokeHtoYae",Shan,Ywarngan,DokeHtoYae
0066/2014,"Tain Shwan Mining Co.,Ltd",Small,Coal,0.1862,"93D/9(066162, 071162,071157,066157)",31/12/14,30/12/19,2014-12-31,2019-12-30,"Shan(S),Kalaw,NaungYae'",Shan,Kalaw,NaungYae'
0067/2014,"Tain Shwan Mining Co.,Ltd",Small,Coal,0.1862,"93D/9+10(068152, 073152, 073157, 068157)",31/12/14,30/12/19,2014-12-31,2019-12-30,"Shan(S),Kalaw,NaungYae'",Shan,Kalaw,NaungYae'
004/2015,"Tun YaZa(Mandalay) Mining Co.,Ltd",Small,Coal,0.2023,"93G/16M(492491, 497489, 496485, 491486)",2/4/15,2/3/20,2015-04-02,2020-03-02,"Shan(S),Nampsan,NaungHee",Shan,Nampsan,NaungHee
005/2015,"Tun YaZa(Mandalay) Mining Co.,Ltd",Small,Coal,0.2023,"93G/16M( 490485,495484,493479,488480)",2/4/15,2/3/20,2015-04-02,2020-03-02,"Shan(S),Nampsan,NaungHee",Shan,Nampsan,NaungHee
006/2015,"Tun YaZa(Mandalay) Mining Co.,Ltd",Small,Coal,0.2023,"93G/16M( 495484,499482,498477,493479)",2/4/15,2/3/20,2015-04-02,2020-03-02,"Shan(S),Nampsan,NaungHee",Shan,Nampsan,NaungHee
007/2015,"Tun YaZa(Mandalay) Mining Co.,Ltd",Small,Coal,0.2023,"93G/16M( 499482,4504480,503475,498477)",2/4/15,2/3/20,2015-04-02,2020-03-02,"Shan(S),Nampsan,NaungHee",Shan,Nampsan,NaungHee
001/2015,"Top White Tiger Co.,Ltd",Small,Gypsum,0.2007,"93H/12S( 42054500,425004500,42504447, 42054447)",15/1/15,14/1/20,2015-01-15,2020-01-14,"Shan(S),Moukmel,Nampluk",Shan,Moukmel,Nampluk
016/2015,"TharSu Co.,Ltd",Small,Coal,0.2003,"93D/9LM(021164, 026164, 026159, 021159)",3/12/15,3/11/20,2015-12-03,2020-11-03,"Shan(S),Kalaw,WatphyuYae",Shan,Kalaw,WatphyuYae
017/2015,"TharSu Co.,Ltd",Small,Coal,0.2003,"93D/9LM( 027170,029170,029160,027160)",3/12/15,3/11/20,2015-12-03,2020-11-03,"Shan(S),Kalaw,WatphyuYae",Shan,Kalaw,WatphyuYae
0121/2009,"Aung Dana Thukha Co.,Ltd",Small,Tin/Tungsten,0.1983,"96I/15(789422,790422,790416,783416)",28/8/13,27/8/14,2013-08-28,2014-08-27,"Taninthayi,Bokepyin, KhaechaungNe",Tanintharyi,Bokepyin, KhaechaungNe
0207/2009,"Nan Thilar Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95K/11T(716718, 716722,721722, 721718)",12/1/14,30/11/15,2014-01-12,2015-11-30,"Taninthayi,Pulaw ,Nan Thilar",Tanintharyi,Pulaw ,Nan Thilar
0045/2009,"Nan Ka Naung Mining Co,Ltd",Small,Manganese dioxide,0.1983,"95I/7(43348, 435351,438348,436346)",19/12/14,18/12/15,2014-12-19,2015-12-18,"Taninthayi,Bokepyin,ParwelKyun",Tanintharyi,Bokepyin,ParwelKyun
0046/2009,"Nan Ka Naung Mining Co,Ltd",Small,Manganese dioxide,0.1983,"95I/7(438349,442354,445352,439346)",19/12/14,18/12/15,2014-12-19,2015-12-18,"Taninthayi,Bokepyin,ParwelKyun",Tanintharyi,Bokepyin,ParwelKyun
0047/2009,"Nan Ka Naung Mining Co,Ltd",Small,Manganese dioxide,0.1983,"95I/7(436350,441357,443355,439348)",19/12/14,18/12/15,2014-12-19,2015-12-18,"Taninthayi,Bokepyin,ParwelKyun",Tanintharyi,Bokepyin,ParwelKyun
0048/2009,"Nan Ka Naung Mining Co,Ltd",Small,Manganese dioxide,0.1983,"95I/7(430351,4333354,436352,433348, 4333346)",19/12/14,18/12/15,2014-12-19,2015-12-18,"Taninthayi,Bokepyin,ParwelKyun",Tanintharyi,Bokepyin,ParwelKyun
0049/2009,"Nan Ka Naung Mining Co,Ltd",Small,Manganese dioxide,0.1983,"95I/7(4333362,249362,433354)",19/12/14,18/12/15,2014-12-19,2015-12-18,"Taninthayi,Bokepyin,ParwelKyun",Tanintharyi,Bokepyin,ParwelKyun
0026/2010,"Easten Mining Production Co.,Ltd",Small,Tin/Tungsten,0.1983,"95J/8( 396670, 402670, 402666, 396666)",2/3/15,2/2/16,2015-03-02,2016-02-02,"Taninthayi,Dawai,Boatpyin",Tanintharyi,Dawai,Boatpyin
0027/2010,"Easten Mining Production Co.,Ltd",Small,Tin/Tungsten,0.1983,"95J/8(396676, 402670, 402672, 396672)",2/3/15,2/2/16,2015-03-02,2016-02-02,"Taninthayi,Dawai,Boatpyin",Tanintharyi,Dawai,Boatpyin
0096/2010,"Easten Mining Production Co.,Ltd",Small,Tin/Tungsten,0.1983,"95J/8( 420536,426536,426532,420532)",2/3/15,2/2/16,2015-03-02,2016-02-02,"Taninthayi,Dawai,Boatpyin",Tanintharyi,Dawai,Boatpyin
0187/2010,"Grand Eden Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95J//8(3699697,379696,377698,370700)",3/12/15,3/11/16,2015-12-03,2016-11-03,"Taninthayi,Dawai,Wa Kone",Tanintharyi,Dawai,Wa Kone
0362/2010,"Mining World Mining Co.,Ltd",Small,Tin/Tungsten,0.2003,"95J/8(247697,257697,257695,247695)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Taninthayi,Dawai,Yay Wyine",Tanintharyi,Dawai,Yay Wyine
0363/2010,"Mining World Mining Co.,Ltd",Small,Tin/Tungsten,0.2003,"95J/8(296604,300604,300598,296598)",21/5/14,20/5/15,2014-05-21,2015-05-20,"Taninthayi,Dawai,Yay Wyine",Tanintharyi,Dawai,Yay Wyine
0485/2010,"Golden Sea Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95L/11(723374,731374,729370,725370)",8/4/14,8/3/15,2014-04-08,2015-03-08,"Taninthayi,KyunSu,MaYinHla(1)",Tanintharyi,KyunSu,MaYinHla(1)
0486/2010,"Golden Sea Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95L/11(725369,733369,733368,728368, 728363,725363)",8/4/14,8/3/15,2014-04-08,2015-03-08,"Taninthayi,KyunSu,MaYinHla(1)",Tanintharyi,KyunSu,MaYinHla(1)
0487/2010,"Golden Sea Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95L/11(747362,747356,743356,743362)",8/4/14,8/3/15,2014-04-08,2015-03-08,"Taninthayi,KyunSu,MaYinHla(1)",Tanintharyi,KyunSu,MaYinHla(1)
0773/2010,"Wai International Export & Import Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95P/8Z(357086,360086,360078,357078)",29/10/14,28/10/15,2014-10-29,2015-10-28,"Taninthayi,Taninthayi,Tha Bolk Lade",Tanintharyi,Taninthayi,Tha Bolk Lade
0774/2010,"Wai International Export & Import Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95P/8Z(353091,356091,356083,353083)",29/10/14,28/10/15,2014-10-29,2015-10-28,"Taninthayi,Taninthayi,Tha Bolk Lade",Tanintharyi,Taninthayi,Tha Bolk Lade
0827/2010,"Aung Brothers Mining Co.,ltd",Small,Tin/Tungsten,0.17,"95L/11(746380,746390,748390,748380)",12/3/10,12/2/13,2010-03-12,2013-02-12,"Taninthayi,Kyun Su,MaKanTaung",Tanintharyi,Kyun Su,MaKanTaung
0186/2011,"Aung Dana Thukha Co.,Ltd",Small,Tin/Tungsten,0.2006,"96I/11(660202,664198,664194,660194)",24/2/15,23/2/16,2015-02-24,2016-02-23,"Taninthayi,Bokepyin,KhoKyoune",Tanintharyi,Bokepyin,KhoKyoune
0247/2011,"Mining World Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95J/8(301601,309599,308596,300598)",18/3/14,17/3/15,2014-03-18,2015-03-17,"Taninthayi,Dawai,SinTwinGyi",Tanintharyi,Dawai,SinTwinGyi
0334/2011,"Tun Tun Mining Co.,ltd",Small,Tin/Tungsten,0.1983,"95J/8(407723,410726,413720,411718)",29/3/11,28/3/14,2011-03-29,2014-03-28,"Taninthayi,Dawai,Taungpyo",Tanintharyi,Dawai,Taungpyo
0336/2011,"Grand Eden Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95J/8(372702,376701,379702,380700,379699,379696,377696,378698,371700)",29/3/14,28/3/15,2014-03-29,2015-03-28,"Taninthayi,Dawai,South-west-B",Tanintharyi,Dawai,South-west-B
0337/2011,"Grand Eden Mining Co.,Ltd",Small,Tin/Tungsten,0.1983,"95J/8(479633,481633,486629,482627,478631)",29/3/14,28/3/15,2014-03-29,2015-03-28,"Taninthayi,Dawai,SinTwinGyi",Tanintharyi,Dawai,SinTwinGyi
0338/2011,"Taninthayi Yadanar Co.,Ltd",Small,Tin/Tungsten,0.1983,"96J/9(648673,660675,660673,648671)",29/3/11,28/3/14,2011-03-29,2014-03-28,"Taninthayi,Bokepyin,KyoukPone",Tanintharyi,Bokepyin,KyoukPone
0339/2011,"Phyo Kathaymin Co,Ltd",Small,Tin/Tungsten,0.2003,"95P/4(313068,325079,326078,314067)",29/3/11,28/3/14,2011-03-29,2014-03-28,"Taninthayi,Taninthayi,Ohpintype-1",Tanintharyi,Taninthayi,Ohpintype-1
0340/2011,"Phyo Kathaymin Co,Ltd",Small,Tin/Tungsten,0.2003,"95P/4(304074,310074,310070,304070)",29/3/11,28/3/14,2011-03-29,2014-03-28,"Taninthayi,Taninthayi,Ohpintype-2",Tanintharyi,Taninthayi,Ohpintype-2
0341/2011,"Phyo Kathaymin Co,Ltd",Small,Tin/Tungsten,0.2003,"95P/4(299068,303068,303062,299062)",29/3/11,28/3/14,2011-03-29,2014-03-28,"Taninthayi,Taninthayi,Ohpintype-3",Tanintharyi,Taninthayi,Ohpintype-3
060/2011,"Sapphire Star Co., Ltd",Small,Feldspar,0.2003,"95O/2(291089,295089,295083,291083)",8/8/11,8/7/14,2011-08-08,2014-07-08,"Taninthayi,Dawai,Myin Tin",Tanintharyi,Dawai,Myin Tin
