Code/Ref,Company_Name_cl,License_type_cl,Commodity_cl,Area_acre_cl,Coordinates of the license area,Award_date,Expiry_date,Award_date_cl,Expiry_date_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl
0204/2007,"Golden Royal Land Co.,Ltd",Small,Antimony,0.2003,"93 E/11 O (438028,443028,443023,438023)",24/12/13,23/12/14,2013-12-24,2014-12-23,"Shan(N),Manton,Farline",Shan,Manton,Farline
0039/2008,"Golden Royal Land Co.,Ltd",Small,Lead,0.2003,"93E/11( 482195,487195,487190,482190)",24/12/14,23/12/15,2014-12-24,2015-12-23,"Shan(N),Manton,Nantnat",Shan,Manton,Nantnat
0218/2008,"Khar San Co.,Ltd",Small,Lead,0.2003,"92LP/8(252989,257989,257984,252984)",10/3/14,10/2/15,2014-03-10,2015-02-10,"Shan(N),Monekoe,KaungLon",Shan,Monekoe,KaungLon
0219/2008,"Khar San Co.,Ltd",Small,Lead,0.2003,"92LP/8(234976,239976,239971,234971)",10/3/14,10/2/15,2014-03-10,2015-02-10,"Shan(N),Monekoe,KharSan",Shan,Monekoe,KharSan
0221/2008,"Myanmar Golden Hight Land Co.,Ltd",Small,Lead,2021,"93 E/10(624316,  629316, 624310, 629310)",10/3/14,10/2/15,2014-03-10,2015-02-10,"Shan(N),Khutkhai,LwalHtat",Shan,Khutkhai,LwalHtat
0001/2009,"Thein Than Mining Co.,ltd",Small,Lead,0.2003,"93 B/7 LB(045006, 048005,047001,044002)",1/1/15,31/12/15,2015-01-01,2015-12-31,"Shan(N),NaungCho,Thanbo",Shan,NaungCho,Thanbo
0021/2009,"Ruby Garden Mining Co.,Ltd",Small,Zinc,0.2023,"93J/11(320217,324217,324221,320221)",2/4/14,2/3/15,2014-04-02,2015-03-02,"Shan(N),Tant Yan,Noung Main",Shan,Tant Yan,Noung Main
0068/2009,"Shwe Aung Lin Co.,Ltd",Small,Antimony,0.2023,"93 E/11(433028, 438028, 438023, 433023)",15/5/14,14/5/15,2014-05-15,2015-05-14,"Shan(N),Manton,aungnan",Shan,Manton,aungnan
0118/2009,"Shwe Le Great Mining Co.,ltd",Small,Lead,0.2003,"93E/13(814692,820692,819697,817694)",21/8/14,20/8/15,2014-08-21,2015-08-20,"Shan(N),Muse,mulon-pankhar",Shan,Muse,mulon-pankhar
122/2009,"Ingyin Shwe Sin Co.,Ltd",Small,Lead,0.2003,"93F/12(280746,280742,288742,288746)",9/4/14,9/3/15,2014-04-09,2015-03-09,"Shan(N),Hsipaw,NampLan",Shan,Hsipaw,NampLan
123/2009,"Ingyin Shwe Sin Co.,Ltd",Small,Lead,0.2003,"93F/12(293739,293730,296730,296736)",9/4/14,9/3/15,2014-04-09,2015-03-09,"Shan(N),Hsipaw,ManPanChat",Shan,Hsipaw,ManPanChat
0241/2009,"New Days Asia Mining Co.,Ltd",Small,Lead,0.2003,"93E/7+11(365127,367122,372125,368129)",27/11/14,26/11/15,2014-11-27,2015-11-26,"Shan(N),Manton,NampNat",Shan,Manton,NampNat
0242/2009,"New Days Asia Mining Co.,Ltd",Small,Lead,0.2003,"93E/7+11(368129,372125,376130,371131)",27/11/14,26/11/15,2014-11-27,2015-11-26,"Shan(N),Manton,NampNat",Shan,Manton,NampNat
0243/2009,"New Days Asia Mining Co.,Ltd",Small,Lead,0.2003,"93E/7+11(372125,375125,380130,376130)",27/11/14,26/11/15,2014-11-27,2015-11-26,"Shan(N),Manton,NampNat",Shan,Manton,NampNat
0244/2009,"New Days Asia Mining Co.,Ltd",Small,Lead,0.2003,"93E/7+11(367122,372120,375124,272125)",27/11/14,26/11/15,2014-11-27,2015-11-26,"Shan(N),Manton,NampNat",Shan,Manton,NampNat
0245/2009,"New Days Asia Mining Co.,Ltd",Small,Lead,0.2003,"93E/7(324043,324037,328037,328043)",27/11/14,26/11/15,2014-11-27,2015-11-26,"Shan(N),Manton,NampNat",Shan,Manton,NampNat
0097/2010,"Pan Khon Mining Co.,Ltd",Small,Lead,0.2003,"93I/15(804162,804168,808168,808162)",2/11/15,2/10/16,2015-11-02,2016-10-02,"Shan(N),Hopan ,pharlin",Shan,Hopan ,pharlin
0204/2010,"Aung Thanlwin Mining Co.,Ltd",Small,Lead,0.2003,"93I/11 sP( 520253,533251,533254,521257)",4/8/14,4/7/15,2014-08-04,2015-07-04,"Shan(N),KwanLon,NampKhanShan",Shan,KwanLon,NampKhanShan
0765/2010,"Shwe Le Great Mining Co.,ltd",Small,Lead,0.2003,"93E/13(809692,813692,813700,810698)",29/10/14,28/10/15,2014-10-29,2015-10-28,"Shan(N),Muse,mulon-pankhar-1",Shan,Muse,mulon-pankhar-1
0766/2010,"Shwe Le Great Mining Co.,ltd",Small,Lead,0.2003,"93E/13(810687,818687,818690,810690)",29/10/14,28/10/15,2014-10-29,2015-10-28,"Shan(N),Muse,mulon-pankhar-2",Shan,Muse,mulon-pankhar-2
0767/2010,"Shwe Le Great Mining Co.,ltd",Small,Lead,0.2003,"93E/13(820700,825695,828698,822703)",29/10/14,28/10/15,2014-10-29,2015-10-28,"Shan(N),Muse,mulon-pankhar-3",Shan,Muse,mulon-pankhar-3
0021/2010,"Tun Kywel Paw Industry Co.,Ltd",Small,Coal,0.2003,"93B/14(622119,622113,626119,626119)",29/12/14,28/12/15,2014-12-29,2015-12-28,"Shan(N),KyoukMel,Narsai",Shan,KyoukMel,Narsai
0022/2010,"Tun Kywel Paw Industry Co.,Ltd",Small,Coal,0.2003,"93B/14(634110,634104,638104,638110)",29/12/14,28/12/15,2014-12-29,2015-12-28,"Shan(N),KyoukMel,Namptan",Shan,KyoukMel,Namptan
0001/2011,"Shwe Ohh Pwint Production Co.,Ltd",Small,Coal,0.2003,"92B/12(313797,318797,318792,313792)",1/11/15,1/10/16,2015-11-01,2016-10-01,"Shan(N),NaungCho,NaungHtoke",Shan,NaungCho,NaungHtoke
0002/2011,"UE Export & Import Co.,Ltd",Small,Coal,0.2003,"93E/12(687636,669763,697632,686633)",27/1/15,26/1/16,2015-01-27,2016-01-26,"Shan(N),Larshio,",Shan,Larshio,
053/2011,"ShanYoma AyeChanYae Co.,Ltd",Small,Coal,0.2003,"93J/1(114480,119483,122479,117475)",5/12/14,5/11/15,2014-12-05,2015-11-05,"Shan(N),Larshio,PharSo-matfine",Shan,Larshio,PharSo-matfine
054/2011,"ShanYoma AyeChanYae Co.,Ltd",Small,Coal,0.2003,"93J/1(124475,122479,117475,117475,120472)",5/12/14,5/11/15,2014-12-05,2015-11-05,"Shan(N),Larshio,PharSo-matfine",Shan,Larshio,PharSo-matfine
055/2011,"ShanYoma AyeChanYae Co.,Ltd",Small,Coal,0.2003,"93J/1(126483,128478,124475,122479)",5/12/14,5/11/15,2014-12-05,2015-11-05,"Shan(N),Larshio,PharSo-matfine",Shan,Larshio,PharSo-matfine
056/2011,"ShanYoma AyeChanYae Co.,Ltd",Small,Coal,0.2003,"93J/1(119483,123485,126483,122479)",5/12/14,5/11/15,2014-12-05,2015-11-05,"Shan(N),Larshio,PharSo-matfine",Shan,Larshio,PharSo-matfine
057/2011,"ShanYoma AyeChanYae Co.,Ltd",Small,Coal,0.2003,"93J/1(126483,131483,132478,128478)",5/12/14,5/11/15,2014-12-05,2015-11-05,"Shan(N),Larshio,PharSo-matfine",Shan,Larshio,PharSo-matfine
0250/2011,"New Days Asia Mining Co.,Ltd",Small,Lead,0.2003,"93E/7O(297009,299009,299007,297007)",18/3/14,17/3/15,2014-03-18,2015-03-17,"Shan(N),Manton,Mantmine",Shan,Manton,Mantmine
0365/2011,"Shwe Hnin Mone Mining Co.,Ltd",Small,Copper,0.2003,"93E/12(661783,661788,667877,668773)",9/1/14,31/8/15,2014-01-09,2015-08-31,"Shan(N),Larshio,LwalKan",Shan,Larshio,LwalKan
0366/2011,"Shwe Hnin Mone Mining Co.,Ltd",Small,Copper,0.2003,"93E/12 ST(668788,672788,673783,674779, 668783)",9/1/14,31/8/15,2014-01-09,2015-08-31,"Shan(N),Larshio,LwalKan",Shan,Larshio,LwalKan
0001/2012,"San Myanmar International Co.,Ltd",Small,Lead,0.2003,"93B/10(367012,367010,381008,378011)",1/9/15,1/8/16,2015-09-01,2016-08-01,"Shan(N),NaungCho,Narmon",Shan,NaungCho,Narmon
0002/2012,"San Myanmar International Co.,Ltd",Small,Lead,0.2003,"93B/10( 367012, 367010, 381008, 378011)",1/9/15,1/8/16,2015-09-01,2016-08-01,"Shan(N),Larshio,NampMaw",Shan,Larshio,NampMaw
0052/2012,"Ruby Garden Mining Co.,Ltd",Small,Zinc,0.1983,"93 J/11'(320224,317224,317221,318219, 318214,320214)",4/2/12,4/1/15,2012-02-04,2015-01-04,"Shan(N),Tant Yan,Noung Main",Shan,Tant Yan,Noung Main
0053/2012,"Ruby Garden Mining Co.,Ltd",Small,Zinc,0.1862,"93 J/11(3325221,320221,320224,325225)",4/2/12,4/1/15,2012-02-04,2015-01-04,"Shan(N),Tant Yan,Noung Main",Shan,Tant Yan,Noung Main
0054/2012,"Ruby Garden Mining Co.,Ltd",Small,Zinc,0.1983,"93 J/11'(325225,329226, 329221,325220)",4/2/12,4/1/15,2012-02-04,2015-01-04,"Shan(N),Tant Yan,Noung Main",Shan,Tant Yan,Noung Main
0055/2012,"Ruby Garden Mining Co.,Ltd",Small,Zinc,0.1619,"93 J/11'(325221, 327221,327214, 320214, 320216,325216)",4/2/12,4/1/15,2012-02-04,2015-01-04,"Shan(N),Tant Yan,Noung Main",Shan,Tant Yan,Noung Main
0056/2012,"Ruby Garden Mining Co.,Ltd",Small,Zinc,0.1639,"93 J/11'(318214,315216,314221, 317221, 318219)",4/2/12,4/1/15,2012-02-04,2015-01-04,"Shan(N),Tant Yan,Noung Main",Shan,Tant Yan,Noung Main
0057/2012,"Ruby Garden Mining Co.,Ltd",Small,Zinc,0.1659,"93 J/11'(315226,316224,321228,321227, 320226, 321224)",4/2/12,4/1/15,2012-02-04,2015-01-04,"Shan(N),Tant Yan,Noung Main",Shan,Tant Yan,Noung Main
0058/2012,"Ruby Garden Mining Co.,Ltd",Small,Zinc,0.2003,"93 J/11'(321228,324225, 326229, 328227, 330228, 330227)",4/2/12,4/1/15,2012-02-04,2015-01-04,"Shan(N),Tant Yan,Noung Main",Shan,Tant Yan,Noung Main
0059/2012,"Ruby Garden Mining Co.,Ltd",Small,Zinc,0.1619,"93 J/11'(329226,329221,330221, 330224, 333224,333226)",4/2/12,4/1/15,2012-02-04,2015-01-04,"Shan(N),Tant Yan,Noung Main",Shan,Tant Yan,Noung Main
0214/2012,"Lin Sein Mining Co.,Ltd",Small,Copper,0.0809,"93E/12/ST(668783,674779,674773,668773, 670778)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(N),Larshio,Namtoun",Shan,Larshio,Namtoun
0215/2012,"Lin Sein Mining Co.,Ltd",Small,Copper,0.0809,"93E/12ST(666872,674772,673766,666768)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(N),Larshio,Namtoun",Shan,Larshio,Namtoun
0216/2012,"Lin Sein Mining Co.,Ltd",Small,Copper,0.0809,"93E/12ST( 666767,672765,668761,663764)",11/8/12,11/7/15,2012-08-11,2015-07-11,"Shan(N),Larshio,Namtoun",Shan,Larshio,Namtoun
0003/2013,"New Shine Seven Co.,Ltd",Small,Coal,0.2599,"93 E/ 15(  A- 726 956,B - 723 958,C - 728 963,D - 732 960)",25/3/13,24/3/16,2013-03-25,2016-03-24,"Shan(N),Theinni,Minepar",Shan,Theinni,Minepar
0013/2013,"ShanYoma AyeChanYae Co.,Ltd",Small,Coal,0.1983,"93 F/13(854374,859374,859396,854369)",6/11/13,6/10/16,2013-11-06,2016-10-06,"Shan(N),Larshio,KongPaung",Shan,Larshio,KongPaung
0019/2013,"Green Asia Co.,Ltd",Small,Coal,0.2007,"93F/13(840392,842391,837383,835385)",19/6/13,28/6/16,2013-06-19,2016-06-28,"Shan(N),Larshio,Sanya",Shan,Larshio,Sanya
0054/2014,"New Development Co.,Ltd",Small,Copper,0.1975,"92L/16(840070,845070,845075,840075)",2/5/14,2/4/17,2014-05-02,2017-04-02,"Shan(N),KhoneKyan,HoneAi",Shan,KhoneKyan,HoneAi
0055/2014,"New Development Co.,Ltd",Small,Copper,0.1975,"92L/16(845070,850070,850075,845075)",2/5/14,2/4/17,2014-05-02,2017-04-02,"Shan(N),KhoneKyan,HoneAi",Shan,KhoneKyan,HoneAi
0056/2014,"New Development Co.,Ltd",Small,Copper,0.1975,"92L/16(850070,855070,855075,850075)",2/5/14,2/4/17,2014-05-02,2017-04-02,"Shan(N),KhoneKyan,HoneAi",Shan,KhoneKyan,HoneAi
0057/2014,"New Development Co.,Ltd",Small,Copper,0.1975,"92L/16(810984,814984,814988,810988)",2/5/14,2/4/17,2014-05-02,2017-04-02,"Shan(N),KhoneKyan,HoneAi",Shan,KhoneKyan,HoneAi
0059/2014,"Shel San Mining Co.,Ltd",Small,Lead,0.1914,93 B/10,13/2/14,2/12/17,2014-02-13,2017-12-02,"Shan(N),Kyoukmel,PanWoo",Shan,Kyoukmel,PanWoo
0139/2014,"San Nadi Mining Co.,Ltd",Small,Iron,0.089,"93E/7(210916,212917,214916,212914)",30/4/14,29/4/17,2014-04-30,2017-04-29,"Shan(N),Kyoukmel,Manton",Shan,Kyoukmel,Manton
0140/2014,"San Nadi Mining Co.,Ltd",Small,Iron,0.089,"93E/8(196899,200903,203900,20896)",30/4/14,29/4/17,2014-04-30,2017-04-29,"Shan(N),Kyoukmel,Manton",Shan,Kyoukmel,Manton
0141/2014,"Hein Htike Mining Co.,Ltd",Small,Lead-Zinc,0.2003,"93E/7T(223949,229960,231959,224947)",5/7/14,5/6/17,2014-07-05,2017-06-05,"Shan(N),Manton,LwelKyu",Shan,Manton,LwelKyu
0193/2014,"YadanarTun Co.,Ltd",Small,Lead,0.2003,"93F/9S(66249,668429,668425,662425)",7/6/14,7/5/17,2014-06-07,2017-05-07,"Shan(N),Lashio,Kha Shi",Shan,Lashio,Kha Shi
0290/2014,"Shwe Le Great Mining Co.,ltd",Small,Lead,0.1012,"93E/13( 817694,819694,819697,818697)",12/10/14,12/9/15,2014-10-12,2015-09-12,"Shan(N),Muse,MuuLon",Shan,Muse,MuuLon
003/2015,"New Shine Seven Co.,Ltd",Small,Coal,0.5361,"93E/15(713943,711947,715952,719949) (715952,719949,726956,723952) (736963,735965,735965,743967,742964) (743967,742964,747956,748969)",28/1/15,27/1/20,2015-01-28,2020-01-27,"Shan(N),Theinni,Minepar",Shan,Theinni,Minepar
0150/2008,"Shwe Hnin Hmon Co.,Ltd",Small,Gold,0.0809,93E/14( 799421),7/3/14,7/2/15,2014-03-07,2015-02-07,"Shan(N),Kutkai,Pankaine",Shan,Kutkai,Pankaine
0151/2008,"Shwe Hnin Hmon Co.,Ltd",Small,Gold,0.0809,93E/11( 799426),7/3/14,7/2/15,2014-03-07,2015-02-07,"Shan(N),Kutkai,Pankaine",Shan,Kutkai,Pankaine
0230/2010,"Myanmar Ruby Gems Co.,Ltd",Small,Gold,0.0809,"93A/13( 490458,491457,487455,486457)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan(N),Mabain,Yambo",Shan,Mabain,Yambo
0231/2010,"Myanmar Ruby Gems Co.,Ltd",Small,Gold,0.0809,"93 A/13( 489460,490459,486457,4854459)",4/9/14,4/8/15,2014-09-04,2015-08-04,"Shan(N),Mabain,Yambo",Shan,Mabain,Yambo
0555/2010,"Kan ThaYafu Co.,Ltd",Small,Gold,0.0809,93 A,27/8/10,26/8/13,2010-08-27,2013-08-26,"Shan(N),Mabain,Bahel",Shan,Mabain,Bahel
0575/2010,"YaZar Co.,Ltd",Small,Gold,0.0809,93 A,27/8/10,26/8/13,2010-08-27,2013-08-26,"Shan(N),Mabain,Yambo",Shan,Mabain,Yambo
0040/2011,"Phyo Family Co.,Ltd",Small,Gold,0.0809,93 A,18/1/11,17/1/14,2011-01-18,2014-01-17,"Shan(N),Mabain,Bahel",Shan,Mabain,Bahel
0048/2011,"YaZar Co.,Ltd",Small,Gold,0.0809,93 A,18/1/11,17/1/14,2011-01-18,2014-01-17,"Shan(N),Mabain,Sipain",Shan,Mabain,Sipain
0052/2011,"YaZarMin Shwe Co.,Ltd",Small,Gold,0.0809,"93E/14( 805415,812415,812413,805414)",18/1/11,17/1/14,2011-01-18,2014-01-17,"Shan(N),Kutkai,Pankai",Shan,Kutkai,Pankai
0053/2011,"YaZarMin Shwe Co.,Ltd",Small,Gold,0.0809,"93E/14( 805419,807419,807415,805415)",18/1/11,17/1/14,2011-01-18,2014-01-17,"Shan(N)Kutkai,Pankai",Shan,Kutkai,Pankai
0125/2012,"Shwe Muu Myint Co.,Ltd",Small,Gold,0.0781,"93 A/9(276673,279673,281668,279669)",8/8/12,8/7/13,2012-08-08,2013-07-08,"Shan(N),Mabain,ChaungWa",Shan,Mabain,ChaungWa
0207/2012,"Star Rays Co.,Ltd",Small,Gold,0.0786,"93E/4(021779,028782,028781,021778)",22/10/12,21/10/13,2012-10-22,2013-10-21,"Shan(N),Manton,Manpoun",Shan,Manton,Manpoun
0039/2014,"ThitsarPan Co.,Ltd",Small,Gold,0.0809,93A/8(219638),1/10/13,10/9/14,2013-10-01,2014-09-10,"Shan(N),Momeik,MoeMouk",Shan,Momeik,MoeMouk
0040/2014,"Kana Thakdi Kyel Co.,Ltd",Small,Gold,0.0607,93A/8(215651),10/10/13,10/9/14,2013-10-10,2014-09-10,"Shan(N),Mongmit,MoeMouk",Shan,Mongmit,MoeMouk
0036/2009,"Pyae Lyan Paine Mining Co.,Ltd",Small,Antimony,0.1335,"94A/14( 336700, 340700, 336696, 340696)",3/6/14,3/5/15,2014-06-03,2015-05-03,"Shan(N),Phalkhone,Hamphyu(1)",Shan,Phalkhone,Hamphyu(1)
0037/2009,"Pyae Lyan Paine Mining Co.,Ltd",Small,Antimony,0.1335,"94A/4(336695, 344695,344692,336692)",3/6/14,3/5/15,2014-06-03,2015-05-03,"Shan(N),Phalkhone,Hamphyu(1)",Shan,Phalkhone,Hamphyu(1)
0238/2009,"Top ten Stars Production Co.,Ltd",Small,Lead,0.1012,93 H/9,18/11/13,17/11/14,2013-11-18,2014-11-17,"Shan(S),LoiLin,taungNout",Shan,LoiLin,taungNout
0239/2009,"Thein Than Mining Co.,Ltd",Small,Lead&Zinc,0.2003,"93 D/13 LM(361307, 365307, 365302,361302)",27/11/14,26/11/15,2014-11-27,2015-11-26,"Shan(S),Kalaw,KyoukHtet",Shan,Kalaw,KyoukHtet
0240/2009,"Thein Than Mining Co.,Ltd",Small,Lead&Zinc,0.2003,"93 D/13 LM(363300, 368300, 368296, 363296)",27/11/14,26/11/15,2014-11-27,2015-11-26,"Shan(S),Kalaw,KyoukHtet",Shan,Kalaw,KyoukHtet
0312/2009,"Htoo San Co.,Ltd",Small,Lead,0.2003,"93 H/5-9 N(152165, 157165,157161, 152161)",12/2/12,12/1/13,2012-02-12,2013-01-12,"Shan(S),LoiLin,LoiSanfu",Shan,LoiLin,LoiSanfu
0001/2010,"Earth Dragon Mining Co.,Ltd",Small,Lead,0.2003,"93D/13LM( 338306,341306,341303,339301, 335300)",19/1/15,18/1/16,2015-01-19,2016-01-18,"Shan(S),Kalaw,KyoukHtet",Shan,Kalaw,KyoukHtet
0002/2010,"EastenAsia Power Co.,Ltd",Small,Manganese dioxide,0.2003,"93H/1(821149,826150,824149,825149,824149, 825144,826144,826143,822143)",8/4/10,8/3/13,2010-04-08,2013-03-08,"Shan(S),Hopone,KoneNyo",Shan,Hopone,KoneNyo
0024/2010,"Shan Taung Mining Co.,Ltd",Small,Lead,0.2003,"93D/13(388426, 392425, 391420,386421)",29/1/15,28/1/16,2015-01-29,2016-01-28,"Shan(S),Kalaw,BawSai,",Shan,Kalaw,BawSai
0181/2010,"Shwe Lar Taung Co.,Ltd",Small,Lead,0.2003,"93C/12(067653, 071653, 071647, 067647)",3/5/15,3/4/16,2015-05-03,2016-04-03,"Shan(S),YwarNgan,Htminpound",Shan,YwarNgan,Htminpound
0183/2010,"Khaing  Si Hein Co.,ltd",Small,Lead Zinc,0.2003,"93C/11M( 079763, 084763)93C/12M(084758, 079758)",3/12/14,3/11/15,2014-12-03,2015-11-03,"Shan(S),YwarNgan,PelKin",Shan,YwarNgan,PelKin
0203/2010,"Ngwe Htike San Production Co.,Ltd",Small,Lead,0.1943,93D/13,4/8/14,4/7/15,2014-08-04,2015-07-04,"Shan(S),Kalaw,Thila",Shan,Kalaw,Thila
0366/2010,"Yadannar Kabar Mining Co.,Ltd",Small,Lead,0.1821,"93 H/9'(189254, 194254,194250,189250)",27/5/10,26/5/13,2010-05-27,2013-05-26,"Shan(S),LoiLin,taungNout",Shan,LoiLin,taungNout
0543/2010,"Su Myat Tun Mining Co.,Ltd",Small,Lead - Zinc,0.2003,"93 C/7 L(897899, 897903, 901903, 901899)",20/8/14,19/8/15,2014-08-20,2015-08-19,"Shan(S),YwarNgan,Dokehtoyae",Shan,YwarNgan,Dokehtoyae
0768/2010,"Yadanar Kabar Mining Co.,Ltd",Small,Lead,0.1821,"93 H/9'(193279,198279,198274,193274)",29/10/10,28/10/13,2010-10-29,2013-10-28,"Shan(S),LoiLin,taungNout",Shan,LoiLin,taungNout
0008/2011,"Ruby Dragon Mining Co.,Ltd",Small,Gypsum,0.996,"93H/12S(372400,376400,376495,372395)",25/2/15,24/2/16,2015-02-25,2016-02-24,"Shan(S),Moukmel,Namplouk",Shan,Moukmel,Namplouk
068/2011,"Mega Stength Co.,Ltd",Small,Coal,0.063,93 D/11,12/1/11,30/11/14,2011-01-12,2014-11-30,"Shan(S),Pinlaung,Burmit",Shan,Pinlaung,Burmit
069/2011,"Mega Stength Co.,Ltd",Small,Coal,0.2023,93 D/11,12/1/11,30/11/14,2011-01-12,2014-11-30,"Shan(S),Pinlaung,Burmit",Shan,Pinlaung,Burmit
070/2011,"Mega Stength Co.,Ltd",Small,Coal,0.2003,93 D/11,12/1/11,30/11/14,2011-01-12,2014-11-30,"Shan(S),Pinlaung,Burmit",Shan,Pinlaung,Burmit
071/2011,"Mega Stength Co.,Ltd",Small,Coal,0.1088,93 D/11,12/1/11,30/11/14,2011-01-12,2014-11-30,"Shan(S),Pinlaung,Burmit",Shan,Pinlaung,Burmit
072/2011,"Mega Stength Co.,Ltd",Small,Coal,0.1653,93 D/11,12/1/11,30/11/14,2011-01-12,2014-11-30,"Shan(S),Pinlaung,Pinkhar",Shan,Pinlaung,Pinkhar
073/2011,"Mega Stength Co.,Ltd",Small,Coal,0.0111,93 D/11,12/1/11,30/11/14,2011-01-12,2014-11-30,"Shan(S),Pinlaung,Pinkhar",Shan,Pinlaung,Pinkhar
0174/2011,"Mega Stength Co.,Ltd",Small,Coal,0.0609,93 D/11,12/1/11,30/11/14,2011-01-12,2014-11-30,"Shan(S),Pinlaung,Pinkhar",Shan,Pinlaung,Pinkhar
075/2011,"Mega Stength Co.,Ltd",Small,Limestone,0.0912,93 D/11,12/1/11,30/11/14,2011-01-12,2014-11-30,"Shan(S),Pinlaung,phayartaung",Shan,Pinlaung,phayartaung
076/2011,"Mega Stength Co.,Ltd",Small,Limestone,0.1295,93 D/11,12/1/11,30/11/14,2011-01-12,2014-11-30,"Shan(S),Pinlaung,Yaegaungto",Shan,Pinlaung,Yaegaungto
0114/2011,"Pyiton Yadanar Mining Co.,Ltd",Small,Copper,0.0828,"93 D/14 LM(415102, 416101, 417100, 417099)",2/3/15,2/2/16,2015-03-02,2016-02-02,"Shan(S),Kalaw,Snake Mautain",Shan,Kalaw,Snake Mautain
0115/2011,"Pyiton Yadanar Mining Co.,Ltd",Small,Copper,0.0828,"93 D/14 LM(415102, 416101, 417100, 417099)",2/3/15,2/2/16,2015-03-02,2016-02-02,"Shan(S),Kalaw,TaungPat",Shan,Kalaw,TaungPat
0179/2011,"Flower Six Mining Co.,Ltd",Small,Antimony,0.0288,"93 H/2 M(854114, 856113, 856112, 854112)",16/2/14,15/2/15,2014-02-16,2015-02-15,"Shan(S),Hopone,ChinKone",Shan,Hopone,ChinKone
0241/2011,"Kayar Golden Gate Mining Co.,Ltd",Small,Antimony,0.2003,"94/A/14'(W-328695,336695, 336692, 328692)",3/1/14,28/2/15,2014-01-03,2015-02-28,"Shan(S),Phalkhone,Hanphyu",Shan,Phalkhone,Hanphyu
0245/2011,"Thay Char Taw Mining Co.,Ltd",Small,Antimony,0.2003,"93D/9LM(154444,158444,155449,152449)",16/3/15,15/3/16,2015-03-16,2016-03-15,"Shan(S),Pintaya,MelNelTaung",Shan,Pintaya,MelNelTaung
0246/2011,"Sai Khan Naw Mining Co.,Ltd",Small,Lead,0.1012,"93 H/9 N(191259, 194259, 194255, 191255)",18/3/11,17/3/14,2011-03-18,2014-03-17,"Shan(S),LoiLin,taungNout",Shan,LoiLin,taungNout
0251/2011,"Minthar Gyi Production Co.,Ltd",Small,Lead-Zinc,0.2003,"93H/6(9249442,928942,928939,924939)",18/3/15,17/3/16,2015-03-18,2016-03-17,"Shan(S),Hopone,Lonedar",Shan,Hopone,Lonedar
0351/2011,"Aye Thitsar Industry Co.,Ltd",Small,Lead,0.2003,"93 D/13 LM(340240, 344240, 344236, 340236)",29/3/14,28/3/15,2014-03-29,2015-03-28,"Shan(S),Kalaw,KyoukHtet",Shan,Kalaw,KyoukHtet
0356/2011,"Myanmar National Treasure Mining Co.,Ltd",Small,Lead-Zinc,0.2003,"93 H/6 S(115965, 120965,120960,119560)",29/3/14,28/3/15,2014-03-29,2015-03-28,"Shan(S),LoiLin,NaungLaiMu Phate",Shan,LoiLin,NaungLaiMu Phate
0357/2011,"Myanmar National Treasure Mining Co.,Ltd",Small,Lead-Zinc,0.2003,"93 H/6 S'(110965,115965,115960,110960)",29/3/14,28/3/15,2014-03-29,2015-03-28,"Shan(S),LoiLin,NaungLaiMu Phate",Shan,LoiLin,NaungLaiMu Phate
0358/2011,"Myanmar National Treasure Mining Co.,Ltd",Small,Lead-Zinc,0.2003,"93 H/6 S'(120965, 125965, 125960, 120960)",29/3/14,28/3/15,2014-03-29,2015-03-28,"Shan(S),LoiLin,NaungLaiMu Phate",Shan,LoiLin,NaungLaiMu Phate
0359/2011,"Aung KyoKyar Co.,Ltd",Small,,0.2003,"93C/11M(094816,099816,099811,094811)",,,,,"Shan(S),YwarNgan,YaeOo",Shan,YwarNgan,YaeOo
0362/2011,"Kaung Taw InnAr Kyel Co.,Ltd",Small,Lead,0.2003,"93 D/13'(337278, 342278, 342274, 337274)",29/3/14,28/3/15,2014-03-29,2015-03-28,"Shan(S),Kalaw,KyoukHtet",Shan,Kalaw,KyoukHtet
0363/2011,"Kaung Taw InnAr Kyel Co.,Ltd",Small,Lead,0.2003,"93 D/13'(337274, 342274, 342269, 337269)]",29/3/14,28/3/15,2014-03-29,2015-03-28,"Shan(S),Kalaw,KyoukHtet",Shan,Kalaw,KyoukHtet
0367/2011,"Pyae Lyan Paine Mining Co.,Ltd",Small,Lead,0.2003,"93D/13LM(393410,398410,398415,393415)",30/9/14,29/9/15,2014-09-30,2015-09-29,"Shan(S),Kalaw,PhyuYae",Shan,Kalaw,PhyuYae
0372/2011,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/12M(845111, 849114, 851111, 847108)",21/10/14,20/10/15,2014-10-21,2015-10-20,"Shan(S),Hopone,Laiharmyar",Shan,Hopone,Laiharmyar
0373/2011,"Ruby Dragon Mining Co.,Ltd",Small,Antimony,0.2003,"93H/9M(135074,139074,139068,135068)",21/10/14,20/10/15,2014-10-21,2015-10-20,"Shan(S),Hopone,Laiharmyar",Shan,Hopone,Laiharmyar
