,comment,company_name,final_difference,name_of_revenue_stream,paid_to,payment_category,per_company_adjust,per_company_final,per_company_original,per_government_adjust,per_government_final,per_government_original,units
3091,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Customs Duties on imports ,MoPF-IRD-Customs Department,payments in cash,0,0,0,0,0,0,MMK
3092,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,"Other significant payments (> 50,000 USD)",MoPF-IRD-Customs Department,payments in cash,0,0,0,0,0,0,MMK
3093,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Signature Bonus,MOGE,payments in cash,0,0,0,0,0,0,MMK
3094,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Royalties,MOGE,payments in cash,0,0,0,0,0,0,MMK
3095,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Production Split (State share- Gas&Oil sales),MOGE,payments in cash,0,0,0,0,0,0,MMK
3096,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Production Bonus,MOGE,payments in cash,0,0,0,0,0,0,MMK
3097,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,MOGE share (Profit and Cost- G&O sales),MOGE,payments in cash,0,0,0,0,0,0,MMK
3098,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Dividend,MOGE,payments in cash,0,0,0,0,0,0,MMK
3099,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Training Fund,MOGE,payments in cash,0,0,0,0,0,0,MMK
3100,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Research and Development Fund,MOGE,payments in cash,0,0,0,0,0,0,MMK
3101,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Domestic Market Obligation (DMO) (-),MOGE,payments in cash,0,0,0,0,0,0,MMK
3102,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Data fee,MOGE,payments in cash,0,0,0,0,0,0,MMK
3103,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Land fees/Dead rent fee,MOGE,payments in cash,0,0,0,0,0,0,MMK
3104,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Dividend/Profit Sharing  on Oil & Gas transportation,MOGE,payments in cash,0,0,0,0,0,0,MMK
3105,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Transit fees on Oil & Gas transportation,MOGE,payments in cash,0,0,0,0,0,0,MMK
3106,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,Road right fee Oil & Gas transportation (Right of way),MOGE,payments in cash,0,0,0,0,0,0,MMK
3107,,"South East Asia Crude Oil Pipeline Co, Ltd (SEACOP)",0,"Other material payments (> 50,000 USD)",MOGE,payments in cash,0,0,0,0,0,0,MMK
