,comment,company_name,final_difference,name_of_revenue_stream,paid_to,payment_category,per_company_adjust,per_company_final,per_company_original,per_government_adjust,per_government_final,per_government_original,units
56,Tax not reported by the extractive company,Yar Za Htar Ne Gems Co;Ltd. (*),-151683239.0,Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,0.0,0.0,-52751185.0,151683239.0,204434424.0,MMK
57,Tax not reported by the extractive company,Yar Za Htar Ne Gems Co;Ltd. (*),-4843587771.88,Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,0.0,0.0,0.0,4843587771.88,4843587771.88,MMK
58,,Yar Za Htar Ne Gems Co;Ltd. (*),0.0,"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
59,Tax not reported by the extractive company,Yar Za Htar Ne Gems Co;Ltd. (*),-260449983.66,Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,0.0,0.0,0.0,0.0,260449983.66,260449983.66,MMK
60,,Yar Za Htar Ne Gems Co;Ltd. (*),0.0,Contribution to the State/region social development fund,States/Regions,payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
61,,Yar Za Htar Ne Gems Co;Ltd. (*),0.0,Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,0.0,0.0,0.0,0.0,0.0,0.0,MMK
62,,Yar Za Htar Ne Gems Co;Ltd. (*),0.0,Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,0.0,0.0,0.0,0.0,0.0,0.0,MMK
63,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,0.0,0.0,0.0,0.0,0.0,0.0,MMK
64,Tax not reported by the extractive company,Myanmar Imperial Jade(Gems & Jewellery) (*),-211637770.0,Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,211637770.0,211637770.0,MMK
65,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
66,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
67,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,6271883499.31,6271883499.31,0.0,6271883499.31,6271883499.31,MMK
68,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,-44349239.0,2687949351.23,2732298590.23,0.0,2687949351.23,2687949351.23,MMK
69,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
70,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
71,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
72,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
73,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
74,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,"Other significant payments (> 50,000 USD) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
75,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Corporate Income Tax (CIT),"Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
76,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Commercial Tax,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
77,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Custom Duties,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
78,Tax not reported by the Govt Body,Myanmar Imperial Jade(Gems & Jewellery) (*),103481557.0,Royalties on Sales,"Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,103481557.0,103481557.0,0.0,0.0,0.0,MMK
79,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,"Other significant payments (> 50,000 USD) IRD","Ministry of Planing and Finance
IRD
Customs department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
80,Tax not reported by the extractive company,Myanmar Imperial Jade(Gems & Jewellery) (*),-596449817.0,Emporium Fees / Sale Fees,Central Committee (MONREC),payments in cash,44349239.0,850733666.42,806384427.42,0.0,1447183483.42,1447183483.42,MMK
81,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Contribution to the State/region social development fund,States/Regions,payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
82,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Mandatory Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,0.0,0.0,0.0,0.0,0.0,0.0,MMK
83,,Myanmar Imperial Jade(Gems & Jewellery) (*),0.0,Voluntary Corporate Social Responsibility,Social  Payments ,b- unilateral company disclosures,0.0,0.0,0.0,0.0,0.0,0.0,MMK
84,Tax not reported by the Govt Body,Wai Aung Gabar Gems Co; Ltd. (*),420922.0,Production Split (Government and SOEs share),"Ministry of Natural Resources and Environmental Conservation (MONREC)
Department of Mines
MGE",payments in kind,0.0,420922.0,420922.0,0.0,0.0,0.0,MMK
85,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,Royalties on production - 20% collected by/paid to  MGE,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,394986580.0,394986580.0,0.0,394986580.0,394986580.0,MMK
86,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,Royalties on production- 20% collected by/paid to  DOM,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
87,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,Sale Split - 40%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,6076685593.77,6076685593.77,0.0,6076685593.77,6076685593.77,MMK
88,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,Royalties on Sales- 7%,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,1109533540.83,1109533540.83,0.0,1109533540.83,1109533540.83,MMK
89,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,"Service  Fees - 3%, 1%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,-42860013.0,475514014.69,518374027.69,0.0,475514014.69,475514014.69,MMK
90,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,Permit fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
91,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,"Incentive fees 1%, 2%","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,140876710.26,140876710.26,0.0,140876710.26,140876710.26,MMK
92,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,"Commercial Tax - 15%, 5% collected by (paid to) MGE","Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
93,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,Land rental fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
94,,Wai Aung Gabar Gems Co; Ltd. (*),0.0,Environmental / Plantation fees,"Ministry of Natural Resources and Environmental Conservation (MONREC)
Myanmar Gems Enterprise (MGE)
Dept of Mines (DOM)
Forest Department",payments in cash,0.0,0.0,0.0,0.0,0.0,0.0,MMK
